rebalance_date,original_return,gross_defended_return,defense_turnover,cost,net_return,return_delta,risk_exit_count,relative_trim_count
2019-04-30,-0.024385375752500004,-0.012955131314537528,0.2430667515624785,0.0006076668789061963,-0.013562798193443724,0.01082257755905628,5,0
2019-05-31,0.049571435226802255,0.049571435226802255,0.0414734022903754,0.00010368350572593849,0.049467751721076314,-0.00010368350572594054,1,0
2019-06-28,0.029908646825178648,0.029908646825178648,0.11751601240632731,0.00029379003101581827,0.02961485679416283,-0.000293790031015817,2,0
2019-07-31,0.047325739878055495,0.047325739878055495,0.0496046717122734,0.0001240116792806835,0.047201728198774814,-0.00012401167928068058,1,0
2019-08-30,-0.054879413392954664,-0.012162622740039769,0.3117333400816074,0.0007793333502040186,-0.012941956090243787,0.041937457302710875,4,0
2019-09-30,0.015654586056340642,0.01766612699068627,0.2855265557289101,0.0007138163893222753,0.016952310601363995,0.001297724545023353,5,0
2019-10-31,0.0016571179265523165,0.001715584938221018,0.050742542659309206,0.00012685635664827301,0.001588728581572745,-6.838934497957147e-05,2,0
2019-11-29,0.061738719336697535,0.061738719336697535,0.0707033931883358,0.0001767584829708395,0.0615619608537267,-0.00017675848297083602,1,0
2019-12-31,-0.026802654928202906,-0.018168969929508214,0.28368044404426523,0.0007092011101106631,-0.018878171039618877,0.007924483888584029,3,0
2020-01-31,-0.03147893090884146,-0.02653037441980044,0.1377310395185439,0.0003443275987963598,-0.026874702018596798,0.004604228890244665,3,0
2020-02-28,-0.08730053255960114,-0.04130238063617739,0.4366763144087635,0.0010916907860219088,-0.042394071422199295,0.04490646113740185,8,0
2020-03-31,0.08625994557293358,0.08625994557293358,0.0,0.0,0.08625994557293358,0.0,0,0
2020-04-30,0.0932505121912264,0.09332918426553355,0.0191269078772494,4.78172696931235e-05,0.09328136699584043,3.085480461402501e-05,1,0
2020-05-29,0.06132283356142365,0.06190151931744335,0.10174122846737521,0.00025435307116843803,0.06164716624627491,0.0003243326848512626,2,0
2020-06-30,0.1274742029879031,0.1283352940914175,0.0134329550462347,3.358238761558675e-05,0.12830171170380192,0.000827508715898817,1,0
2020-07-31,0.09303158078619747,0.09173276603366837,0.0137186904746803,3.429672618670075e-05,0.09169846930748167,-0.001333111478715801,0,1
2020-08-31,-0.02856854241400999,-0.021342007573684662,0.3033016777930024,0.0007582541944825059,-0.02210026176816717,0.00646828064584282,5,0
2020-09-30,0.058369508657180595,0.05394706184165859,0.18290069299303185,0.0004572517324825796,0.05348981010917601,-0.004879698548004588,1,1
2020-10-30,0.09074073929958412,0.09074073929958412,0.0,0.0,0.09074073929958412,0.0,0,0
2020-11-30,0.051104089461343045,0.051104089461343045,0.0,0.0,0.051104089461343045,0.0,0,0
2020-12-31,0.05959369727551857,0.05959369727551857,0.0,0.0,0.05959369727551857,0.0,0,0
2021-01-29,0.030982010127141975,0.039116501370450675,0.1883055375282939,0.00047076384382073477,0.03864573752662994,0.007663727399487966,2,0
2021-02-26,-0.061717911411787514,-0.03462460675343344,0.47258814084511097,0.0011814703521127775,-0.03580607710554622,0.02591183430624129,4,0
2021-03-31,0.015525006631831774,0.013831231548868317,0.03980333410854885,9.950833527137213e-05,0.013731723213596945,-0.0017932834182348284,0,1
2021-04-30,-0.017282532845148198,-0.010472355914329594,0.4301749861258603,0.0010754374653146508,-0.011547793379644244,0.005734739465503954,4,0
2021-05-28,0.03328606682822703,0.043115549983459366,0.22906301812709373,0.0005726575453177343,0.04254289243814163,0.009256825609914601,2,2
2021-06-30,0.035940519304677496,0.035886855574575306,0.12304877474683831,0.0003076219368670958,0.03557923363770821,-0.0003612856669692882,2,0
2021-07-30,0.057662342557347285,0.05921936598137761,0.1162117254574339,0.0002905293136435848,0.05892883666773402,0.0012664941103867344,1,0
2021-08-31,-0.04185778193020778,-0.036666073642943435,0.2500153868703814,0.0006250384671759535,-0.03729111211011939,0.004566669820088395,4,1
2021-09-30,0.0751669259980206,0.07177265031388724,0.0289447044243084,7.2361761060771e-05,0.07170028855282647,-0.00346663744519414,0,1
2021-10-29,0.03674715645590036,0.04479313940318468,0.0894416783143787,0.00022360419578594675,0.04456953520739874,0.007822378751498375,1,0
2021-11-30,-0.009388931626329942,-0.006598994403936735,0.2061015911191606,0.0005152539777979015,-0.007114248381734637,0.0022746832445953054,2,0
2021-12-31,-0.09716789816512025,-0.05059448200860531,0.7122989737813051,0.001780747434453263,-0.05237522944305857,0.04479266872206168,8,0
2022-01-31,-0.016692495478894936,-0.010298591300153564,0.2738952024262863,0.0006847380060657157,-0.01098332930621928,0.005709166172675655,2,1
2022-02-28,0.01189873858466775,0.01189873858466775,0.1909749428590259,0.0004774373571475647,0.011421301227520187,-0.00047743735714756395,2,0
2022-03-31,-0.06230753246670909,-0.03819191321168293,0.4672858221010456,0.001168214555252614,-0.039360127766935545,0.022947404699773542,5,0
2022-04-29,0.019826610910330774,0.019826610910330774,0.0,0.0,0.019826610910330774,0.0,0,0
2022-05-31,-0.12835649121600334,-0.051808238859606996,0.6004424599963101,0.0015011061499907753,-0.053309345009597775,0.07504714620640557,8,0
2022-06-30,0.03076616980523464,0.03076616980523464,0.0,0.0,0.03076616980523464,0.0,0,0
2022-07-29,0.03106151089674229,0.03290816965444381,0.0723249350518112,0.00018081233762952802,0.03272735731681428,0.0016658464200719932,2,0
2022-08-31,-0.02325415129348342,-0.021883763617308358,0.0217362199841598,5.43405499603995e-05,-0.021938104167268758,0.001316047126214661,1,0
2022-09-30,0.06651108096206575,0.06651108096206575,0.0,0.0,0.06651108096206575,0.0,0,0
2022-10-31,0.009226324065007643,0.01715335110187033,0.0734093868716417,0.00018352346717910424,0.016969827634691223,0.00774350356968358,1,1
2022-11-30,-0.05645073354043684,-0.041352738879106565,0.7264038127064703,0.0018160095317661757,-0.04316874841087274,0.013281985129564099,7,1
2022-12-30,0.08068714314804329,0.07196431118680338,0.2941687342304993,0.0007354218355762482,0.07122888935122713,-0.009458253796816155,3,1
2023-01-31,0.06039586480246699,0.06185750146488929,0.3585405217213774,0.0008963513043034435,0.06096115016058585,0.0005652853581188597,4,0
2023-02-28,-0.007320038607138807,-0.0014807795986553189,0.17556636589633495,0.0004389159147408374,-0.0019196955133961562,0.005400343093742651,2,1
2023-03-31,-0.04509336416098102,-0.024367371449571802,0.5137821359445766,0.0012844553398614414,-0.025651826789433244,0.019441537371547774,6,0
2023-04-28,0.09526111849160823,0.09795297944417063,0.3657142826924885,0.0009142857067312213,0.09703869373743941,0.0017775752458311783,5,0
2023-05-31,0.07516929767584372,0.07516929767584372,0.0884200351163407,0.00022105008779085174,0.07494824758805287,-0.00022105008779085833,2,0
2023-06-30,0.017651820799419127,0.017940187675989205,0.0471403644419438,0.0001178509111048595,0.017822336764884344,0.00017051596546521774,1,0
2023-07-31,-0.025074751924821403,-0.018112141157996423,0.2789360710918216,0.000697340177729554,-0.018809481335725978,0.006265270589095425,4,0
2023-08-31,-0.0785383157659115,-0.057602002630541105,0.4112023327786186,0.0010280058319465466,-0.05863000846248765,0.01990830730342385,4,0
2023-09-29,-0.019023040277742185,-0.014521568962464695,0.2379524901211405,0.0005948812253028513,-0.015116450187767546,0.0039065900899746386,2,0
2023-10-31,0.037500257222972136,0.037500257222972136,0.0,0.0,0.037500257222972136,0.0,0,0
2023-11-30,0.022725058431822317,0.022725058431822317,0.0304693965650152,7.6173491412538e-05,0.02264888494040978,-7.617349141253796e-05,1,0
2023-12-29,0.03401625755399377,0.03401625755399377,0.021857586623729,5.46439665593225e-05,0.03396161358743444,-5.4643966559325685e-05,1,0
2024-01-31,0.2103030257089546,0.2116995383314998,0.0479167792553469,0.00011979194813836726,0.21157974638336144,0.0012767206744068449,1,0
2024-02-29,0.06260509970004001,0.06260509970004001,0.1872224870932374,0.00046805621773309355,0.06213704348230691,-0.00046805621773309686,3,0
2024-03-28,-0.03213004761168544,-0.021744416346084816,0.34274799209465756,0.0008568699802366439,-0.02260128632632146,0.00952876128536398,4,0
2024-04-30,0.0064817913077903095,0.017783826371439826,0.090272316792437,0.0002256807919810925,0.017558145579458735,0.011076354271668426,1,0
2024-05-31,-0.020634362730384836,0.0014187000787945657,0.24251848874333218,0.0006062962218583304,0.0008124038569362352,0.021446766587321073,3,0
2024-06-28,-0.03579463033548271,-0.028255084170434343,0.3071820333424036,0.0007679550833560091,-0.029023039253790354,0.006771591081692358,4,1
2024-07-31,-0.006377487979890176,-0.005879667310722284,0.18675977966796758,0.000466899449169919,-0.006346566759892203,3.092121999797356e-05,3,1
2024-08-30,0.022370970098237023,0.02639906167114366,0.18281412143904402,0.00045703530359761006,0.02594202636754605,0.003571056269309026,3,0
2024-09-30,0.024432325209560977,0.029995841135496863,0.3700879367207826,0.0009252198418019565,0.029070621293694907,0.004638296084133929,3,1
