rebalance_date,ticker,weight,stage,monster_onset_score,cum_return,peak_return,months_held,bad_months,period_forward_return,risk_adjusted_forward_return,weighted_forward_return,risk_exit_proxy,risk_exit_reason,hard_stop_proxy,sector,industry_group,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_max,theme_structural_growth_max,technical_leadership_signal,leadership_signal,growth_signal,rs_acceleration_score,revenue_growth_final,revision_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,distribution_risk_score,explosion_exit_score,stage2_overext_penalty
2019-04-30,NOW,0.05,scout,1.3935995617271986,-0.05070289316354881,0.0,1,0,-0.0507028931635488,-0.0507028931635488,-0.00253514465817744,False,none,,Information Technology,Software - Application,structural_growth,long_duration,0.35,1.0,0.99,1.897352919483448,0.792433605231482,0.6595643588262421,nan,0.0,0.6216064759956954,0.1083333333333333,promote_monster_early,0.3677170036100666,0.0,0.0
2019-04-30,ALGN,0.05,scout,1.380408533818093,-0.14566809155836113,0.0,1,0,-0.1456680915583611,-0.1456680915583611,-0.007283404577918056,False,none,,Health Care,Medical Devices,unknown,neutral,0.35,0.35,1.0,1.0,1.0,2.328679177382933,nan,1.0,0.3744397427591351,0.0135416666666666,neutral,0.5027381831122988,0.0,0.0
2019-04-30,CDNS,0.05,scout,1.3538923489320644,-0.08836203801740516,0.0,1,0,-0.0883620380174052,-0.0883620380174052,-0.00441810190087026,False,none,,Information Technology,Software - Application,unknown,neutral,0.35,0.35,1.0,1.897352919483448,1.0,0.597049858046157,nan,1.0,0.5911639916906101,0.1083333333333333,promote_monster_early,0.4065130085109977,0.0,0.0
2019-05-31,NOW,0.12,confirm,0.9198219497603423,0.026508967814092177,0.026508967814092177,2,0,0.0813358224960263,0.0813358224960263,0.009760298699523157,False,none,,Information Technology,Software - Application,structural_growth,long_duration,0.35,1.0,0.7065375757274066,2.475683333214812,0.3677327521214312,-0.9797217577408552,nan,0.0,0.5863885185550539,0.1333333333333333,promote_monster_early,0.5259785323702689,0.0,0.0
2019-05-31,ALGN,0.025,scout,0.48739242816434886,-0.17650568590437066,0.0,2,0,-0.0360955666542521,-0.0360955666542521,-0.0009023891663563025,False,none,,Health Care,Medical Devices,unknown,neutral,0.35,0.35,0.7311657345302978,0.7311657345302978,1.0,1.4623314690605955,nan,1.0,0.301129020637557,0.0270833333333333,neutral,0.8548963875682241,0.0,0.0
2019-05-31,CDNS,0.05,scout,0.3196686425601513,0.05620978786748987,0.05620978786748987,2,1,0.1585846925137757,0.1585846925137757,0.007929234625688784,False,none,,Information Technology,Software - Application,unknown,neutral,0.35,0.35,0.605603636337777,2.475683333214812,1.0,-0.992063711805989,nan,1.0,0.4328678870083242,0.2552083333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SBAC,0.05,scout,0.9879437053983697,0.040036897248732384,0.040036897248732384,1,0,0.0400368972487323,0.0400368972487323,0.002001844862436615,False,none,,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,1.0,1.0,1.0,0.3674197222280055,nan,1.0,0.510803181327703,0.0,neutral,0.5259785323702689,0.0,0.0
2019-05-31,BR,0.05,scout,0.9652154001453692,0.04162093251642496,0.04162093251642496,1,0,0.0416209325164249,0.0416209325164249,0.002081046625821245,False,none,,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,1.0,1.0,0.3202208946218877,1.8226830572445252,nan,0.0,0.3772578837438188,0.0135416666666666,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SHOP,0.05,scout,0.942289681013173,0.11342424231255666,0.11342424231255666,1,0,0.1134242423125566,0.1134242423125566,0.00567121211562783,False,none,,Software,Software - Application,unknown,neutral,0.35,0.35,1.1102733332859245,2.475683333214812,0.4949351684067285,-0.8601795270528703,nan,0.0,0.5388777262584014,0.2416666666666667,neutral,0.5259785323702689,0.0,0.0
2019-06-28,NOW,0.12,confirm,0.8011299964474119,0.025489707329710676,0.026508967814092177,3,0,-0.0009929387042298,-0.0009929387042298,-0.000119152644507576,False,none,,Information Technology,Software - Application,structural_growth,long_duration,0.35,1.0,0.74,1.9576750660734243,0.3066984417118391,-1.6753902006445986,nan,0.0,0.5711601016087307,0.2416666666666667,neutral,0.0516149525445256,0.0,0.0
