ticker,first_rebalance_date,last_rebalance_date,target_row_count,linked_mdd_position_pnl_usd,sector,industry_group,primary_lane,crisis_state,market_style_regime_label,regime_state,regime_capacity_regime,avg_weight,max_weight,min_weight,avg_target_weight,max_target_weight,min_target_weight,avg_selection_confirmation_score,max_selection_confirmation_score,min_selection_confirmation_score,avg_breakout_setup_quality_score,max_breakout_setup_quality_score,min_breakout_setup_quality_score,avg_rs_benchmark_1m,max_rs_benchmark_1m,min_rs_benchmark_1m,avg_ticker_ret_1m,max_ticker_ret_1m,min_ticker_ret_1m,avg_atr14_pct,max_atr14_pct,min_atr14_pct
DDOG,2021-09-30,2021-11-30,3,-44256.071578979485,Information Technology,Software - Application,MARKET_LEADER,WATCH,quality_compounder,neutral,neutral,0.13663740927836612,0.2009797071599981,0.0269481565654371,0.13663740927836612,0.2009797071599981,0.0269481565654371,1.0,1.0,1.0,0.6146272178336214,0.7201850781149528,0.4793670510929603,0.09735782985742797,0.143400106432895,0.061318287109095,0.10370383776129406,0.2092804675680037,0.0345458614654332,0.04077198040685857,0.0519514697547432,0.0344646133822897
NVDA,2021-11-30,2021-12-31,2,-29767.434999465942,Information Technology,Semiconductors,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.057999999999999996,0.076,0.04,0.057999999999999996,0.076,0.04,0.246716875,0.246716875,0.246716875,0.4771387832161671,0.5228537341405735,0.4314238322917608,0.07169543786520646,0.2720863252310811,-0.1286954495006682,0.0891216181745557,0.2780532223724314,-0.09980998602332,0.051860122486385093,0.0532181924611573,0.0505020525116129
BLD,2023-03-31,2023-04-28,2,-23060.939666748047,Consumer Discretionary,Construction & Engineering,MARKET_LEADER,DEFENSE_REVIEW,balanced,neutral,neutral,0.138,0.2,0.076,0.138,0.2,0.076,1.0,1.0,1.0,0.49982427295028653,0.530600926852954,0.469047619047619,0.019317388939102398,0.1019877353791115,-0.0633529575009067,0.0777345707725072,0.1528196735481917,0.0026494679968227,0.029102195179529,0.0303178497576379,0.0278865406014201
TMUS,2022-09-30,2022-10-31,2,-16423.486785888672,Communication,Communication Equipment,MARKET_LEADER,DEFENSE_REVIEW,turnaround_accumulation,bear,bear,0.05841572647784695,0.105,0.0118314529556939,0.05841572647784695,0.105,0.0118314529556939,1.0,1.0,1.0,0.39297113994843436,0.5750643939285627,0.210877885968306,0.0479660730787523,0.0689747301544594,0.0269574160030452,0.025807665495111196,0.1296116301065366,-0.0779962991163142,0.0566524884278072,0.058931677175572,0.0543732996800424
MA,2022-01-31,2023-01-31,6,-15132.496948242188,Financials,Consumer Finance,QUALITY_COMPOUNDER,DEFENSE_REVIEW,breakout_growth,neutral,neutral,0.05058876960030853,0.1139999999999999,0.0054862383051895,0.05058876960030853,0.1139999999999999,0.0054862383051895,1.0,1.0,1.0,0.4182001515003271,0.5127401184061238,0.2435757178775504,0.0272422918431095,0.1468257243308848,-0.0435794631698993,0.021627051271750384,0.0817375421038455,-0.0567045436691856,0.038714882036806585,0.0486738286231264,0.0293762606022677
FANG,2022-06-30,2022-07-29,2,-14834.998741149902,Energy,Oil Gas & Consumable Fuels,QUALITY_COMPOUNDER,DEFENSE_REVIEW,turnaround_accumulation,bear,bear,0.0625,0.105,0.02,0.0625,0.105,0.02,1.0,1.0,1.0,-0.40255199423996146,-0.206879701009342,-0.598224287470581,-0.0837777975630892,-0.0507013611409701,-0.1168542339852083,-0.07986070995904344,0.046684877927434,-0.2064062978455209,0.21523028962783963,0.2348994375083425,0.1955611417473368
ORLY,2022-11-30,2022-12-30,2,-14611.442329406738,Consumer Discretionary,Auto Manufacturers & Parts,QUALITY_COMPOUNDER,DEFENSE_REVIEW,balanced,bear,bear,0.05949036811055375,0.0989807362211075,0.02,0.05949036811055375,0.0989807362211075,0.02,0.4408666666666666,0.4408666666666666,0.4408666666666666,0.6500538547702266,0.7235528500810249,0.5765548594594282,0.019179373927120852,0.0501589095530287,-0.011800161698787,0.0050220764542169005,0.0337678019393514,-0.0237236490309176,0.01802279202970745,0.019120827713983,0.0169247563454319
STLD,2022-04-29,2022-05-31,2,-11962.328018188478,Materials,Metals & Mining,MARKET_LEADER,DEFENSE_REVIEW,balanced,bear,bear,0.0410655471377925,0.062131094275585,0.02,0.0410655471377925,0.062131094275585,0.02,1.0,1.0,1.0,0.5465689691113195,0.5948056748469684,0.4983322633756705,0.07861945688938535,0.1547495896474169,0.0024893241313538,0.0093552667664374,0.0230255917702801,-0.0043150582374053,0.08983648420361831,0.0962589655001889,0.0834140029070477
MLI,2023-02-28,2023-03-31,2,-11807.731678009033,Industrials,Other,MARKET_LEADER,DEFENSE_REVIEW,breakout_growth,bull,bull,0.0724641062216628,0.1065128713380476,0.038415341105278,0.0724641062216628,0.1065128713380476,0.038415341105278,1.0,1.0,1.0,0.5217325616331804,0.5334803067216091,0.5099848165447517,0.0371564898328838,0.1427276586336759,-0.0684146789679083,0.0620742946530776,0.126560842776334,-0.0024122534701788,0.0571513595682393,0.0589958214636335,0.0553068976728451
XPO,2023-06-30,2023-07-31,2,-11100.67052078247,Industrials,Transportation & Logistics,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.1648024725445536,0.2,0.1296049450891072,0.1648024725445536,0.2,0.1296049450891072,1.0,1.0,1.0,0.6305759614905686,0.7531570179020038,0.5079949050791333,0.1483466303334596,0.1588011097162064,0.1378921509507128,0.19515248223824205,0.216745678649882,0.1735592858266021,0.037869105085100496,0.0422031002877078,0.0335351098824932
LOPE,2022-10-31,2022-11-30,2,-6702.820098876953,Consumer Discretionary,Other,MARKET_LEADER,DEFENSE_REVIEW,turnaround_accumulation,neutral,neutral,0.08268062500190115,0.1,0.0653612500038023,0.08268062500190115,0.1,0.0653612500038023,0.6225624999999999,1.0,0.2451249999999999,0.5835719023106768,0.6736221503752176,0.493521654246136,0.12212054391129795,0.1628281122475332,0.0814129755750627,0.17522297570640585,0.2234650121996104,0.1269809392132013,0.02791085373217215,0.0343053236313735,0.0215163838329708
NET,2021-10-29,2021-10-29,1,-6506.238357543945,Information Technology,Software - Infrastructure,MARKET_LEADER,GREEN,balanced,bull,bull,0.2695251442520782,0.2695251442520782,0.2695251442520782,0.2695251442520782,0.2695251442520782,0.2695251442520782,1.0,1.0,1.0,0.5607142857142857,0.5607142857142857,0.5607142857142857,0.6674293021039218,0.6674293021039218,0.6674293021039218,0.7333096632390306,0.7333096632390306,0.7333096632390306,0.0497586204310195,0.0497586204310195,0.0497586204310195
BILL,2021-09-30,2021-10-29,2,-3963.0500793456995,Information Technology,Software - Application,MARKET_LEADER,GREEN,balanced,bull,bull,0.06483023565765975,0.0916604713153195,0.038,0.06483023565765975,0.0916604713153195,0.038,1.0,1.0,1.0,0.6814426194955887,0.7655772531260358,0.5973079858651416,0.033476890900805654,0.0677817249361981,-0.0008279431345868,0.04001245418592969,0.1336620860713069,-0.0536371776994475,0.0448742249961107,0.0478308080657139,0.0419176419265075
JBL,2022-10-31,2023-03-31,6,-3898.361068725586,Information Technology,Tech Hardware & Storage,MARKET_LEADER,DEFENSE_REVIEW,breakout_growth,bull,bull,0.12145380208108275,0.285,0.02,0.12145380208108275,0.285,0.02,1.0,1.0,1.0,0.5841940005953807,0.7325655146329606,0.4569969902044123,0.048084143421000036,0.0927101317754515,-0.0042173747004518,0.07588683917538536,0.1529324687582622,-0.05527084507491,0.029182480603880734,0.0360551079434933,0.0216065764738471
ON,2023-07-31,2023-07-31,1,-3756.4794921875,Information Technology,Semiconductors,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.12,0.12,0.12,0.12,0.12,0.12,1.0,1.0,1.0,0.6466150879733547,0.6466150879733547,0.6466150879733547,0.1035800412075967,0.1035800412075967,0.1035800412075967,0.1392471760834861,0.1392471760834861,0.1392471760834861,0.0344050391288557,0.0344050391288557,0.0344050391288557
RKLB,2021-11-30,2021-11-30,1,-2886.7198486328125,Industrials,Aerospace & Defense,MARKET_LEADER,WATCH,quality_compounder,neutral,neutral,0.076,0.076,0.076,0.076,0.076,0.076,0.2451249999999999,0.2451249999999999,0.2451249999999999,0.6317897680926924,0.6317897680926924,0.6317897680926924,0.1228586858743687,0.1228586858743687,0.1228586858743687,0.128825583015719,0.128825583015719,0.128825583015719,0.0684561432428818,0.0684561432428818,0.0684561432428818
WCC,2022-07-29,2022-10-31,3,-2878.123748779297,Industrials,Capital Goods - Machinery,QUALITY_COMPOUNDER,DEFENSE_REVIEW,turnaround_accumulation,bear,bear,0.0696275413706693,0.0958418993151883,0.0509508451137464,0.0696275413706693,0.0958418993151883,0.0509508451137464,1.0,1.0,1.0,0.46589865600806557,0.6280845240713006,0.3695853715128898,0.0873320457224581,0.0934092831716286,0.0760995705081457,0.12465244344046111,0.1898735225560042,0.0300376246416733,0.0519708831054028,0.0576048588668871,0.0476167011930158
DXCM,2021-09-30,2021-10-29,2,-2775.125,Health Care,Medical Devices,MARKET_LEADER,GREEN,balanced,bull,bull,0.13597704485348736,0.1641194124343707,0.107834677272604,0.13597704485348736,0.1641194124343707,0.107834677272604,0.6225624999999999,1.0,0.2451249999999999,0.6199131236425685,0.7009748871080551,0.5388513601770818,0.0888831817885169,0.1013577800090438,0.07640858356799,0.09541874507364095,0.1422889447030988,0.0485485454441831,0.02895227337034945,0.029725545079538,0.0281790016611609
ONTO,2023-07-31,2023-07-31,1,-2447.899444580078,Information Technology,Semiconductors,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.12,0.12,0.12,0.12,0.12,0.12,1.0,1.0,1.0,0.5861511161254879,0.5861511161254879,0.5861511161254879,0.0317321816163106,0.0317321816163106,0.0317321816163106,0.0673993164921999,0.0673993164921999,0.0673993164921999,0.036357803279677,0.036357803279677,0.036357803279677
TSLA,2021-10-29,2021-11-30,2,-1486.2396240234375,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER,WATCH,quality_compounder,neutral,neutral,0.078,0.08,0.076,0.078,0.08,0.076,0.2451249999999999,0.2451249999999999,0.2451249999999999,0.4451661429603536,0.4927132383016597,0.3976190476190476,0.19078770808723164,0.3599301244420346,0.0216452917324287,0.2267113372254612,0.4258104855771434,0.027612188873779,0.04418124592763025,0.0528482502689689,0.0355142415862916
MSI,2023-04-28,2023-04-28,1,-878.759033203125,Information Technology,Communication Equipment,QUALITY_COMPOUNDER,DEFENSE_REVIEW,balanced,neutral,neutral,0.1139999999999999,0.1139999999999999,0.1139999999999999,0.1139999999999999,0.1139999999999999,0.1139999999999999,1.0,1.0,1.0,0.6146932100395076,0.6146932100395076,0.6146932100395076,0.0170365611945034,0.0170365611945034,0.0170365611945034,0.0678684993635836,0.0678684993635836,0.0678684993635836,0.0431654476571026,0.0431654476571026,0.0431654476571026
TXRH,2023-04-28,2023-04-28,1,-788.3488693237341,Consumer Discretionary,Hotels Restaurants & Leisure,QUALITY_COMPOUNDER,DEFENSE_REVIEW,balanced,neutral,neutral,0.1139999999999999,0.1139999999999999,0.1139999999999999,0.1139999999999999,0.1139999999999999,0.1139999999999999,1.0,1.0,1.0,0.6154072453661144,0.6154072453661144,0.6154072453661144,-0.0095064745194589,-0.0095064745194589,-0.0095064745194589,0.0413254636496212,0.0413254636496212,0.0413254636496212,0.0653490973681552,0.0653490973681552,0.0653490973681552
PLNT,2022-01-31,2022-01-31,1,-774.4801025390589,Consumer Discretionary,Specialty Retail,QUALITY_COMPOUNDER,DEFENSE_REVIEW,quality_compounder,neutral,neutral,0.0789512917978439,0.0789512917978439,0.0789512917978439,0.0789512917978439,0.0789512917978439,0.0789512917978439,1.0,1.0,1.0,0.6139388960181664,0.6139388960181664,0.6139388960181664,0.0486880875099695,0.0486880875099695,0.0486880875099695,-0.0214175579839868,-0.0214175579839868,-0.0214175579839868,0.0491490497796109,0.0491490497796109,0.0491490497796109
BRKR,2022-07-29,2022-07-29,1,-730.1629028320317,Health Care,Medical Devices,QUALITY_COMPOUNDER,DEFENSE_REVIEW,turnaround_accumulation,bear,bear,0.0214962684598782,0.0214962684598782,0.0214962684598782,0.0214962684598782,0.0214962684598782,0.0214962684598782,1.0,1.0,1.0,0.2222865458820151,0.2222865458820151,0.2222865458820151,-0.0084267000610416,-0.0084267000610416,-0.0084267000610416,0.0889595390073625,0.0889595390073625,0.0889595390073625,0.0393997250330221,0.0393997250330221,0.0393997250330221
CTAS,2022-07-29,2022-08-31,2,-718.0121078491211,Industrials,Commercial Services,QUALITY_COMPOUNDER,DEFENSE_REVIEW,balanced,bear,bear,0.0215475013797774,0.0230950027595548,0.02,0.0215475013797774,0.0230950027595548,0.02,1.0,1.0,1.0,0.47866682094714685,0.4910077192823089,0.4663259226119848,0.02490921182868365,0.0450220196898358,0.0047964039675315,0.050571358429649604,0.14240825875824,-0.0412655418989408,0.0460287618996301,0.0502327681681088,0.0418247556311514
DAL,2023-06-30,2023-06-30,1,-594.0164260864258,Industrials,Transportation & Logistics,MARKET_LEADER,WATCH,quality_compounder,bull,bull,0.0999464972004065,0.0999464972004065,0.0999464972004065,0.0999464972004065,0.0999464972004065,0.0999464972004065,1.0,1.0,1.0,0.6031889772113516,0.6031889772113516,0.6031889772113516,0.2524190535606428,0.2524190535606428,0.2524190535606428,0.3103636224943185,0.3103636224943185,0.3103636224943185,0.0484925923405249,0.0484925923405249,0.0484925923405249
RGLD,2022-04-29,2022-04-29,1,-477.0072097778325,Materials,Metals & Mining,MARKET_LEADER,CRISIS_DEFENSE,cash_defense,bear,bear,0.02,0.02,0.02,0.02,0.02,0.02,1.0,1.0,1.0,0.4333581727489942,0.4333581727489942,0.4333581727489942,0.0593941752275753,0.0593941752275753,0.0593941752275753,-0.0723298226495614,-0.0723298226495614,-0.0723298226495614,0.0605786908801992,0.0605786908801992,0.0605786908801992
CHE,2023-04-28,2023-04-28,1,-371.5734863281232,Health Care,Diagnostics & Research,QUALITY_COMPOUNDER,DEFENSE_REVIEW,balanced,neutral,neutral,0.0634467030674698,0.0634467030674698,0.0634467030674698,0.0634467030674698,0.0634467030674698,0.0634467030674698,1.0,1.0,1.0,0.6171406269799403,0.6171406269799403,0.6171406269799403,-0.0087520330012481,-0.0087520330012481,-0.0087520330012481,0.042079905167832,0.042079905167832,0.042079905167832,0.0217729102527978,0.0217729102527978,0.0217729102527978
CW,2022-08-31,2022-08-31,1,-205.83187866210938,Industrials,Aerospace & Defense,QUALITY_COMPOUNDER,DEFENSE_REVIEW,balanced,bear,bear,0.0309422808594251,0.0309422808594251,0.0309422808594251,0.0309422808594251,0.0309422808594251,0.0309422808594251,1.0,1.0,1.0,0.3727510120375223,0.3727510120375223,0.3727510120375223,0.0722053989015709,0.0722053989015709,0.0722053989015709,0.0261434530350985,0.0261434530350985,0.0261434530350985,0.0255883474864207,0.0255883474864207,0.0255883474864207
LOW,2022-08-31,2022-08-31,1,-162.41348266601608,Consumer Discretionary,Specialty Retail,QUALITY_COMPOUNDER,DEFENSE_REVIEW,balanced,bear,bear,0.0228835456661974,0.0228835456661974,0.0228835456661974,0.0228835456661974,0.0228835456661974,0.0228835456661974,1.0,1.0,1.0,-0.1572817871502045,-0.1572817871502045,-0.1572817871502045,0.0596889471574839,0.0596889471574839,0.0596889471574839,0.0136270012910115,0.0136270012910115,0.0136270012910115,0.0984194624525737,0.0984194624525737,0.0984194624525737
