ticker,position_pnl_usd,avg_weight,max_weight,days_held,sector,industry_group,primary_lane
DDOG,-44256.071578979485,0.10707646409862859,0.2265633214184782,37,Information Technology,Software - Application,MARKET_LEADER
NVDA,-29767.434999465942,0.05553690021537413,0.0793988688198343,42,Information Technology,Semiconductors,MARKET_LEADER
BLD,-23060.939666748047,0.13388643370537828,0.2164147668612077,41,Consumer Discretionary,Construction & Engineering,MARKET_LEADER
TMUS,-16423.486785888672,0.05840921034742099,0.1134636969996163,42,Communication,Communication Equipment,MARKET_LEADER
MA,-15132.496948242188,0.04879680570068382,0.1137866969577489,123,Financials,Consumer Finance,QUALITY_COMPOUNDER
FANG,-14834.998741149902,0.05801568266036371,0.1091250317741352,43,Energy,Oil Gas & Consumable Fuels,QUALITY_COMPOUNDER
ORLY,-14611.442329406738,0.060036540081290224,0.1021372491205387,41,Consumer Discretionary,Auto Manufacturers & Parts,QUALITY_COMPOUNDER
STLD,-11962.328018188478,0.03842581219427009,0.0656603618081091,42,Materials,Metals & Mining,MARKET_LEADER
MLI,-11807.731678009033,0.07379156262299572,0.1076139706350108,42,Industrials,Other,MARKET_LEADER
XPO,-11100.67052078247,0.18282969303384905,0.2306856370285635,33,Industrials,Transportation & Logistics,MARKET_LEADER
LOPE,-6702.820098876953,0.0847298935124606,0.1099258374699064,42,Consumer Discretionary,Other,MARKET_LEADER
NET,-6506.238357543945,0.26969841440008335,0.2834957789094278,15,Information Technology,Software - Infrastructure,MARKET_LEADER
BILL,-3963.0500793456995,0.0921834979649454,0.0978729522148052,15,Information Technology,Software - Application,MARKET_LEADER
JBL,-3898.361068725586,0.12708986124894053,0.2919913820664991,123,Information Technology,Tech Hardware & Storage,MARKET_LEADER
ON,-3756.4794921875,0.11398245841008489,0.1198783925316457,13,Information Technology,Semiconductors,MARKET_LEADER
RKLB,-2886.7198486328125,0.0641981159655352,0.0760094716393267,22,Industrials,Aerospace & Defense,MARKET_LEADER
WCC,-2878.123748779297,0.0681921254582945,0.1038847819362095,65,Industrials,Capital Goods - Machinery,QUALITY_COMPOUNDER
DXCM,-2775.125,0.10394688219904487,0.1065119809727502,15,Health Care,Medical Devices,MARKET_LEADER
ONTO,-2447.899444580078,0.11693248445676832,0.1200351820992845,13,Information Technology,Semiconductors,MARKET_LEADER
TSLA,-1486.2396240234375,0.07164006361080441,0.078376840516417,37,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER
MSI,-878.759033203125,0.11224994976176936,0.1147839602215414,22,Information Technology,Communication Equipment,QUALITY_COMPOUNDER
TXRH,-788.3488693237341,0.11266349605900815,0.1172223906916646,22,Consumer Discretionary,Hotels Restaurants & Leisure,QUALITY_COMPOUNDER
PLNT,-774.4801025390589,0.0802442480112028,0.083790381011856,19,Consumer Discretionary,Specialty Retail,QUALITY_COMPOUNDER
BRKR,-730.1629028320317,0.018917228293394973,0.0213457692511158,23,Health Care,Medical Devices,QUALITY_COMPOUNDER
CTAS,-718.0121078491211,0.02174635530081991,0.0239622199610008,44,Industrials,Commercial Services,QUALITY_COMPOUNDER
DAL,-594.0164260864258,0.09732272112911874,0.1021923562516126,20,Industrials,Transportation & Logistics,MARKET_LEADER
RGLD,-477.0072097778325,0.0180251967912795,0.0198530460925887,21,Materials,Metals & Mining,MARKET_LEADER
CHE,-371.5734863281232,0.06005728995722315,0.0611679641567804,22,Health Care,Diagnostics & Research,QUALITY_COMPOUNDER
CW,-205.83187866210938,0.031031662527383992,0.0322761307385919,21,Industrials,Aerospace & Defense,QUALITY_COMPOUNDER
LOW,-162.41348266601608,0.022069835202924555,0.0230253520799483,21,Consumer Discretionary,Specialty Retail,QUALITY_COMPOUNDER
