rebalance_date,ticker,Name,sector,weight,portfolio_sleeve_label,portfolio_candidate_gate_label,leader_onset_score,alpha_selector_style,alpha_selector_score,target_stock_names,weighting_mode,active_rebalance_interval_months,research_only_backtest,production_activation_allowed,dynamic_regime_state,dynamic_regime_source_variant,dynamic_regime_multiplier
2020-05-29,RGEN,Repligen,Health Care,0.33,early_scout,early_relaxed,0.5832656493570463,rs_heavy,0.9736595174262734,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-06-30,MELI,MercadoLibre,Internet,0.5,future_winner,adr_global_alpha_fallback,0.6149284500891842,rs_heavy,0.9550133689839572,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2020-06-30,CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,0.5,future_winner,future_relaxed,0.5483334966433144,rs_heavy,0.9342245989304813,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2020-07-31,CTAS,CINTAS CORP,Industrials,0.5,early_scout,early_relaxed,0.5075116367621005,rs_heavy,0.9601063829787234,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2020-07-31,MELI,MercadoLibre,Internet,0.5,future_winner,adr_global_alpha_fallback,0.5789496816801625,rs_heavy,0.9498005319148937,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2020-08-31,CTAS,CINTAS CORP,Industrials,0.33,future_winner,future_relaxed,0.47636164251341195,rs_heavy,0.9426056338028169,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-08-31,CRM,SALESFORCE INC,Information Technology,0.33,core_compounder,core_strict,0.562147990046066,rs_heavy,0.935,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-08-31,MEDP,MEDPACE HOLDINGS INC,Health Care,0.33,early_scout,early_relaxed,0.44394201319885596,rs_heavy,0.9273943661971832,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-09-30,PWR,QUANTA SERVICES INC,Industrials,0.33,future_winner,future_relaxed,0.5139896985170236,rs_heavy,0.9684604904632151,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-09-30,HD,HOME DEPOT INC,Consumer Discretionary,0.33,core_compounder,core_strict,0.5591503221094496,rs_heavy,0.9536103542234333,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-09-30,CTAS,CINTAS CORP,Industrials,0.33,future_winner,future_relaxed,0.4996036882626052,rs_heavy,0.9412806539509536,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-10-30,PWR,QUANTA SERVICES INC,Industrials,0.33,future_winner,future_relaxed,0.622008647248444,rs_heavy,1.0,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-10-30,GOOG,ALPHABET INC CLASS C,Communication,0.33,future_winner,future_relaxed,0.5616188599465127,rs_heavy,0.9541230366492146,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-10-30,GOOGL,ALPHABET INC CLASS A,Communication,0.33,future_winner,future_relaxed,0.5282458893540712,rs_heavy,0.9458769633507853,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-11-30,UI,UBIQUITI INC,Information Technology,0.33,future_winner,future_relaxed,0.5019482496709787,rs_heavy,0.9133858267716535,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-11-30,CRUS,CIRRUS LOGIC INC,Information Technology,0.33,early_scout,early_relaxed,0.47887312042372115,rs_heavy,0.907217847769029,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-11-30,GOOG,ALPHABET INC CLASS C,Communication,0.33,future_winner,future_relaxed,0.5306241937762054,rs_heavy,0.8946194225721784,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2020-12-31,KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,0.5,early_scout,early_relaxed,0.4325670603687994,rs_heavy,0.9285809018567639,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2020-12-31,DIS,WALT DISNEY,Communication,0.5,core_compounder,core_strict,0.44281911709579236,rs_heavy,0.8959549071618036,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-01-29,CRUS,CIRRUS LOGIC INC,Information Technology,0.33,early_scout,early_relaxed,0.6075846139842552,rs_heavy,0.9566537467700258,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-01-29,GOOG,ALPHABET INC CLASS C,Communication,0.33,future_winner,future_relaxed,0.5490856626968575,rs_heavy,0.9351421188630491,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-01-29,GOOGL,ALPHABET INC CLASS A,Communication,0.33,future_winner,future_relaxed,0.5203716038146943,rs_heavy,0.9335271317829458,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-02-26,LPX,LOUISIANA PACIFIC CORP,Materials,0.33,early_scout,early_relaxed,0.6190551317104063,rs_heavy,0.9685503685503686,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-02-26,TROW,T ROWE PRICE GROUP INC,Financials,0.33,future_winner,future_relaxed,0.39439600391557583,rs_heavy,0.9152334152334151,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-02-26,FTNT,FORTINET INC,Information Technology,0.33,early_scout,early_relaxed,0.44614239202002165,rs_heavy,0.9078624078624078,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-03-31,NDAQ,NASDAQ INC,Financials,0.5,early_scout,early_relaxed,0.5144061296425564,rs_heavy,0.9637767220902613,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-03-31,HUBB,HUBBELL INC,Industrials,0.49999999999999994,future_winner,future_relaxed,0.5571879104192986,rs_heavy,0.9628266033254157,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-04-30,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.5,early_scout,early_relaxed,0.5261351448821472,rs_heavy,0.989816933638444,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-04-30,NDAQ,NASDAQ INC,Financials,0.5,early_scout,early_relaxed,0.44310399644964044,rs_heavy,0.9248283752860412,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-05-28,NDAQ,NASDAQ INC,Financials,0.5,early_scout,early_relaxed,0.5873598104846497,rs_heavy,0.9818706697459585,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-05-28,GEN,GEN DIGITAL INC,Information Technology,0.49999999999999994,future_winner,future_relaxed,0.5275417207828149,rs_heavy,0.9517898383371823,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-06-30,SPGI,S&P GLOBAL INC,Financials,0.5,future_winner,future_relaxed,0.6169197696767919,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-06-30,NDAQ,NASDAQ INC,Financials,0.5,future_winner,future_relaxed,0.6649622835914819,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-07-30,MCO,MOODYS CORP,Financials,0.33,future_winner,future_relaxed,0.7091524527567628,rs_heavy,1.0,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-07-30,NDAQ,NASDAQ INC,Financials,0.33,future_winner,future_relaxed,0.5775594144188294,rs_heavy,0.979761904761905,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-07-30,TROW,T ROWE PRICE GROUP INC,Financials,0.33,future_winner,future_relaxed,0.5951086638914606,rs_heavy,0.9785714285714285,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-08-31,DHR,DANAHER CORP,Health Care,0.5,core_compounder,core_strict,0.600472864726478,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-08-31,MCO,MOODYS CORP,Financials,0.5,future_winner,future_relaxed,0.6414880402375958,rs_heavy,0.9990070093457946,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-09-30,RGEN,Repligen,Health Care,0.33,future_winner,future_relaxed,0.6968808206881579,rs_heavy,1.0,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-09-30,MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,0.33,future_winner,future_relaxed,0.5365759209759634,rs_heavy,0.9897522522522522,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-09-30,DHR,DANAHER CORP,Health Care,0.33,core_compounder,core_strict,0.5382102380692055,rs_heavy,0.986599099099099,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-10-29,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.5,future_winner,future_relaxed,0.7139739605973626,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-10-29,ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,0.5,future_winner,future_relaxed,0.6048159270245428,rs_heavy,0.9975055432372506,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-11-30,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.33,future_winner,future_relaxed,0.7258192515487134,rs_heavy,1.0,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-11-30,HLI,HOULIHAN LOKEY INC CLASS A,Financials,0.33,core_compounder,core_strict,0.5752781199757288,rs_heavy,0.9863534675615214,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-11-30,AZO,AUTOZONE INC,Consumer Discretionary,0.33,future_winner,future_relaxed,0.5511587726899327,rs_heavy,0.9803131991051455,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2021-12-31,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.5,future_winner,future_relaxed,0.6208265050694151,rs_heavy,0.9814977973568283,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-12-31,STE,STERIS,Health Care,0.5,future_winner,future_relaxed,0.5117270791099713,rs_heavy,0.9481828193832598,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2022-01-31,ATO,ATMOS ENERGY CORP,Utilities,0.33,early_scout,early_relaxed,0.5600424830899076,rs_heavy,0.9969162995594714,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2022-01-31,AAPL,APPLE INC,Information Technology,0.33,core_compounder,core_strict,0.5632661352017586,rs_heavy,0.9749449339207047,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2022-01-31,SJM,JM SMUCKER,Consumer Staples,0.33,early_scout,early_relaxed,0.41487666400230383,rs_heavy,0.9440528634361234,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2022-02-28,FCX,FREEPORT MCMORAN INC,Materials,0.25,future_winner,future_relaxed,0.7826204731874241,rs_heavy,1.0,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-02-28,RGLD,ROYAL GOLD INC,Materials,0.25,early_scout,early_relaxed,0.6756753741856861,rs_heavy,0.9765458422174841,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-02-28,BYD,BOYD GAMING CORP,Consumer Discretionary,0.25,early_scout,early_relaxed,0.6542835960358121,rs_heavy,0.9758528784648188,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-03-31,SCCO,SOUTHERN COPPER CORP,Materials,0.33,future_winner,future_relaxed,0.6494737251097713,rs_heavy,1.0,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2022-03-31,RGLD,ROYAL GOLD INC,Materials,0.33,future_winner,future_relaxed,0.6960962980155064,rs_heavy,0.9918874172185431,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2022-03-31,STLD,STEEL DYNAMICS INC,Materials,0.33,future_winner,future_relaxed,0.5767211041763181,rs_heavy,0.9572847682119205,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2022-04-29,FCX,FREEPORT MCMORAN INC,Materials,0.25,future_winner,future_relaxed,0.5880139955993017,rs_heavy,0.9918668122270742,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-04-29,LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,0.25,future_winner,future_relaxed,0.47799556659198905,rs_heavy,0.9723799126637555,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-04-29,HALO,HALOZYME THERAPEUTICS INC,Health Care,0.25,early_scout,early_relaxed,0.552009205866335,rs_heavy,0.9606441048034934,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-05-31,HALO,HALOZYME THERAPEUTICS INC,Health Care,0.25,early_scout,early_relaxed,0.6827718068738692,rs_heavy,1.0,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-05-31,UTHR,UNITED THERAPEUTICS CORP,Health Care,0.25,future_winner,future_relaxed,0.6745245974998775,rs_heavy,0.9980113636363636,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-05-31,LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,0.25,future_winner,future_relaxed,0.5237719433389473,rs_heavy,0.9884659090909091,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-06-30,UTHR,UNITED THERAPEUTICS CORP,Health Care,0.25,future_winner,future_relaxed,0.664449504601088,rs_heavy,1.0,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-06-30,RBA,RB GLOBAL INC,Industrials,0.25,early_scout,early_relaxed,0.39978156708991597,rs_heavy,0.9748858447488584,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-06-30,VRTX,VERTEX PHARMACEUTICALS INC,Health Care,0.25,future_winner,future_relaxed,0.5413061210218308,rs_heavy,0.9399543378995433,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-07-29,ENPH,Enphase Energy,Information Technology,0.25,future_winner,future_relaxed,0.5352107503897577,rs_heavy,0.972621681415929,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-07-29,MNST,MONSTER BEVERAGE CORP,Consumer Staples,0.25,early_scout,early_relaxed,0.5588960814514478,rs_heavy,0.9634402654867256,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-07-29,FSLR,FIRST SOLAR INC,Information Technology,0.25,early_scout,early_relaxed,0.5327449172368306,rs_heavy,0.9529867256637168,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-08-31,BJ,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,0.25,future_winner,future_relaxed,0.5021497856330321,rs_heavy,0.9999438202247191,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-08-31,FSLR,FIRST SOLAR INC,Information Technology,0.25,early_scout,early_relaxed,0.6565152191639904,rs_heavy,0.9869101123595506,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-08-31,ENPH,Enphase Energy,Information Technology,0.25,future_winner,future_relaxed,0.42482216956134194,rs_heavy,0.9402247191011237,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-09-30,HUBB,HUBBELL INC,Industrials,0.25,future_winner,future_relaxed,0.5906907288144925,rs_heavy,0.9895555555555556,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-09-30,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.25,early_scout,early_relaxed,0.47743241068815184,rs_heavy,0.9626111111111112,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-09-30,ON,ON SEMICONDUCTOR CORP,Information Technology,0.25,future_winner,future_relaxed,0.46297564738104274,rs_heavy,0.9536666666666667,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-10-31,GILD,GILEAD SCIENCES INC,Health Care,0.25,future_winner,future_relaxed,0.7141187549963969,rs_heavy,1.0,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-10-31,CHH,CHOICE HOTELS INTERNATIONAL INC,Consumer Discretionary,0.25,early_scout,early_relaxed,0.5081920565034237,rs_heavy,0.9720942982456141,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-10-31,FSLR,FIRST SOLAR INC,Information Technology,0.25,future_winner,rejected,0.6089852080810942,rs_heavy,0.9703399122807018,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-11-30,CPRT,COPART INC,Industrials,0.33,early_scout,early_relaxed,0.4679730242404547,rs_heavy,0.9795805739514349,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2022-11-30,DKS,DICKS SPORTING INC,Consumer Discretionary,0.33,early_scout,early_relaxed,0.5307151640573662,rs_heavy,0.9609823399558499,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2022-11-30,CTAS,CINTAS CORP,Industrials,0.33,early_scout,early_relaxed,0.4048744093616989,rs_heavy,0.9503863134657836,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2022-12-30,TPR,TAPESTRY INC,Consumer Discretionary,0.25,early_scout,early_relaxed,0.5206390636201988,rs_heavy,0.9751677852348992,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-12-30,EXP,EAGLE MATERIALS INC,Materials,0.25,early_scout,early_relaxed,0.46234859556530306,rs_heavy,0.9409955257270692,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2022-12-30,GILD,GILEAD SCIENCES INC,Health Care,0.25,future_winner,rejected,0.5255910521586853,rs_heavy,0.9326062639821029,3,alpha_selector,1,True,False,bear,rs_heavy_N3_cap0.25,1.0
2023-01-31,BEN,FRANKLIN RESOURCES INC,Financials,0.33,early_scout,early_relaxed,0.558874819645385,rs_heavy,1.0,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2023-01-31,TPR,TAPESTRY INC,Consumer Discretionary,0.33,early_scout,early_relaxed,0.5940044825442163,rs_heavy,0.9874172185430465,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2023-01-31,ALGM,ALLEGRO MICROSYSTEMS INC,Information Technology,0.33,early_scout,early_relaxed,0.5387922623068693,rs_heavy,0.9646799116997795,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2023-02-28,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,0.33,early_scout,early_relaxed,0.5854268220465683,rs_heavy,1.0,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
2023-02-28,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.33,early_scout,early_relaxed,0.6474403699825785,rs_heavy,0.9932346723044397,3,alpha_selector,1,True,False,neutral,rs_heavy_N3_cap0.33,1.0
