ticker,side,reason,risk_rule_action,signal_date,fill_date,fill_price,sell_fraction,portfolio_kind,price_return,drawdown_from_peak,benchmark_return,relative_return,protected,quantity,gross_value,fee_usd,cash_after,shares_after
APH,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-05-17,2019-05-20,20.996414184570312,1.0,concentrated,-0.0830665665553818,-0.08389181708346283,-0.02045877254562467,-0.06391542515516357,False,534.0,11212.085174560547,28.03021293640137,11233.737017507547,0.0
ORLY,SELL,weekly_relative_trim,weekly_relative_trim,2019-06-21,2019-06-24,25.03266716003418,0.5,concentrated,0.0054780844892448055,-0.030131963538845508,0.07597283621903261,-0.06551722251419123,False,117.0,2928.822057723999,7.3220551443099975,49959.09237195969,118.0
CMS,SELL,weekly_relative_trim,weekly_relative_trim,2019-07-05,2019-07-08,47.84429931640625,0.5,concentrated,0.025073193316743625,-0.007269985774165155,0.09229602796329628,-0.0615426889099806,False,110.0,5262.8729248046875,13.157182312011718,20085.82871015548,111.0
PEG,SELL,weekly_relative_trim,weekly_relative_trim,2019-07-05,2019-07-08,47.54307556152344,0.5,concentrated,0.014911268143246614,-0.025519435785625322,0.09229602796329628,-0.0708459591895998,False,111.0,5277.281387329102,13.193203468322753,25349.91689401626,111.0
TSCO,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-23,2019-08-26,17.851659774780273,1.0,concentrated,-0.09971001436625171,-0.10895414283920823,-0.03388270786323888,-0.06813593653563799,False,537.0,9586.341299057007,23.965853247642517,24206.24488616944,0.0
BKNG,SELL,weekly_relative_trim,weekly_relative_trim,2019-11-08,2019-11-11,74.45076751708984,0.5,concentrated,-0.045555025295450746,-0.09542987584489337,0.06750617204356191,-0.1059115162983797,False,68.0,5062.652191162109,12.656630477905274,20200.576324930196,68.0
DUK,SELL,weekly_relative_trim,weekly_relative_trim,2019-11-08,2019-11-11,67.68153381347656,0.5,concentrated,-0.0638001819711922,-0.07430294024662065,0.053540476931059455,-0.11137745674856503,False,74.0,5008.433502197266,12.521083755493164,25196.48874337197,74.0
DUK,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-11-11,2019-11-12,67.67378997802734,1.0,concentrated,-0.08825880039688405,-0.09848716964538773,0.05152829742583376,-0.1329370766007153,False,74.0,5007.860458374023,12.51965114593506,30191.829550600058,0.0
BKNG,SELL,weekly_relative_exit,weekly_relative_exit,2019-11-15,2019-11-18,72.17292022705078,1.0,concentrated,-0.06098018729982835,-0.11004899070139074,0.07735419210208017,-0.12840195027412227,False,68.0,4907.758575439453,12.269396438598633,35087.31872960091,0.0
AVGO,SELL,weekly_relative_trim,weekly_relative_trim,2020-01-10,2020-01-13,25.856592178344727,0.5,concentrated,-0.07186924767367486,-0.07186924767367486,0.0025858232006603643,-0.07426303978311244,False,202.0,5223.031620025635,13.057579050064087,20542.391270079614,202.0
LRCX,SELL,daily_trailing_stop_exit,daily_trailing_stop_exit,2020-02-27,2020-02-28,27.300765991210938,1.0,concentrated,0.29851118871667515,-0.16359271561434063,0.03306540945715586,0.256949634388594,False,404.0,11029.509460449219,27.573773651123048,27545.596438603403,0.0
LRCX,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-09,2020-03-10,26.75555992126465,1.0,concentrated,-0.10897999910717004,-0.12617544056951457,-0.1127822932208572,0.00428563822006045,False,236.0,6314.312141418457,15.785780353546143,59095.58191234588,0.0
MA,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-09,2020-03-10,270.76373291015625,1.0,concentrated,-0.08416383972834862,-0.2395809442520942,-0.11571586617959906,0.03568086912849511,False,90.0,24368.735961914062,60.92183990478516,83403.39603435516,0.0
NOW,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-09,2020-03-10,62.560001373291016,1.0,concentrated,-0.15188731711688186,-0.1535340754159692,-0.1127822932208572,-0.04407601831796981,False,96.0,6005.7601318359375,15.014400329589844,89394.14176586151,0.0
NVDA,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-09,2020-03-10,6.501509189605713,1.0,concentrated,-0.11210787368390718,-0.1373238488695584,-0.1127822932208572,0.0007601511238977121,False,961.0,6247.95033121109,15.619875828027725,95626.47222124458,0.0
TT,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-18,2020-03-19,75.48167419433594,1.0,concentrated,-0.17033112431864994,-0.29194347881294,-0.22352718107064795,0.06850987627016747,False,71.0,5359.198867797852,13.39799716949463,100972.27309187294,0.0
NOW,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-04-03,2020-04-06,53.9900016784668,1.0,concentrated,-0.08605846641538029,-0.08605846641538029,0.008287660175249512,-0.09357064488345679,False,57.0,3077.4300956726074,7.693575239181519,79135.85494525313,0.0
VEEV,SELL,weekly_relative_trim,weekly_relative_trim,2020-06-05,2020-06-08,218.36000061035156,0.5,concentrated,-0.07380344887926027,-0.07654477260541204,0.045132036258524355,-0.11379948275584639,False,28.0,6114.080017089844,15.28520004272461,23892.84395299672,29.0
ETSY,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-07-15,2020-07-16,103.33999633789062,1.0,concentrated,-0.08308603488748378,-0.10951009240754994,0.03648731733029953,-0.11536402830839332,False,144.0,14880.95947265625,37.202398681640624,15204.384591324315,0.0
TSCO,SELL,weekly_relative_trim,weekly_relative_trim,2020-08-28,2020-08-31,27.226953506469727,0.5,concentrated,-0.0008358152989300649,-0.04992568974494205,0.06627338726021614,-0.06293808263524514,False,331.0,9012.12161064148,22.530304026603698,9011.575303034759,331.0
SE,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-09-03,2020-09-04,144.14999389648438,1.0,concentrated,-0.08800992104189798,-0.08800992104189798,-0.020447896209568217,-0.06897236458468592,False,109.0,15712.349334716797,39.28087333679199,40627.48970204588,0.0
META,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-09-08,2020-09-09,271.5887451171875,1.0,concentrated,-0.08218248544416651,-0.10360330407091312,-0.0549913054890252,-0.028773470670777512,False,60.0,16295.32470703125,40.738311767578125,56882.07609730955,0.0
JD,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-09-10,2020-09-11,64.99420928955078,1.0,concentrated,-0.09649665146632347,-0.10431452195635027,-0.05306285826775348,-0.04586766247136098,False,245.0,15923.581275939941,39.80895318984985,72765.84842005964,0.0
BKNG,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-09-18,2020-09-21,64.88349151611328,1.0,concentrated,-0.10191514795473144,-0.11107240343651037,-0.05849835718269725,-0.04611440787518539,False,234.0,15182.737014770508,37.95684253692627,87910.62859229323,0.0
CBRE,SELL,weekly_relative_trim,weekly_relative_trim,2020-11-06,2020-11-09,58.150001525878906,0.5,concentrated,-0.007594412855276733,-0.012282648028568377,0.06044828760277343,-0.06416409102971543,False,169.0,9827.350257873535,24.56837564468384,34833.85670896289,170.0
GOOG,SELL,weekly_relative_trim,weekly_relative_trim,2021-01-15,2021-01-19,88.8138427734375,0.5,concentrated,0.05472507812355154,-0.05021905577359109,0.142645149101017,-0.07694433485902175,False,140.0,12433.93798828125,31.084844970703127,12477.112943079455,140.0
CPRT,SELL,weekly_relative_trim,weekly_relative_trim,2021-01-22,2021-01-25,28.225000381469727,0.5,concentrated,0.04568892762814736,-0.09948922327787324,0.14085001210719628,-0.08341244113525714,False,398.0,11233.550151824951,28.08387537956238,23682.579219524843,398.0
QGEN,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2021-02-25,2021-02-26,49.78975296020508,1.0,concentrated,-0.0916636016305048,-0.10139236302084365,0.016213437882454995,-0.10615588762312533,False,385.0,19169.054889678955,47.92263722419739,48995.094165346585,0.0
DXCM,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2021-03-04,2021-03-05,91.02249908447266,1.0,concentrated,-0.1018479417310999,-0.1018479417310999,-0.03306138398980285,-0.07113849483551049,False,225.0,20480.062294006348,51.20015573501587,51389.75144885774,0.0
