rebalance_date,hard_stop,target_n,weighting_mode,active_rebalance_interval_months,gross_return,original_gross_return,cost,net_return,return_delta,risk_exit_count,n_positions
2019-04-30,-0.08,3,score_power,1,-0.017073336323866525,-0.017073336323866525,0.0025,-0.019573336323866524,0.0,0,3
2019-05-31,-0.08,3,score_power,1,0.05915800627391918,0.05915800627391918,0.005,0.05415800627391918,0.0,0,3
2019-06-28,-0.08,3,score_power,1,0.0060369790207125094,0.0060369790207125094,0.0014498480648648115,0.004587130955847698,0.0,0,3
2019-07-31,-0.08,3,score_power,1,0.003286747589401704,0.003286747589401704,0.003964600990008097,-0.0006778534006063926,0.0,0,3
2019-08-30,-0.08,3,score_power,1,-0.01101076801101519,-0.01101076801101519,0.002665968128881331,-0.01367673613989652,0.0,0,3
2019-09-30,-0.08,3,score_power,1,0.061292573840357537,0.061292573840357537,0.0022619672444832424,0.059030606595874294,0.0,0,3
2019-10-31,-0.08,3,score_power,1,-0.012668808689304072,-0.012668808689304072,0.003067569620553604,-0.015736378309857676,0.0,0,3
2019-11-29,-0.08,3,score_power,1,0.02783240615375257,0.02783240615375257,0.005,0.02283240615375257,0.0,0,3
2019-12-31,-0.08,3,score_power,1,0.07226186802114919,0.07226186802114919,0.001049014262725155,0.07121285375842404,0.0,0,3
2020-01-31,-0.08,3,score_power,1,-0.05470348148982729,-0.05470348148982729,0.0005203640021299133,-0.055223845491957205,0.0,0,3
2020-02-28,-0.08,3,score_power,1,-0.08,-0.08,0.0015764356251285261,-0.08157643562512852,0.0,0,3
2020-03-31,-0.08,3,score_power,1,0.15771828071161426,0.15771828071161426,0.005,0.15271828071161425,0.0,0,3
2020-04-30,-0.08,3,score_power,1,0.25165473790225923,0.25165473790225923,0.005,0.24665473790225922,0.0,0,3
2020-05-29,-0.08,3,score_power,1,0.11614197255314615,0.11614197255314615,0.0019672634838146887,0.11417470906933146,0.0,0,3
2020-06-30,-0.08,3,score_power,1,0.11955744086644046,0.11955744086644046,0.005,0.11455744086644046,0.0,0,3
2020-07-31,-0.08,3,score_power,1,0.1685244415827284,0.1685244415827284,0.005,0.16352444158272839,0.0,0,3
2020-08-31,-0.08,3,score_power,1,-0.041875331414913876,-0.041875331414913876,0.005,-0.04687533141491387,0.0,0,3
2020-09-30,-0.08,3,score_power,1,0.058935042005569996,0.058935042005569996,0.005,0.05393504200557,0.0,0,3
2020-10-30,-0.08,3,score_power,1,0.10594259477411397,0.10594259477411397,0.003379494707020912,0.10256310006709306,0.0,0,3
2020-11-30,-0.08,3,score_power,1,0.04944436880438779,0.04944436880438779,0.002175997948805859,0.04726837085558193,0.0,0,3
2020-12-31,-0.08,3,score_power,1,0.014004224334689036,0.014004224334689036,0.0016527917289859406,0.012351432605703096,0.0,0,3
2021-01-29,-0.08,3,score_power,1,0.12676072741939942,0.12676072741939942,0.005,0.12176072741939942,0.0,0,3
2021-02-26,-0.08,3,score_power,1,-0.003656494285664398,-0.003656494285664398,0.003650302722293839,-0.007306797007958237,0.0,0,3
2021-03-31,-0.08,3,score_power,1,0.07019236113017133,0.07019236113017133,0.0027373061497798063,0.06745505498039152,0.0,0,3
2021-04-30,-0.08,3,score_power,1,0.03175776327757446,0.03175776327757446,0.003753655341841918,0.02800410793573254,0.0,0,3
2021-05-28,-0.08,3,score_power,1,0.14207900541947655,0.14207900541947655,0.003331834443556288,0.13874717097592026,0.0,0,3
2021-06-30,-0.08,3,score_power,1,0.04829320756462923,0.04829320756462923,0.0034618975376148526,0.044831310027014376,0.0,0,3
2021-07-30,-0.08,3,score_power,1,-0.024312077488430183,-0.024312077488430183,0.003833981997431596,-0.02814605948586178,0.0,0,3
2021-08-31,-0.08,3,score_power,1,-0.029162289943113626,-0.029162289943113626,0.003593891192258566,-0.032756181135372195,0.0,0,3
2021-09-30,-0.08,3,score_power,1,0.041257788527242684,0.041257788527242684,0.005,0.036257788527242686,0.0,0,3
2021-10-29,-0.08,3,score_power,1,-0.0560472466832736,-0.0560472466832736,0.0033485192695809547,-0.059395765952854555,0.0,0,3
2021-11-30,-0.08,3,score_power,1,0.047286215881754905,0.047286215881754905,0.005,0.04228621588175491,0.0,0,3
2021-12-31,-0.08,3,score_power,1,-0.026951917795689367,-0.026951917795689367,0.005,-0.031951917795689365,0.0,0,3
2022-01-31,-0.08,3,score_power,1,0.004034416472697224,0.004034416472697224,0.003446031776823941,0.000588384695873283,0.0,0,3
2022-02-28,-0.08,3,score_power,1,0.03499285746042596,0.03499285746042596,0.005,0.029992857460425962,0.0,0,3
2022-03-31,-0.08,3,score_power,1,-0.08000000000000002,-0.08000000000000002,0.0029538402552888366,-0.08295384025528885,0.0,0,3
2022-04-29,-0.08,3,score_power,1,-0.004014009785799797,-0.004014009785799797,0.005,-0.009014009785799797,0.0,0,3
2022-05-31,-0.08,3,score_power,1,-0.07216772985866922,-0.07216772985866922,0.005,-0.07716772985866922,0.0,0,3
2022-06-30,-0.08,3,score_power,1,0.045518306397844585,0.045518306397844585,0.005,0.04051830639784459,0.0,0,3
2022-07-29,-0.08,3,score_power,1,0.02497717838546959,0.02497717838546959,0.0035159707427835445,0.021461207642686046,0.0,0,3
2022-08-31,-0.08,3,score_power,1,-0.022029374453187076,-0.022029374453187076,0.002148766433223083,-0.024178140886410158,0.0,0,3
2022-09-30,-0.08,3,score_power,1,0.14849131135688395,0.14849131135688395,0.0005957415394626845,0.14789556981742127,0.0,0,3
2022-10-31,-0.08,3,score_power,1,-0.008408511755630269,-0.008408511755630269,0.0005112711917682498,-0.008919782947398518,0.0,0,3
2022-11-30,-0.08,3,score_power,1,-0.02495236733855083,-0.02495236733855083,0.0036388038175409853,-0.028591171156091815,0.0,0,3
2022-12-30,-0.08,3,score_power,1,0.049123268545511724,0.049123268545511724,0.002773367918911031,0.046349900626600694,0.0,0,3
2023-01-31,-0.08,3,score_power,1,-0.019836800494336178,-0.019836800494336178,0.0033758285085190337,-0.02321262900285521,0.0,0,3
2023-02-28,-0.08,3,score_power,1,0.05486072044555432,0.05486072044555432,0.003325885976495177,0.05153483446905914,0.0,0,3
2023-03-31,-0.08,3,score_power,1,-0.0026458827830373776,-0.0026458827830373776,0.0015850274155028274,-0.004230910198540205,0.0,0,3
2023-04-28,-0.08,3,score_power,1,0.13458013399643592,0.13458013399643592,0.0016395602007091004,0.13294057379572682,0.0,0,3
2023-05-31,-0.08,3,score_power,1,0.06722271652787375,0.06722271652787375,0.0023682034733900907,0.06485451305448366,0.0,0,3
2023-06-30,-0.08,3,score_power,1,0.020080024947967852,0.020080024947967852,0.0027733253662408698,0.01730669958172698,0.0,0,3
2023-07-31,-0.08,3,score_power,1,0.01912759808511186,0.01912759808511186,0.0033679707811455585,0.015759627303966302,0.0,0,3
2023-08-31,-0.08,3,score_power,1,-0.05438835446304849,-0.05438835446304849,0.002894478418124661,-0.05728283288117315,0.0,0,3
2023-09-29,-0.08,3,score_power,1,-0.020554493187390478,-0.020554493187390478,0.0014026645219728285,-0.021957157709363306,0.0,0,3
2023-10-31,-0.08,3,score_power,1,0.03462760414275868,0.03462760414275868,0.005,0.029627604142758678,0.0,0,3
2023-11-30,-0.08,3,score_power,1,0.11128867091908812,0.11128867091908812,0.005,0.10628867091908811,0.0,0,3
2023-12-29,-0.08,3,score_power,1,0.0662592085016485,0.0662592085016485,0.002204656267744057,0.06405455223390444,0.0,0,3
2024-01-31,-0.08,3,score_power,1,0.29022333576159093,0.29022333576159093,0.0018823268611135582,0.28834100890047737,0.0,0,3
2024-02-29,-0.08,3,score_power,1,0.10977784342870583,0.10977784342870583,0.000634923187209192,0.10914292024149665,0.0,0,3
2024-03-28,-0.08,3,score_power,1,-0.0637911768616732,-0.0637911768616732,0.0012007587818206023,-0.0649919356434938,0.0,0,3
2024-04-30,-0.08,3,score_power,1,0.041945464392098585,0.041945464392098585,0.005,0.03694546439209859,0.0,0,3
2024-05-31,-0.08,3,score_power,1,-0.034569698080310254,-0.034569698080310254,0.0014791783847104742,-0.03604887646502073,0.0,0,3
2024-06-28,-0.08,3,score_power,1,0.005197456750009126,0.005197456750009126,0.0034270210051986234,0.0017704357448105022,0.0,0,3
2024-07-31,-0.08,3,score_power,1,0.056466016701602555,0.056466016701602555,0.0032363425328187914,0.05322967416878376,0.0,0,3
2024-08-30,-0.08,3,score_power,1,0.0953786514889191,0.0953786514889191,0.0035050804004296623,0.09187357108848943,0.0,0,3
2024-09-30,-0.08,3,score_power,1,0.06255737881273672,0.06255737881273672,0.0018983530293307652,0.060659025783405957,0.0,0,3
2024-10-31,-0.08,3,score_power,1,0.11606497865926027,0.11606497865926027,0.001878477170597791,0.11418650148866248,0.0,0,3
2024-11-29,-0.08,3,score_power,1,-0.011042896796363198,-0.011042896796363198,0.0016877626087139859,-0.012730659405077184,0.0,0,3
2024-12-31,-0.08,3,score_power,1,0.008455572462342534,0.008455572462342534,0.00333386694635231,0.0051217055159902235,0.0,0,3
2025-01-31,-0.08,3,score_power,1,-0.003578441735467685,-0.003578441735467685,0.0002574916425598317,-0.0038359333780275165,0.0,0,3
2025-02-28,-0.08,3,score_power,1,-0.032896703750223105,-0.032896703750223105,0.005,-0.0378967037502231,0.0,0,3
2025-03-31,-0.08,3,score_power,1,-0.008164579149479004,-0.008164579149479004,0.0013880346465619886,-0.009552613796040992,0.0,0,3
2025-04-30,-0.08,3,score_power,1,0.025698500355512674,0.025698500355512674,0.001199605889933122,0.02449889446557955,0.0,0,3
2025-05-30,-0.08,3,score_power,1,0.027541659542246025,0.027541659542246025,0.0011840172096379152,0.026357642332608112,0.0,0,3
2025-06-30,-0.08,3,score_power,1,0.03727656150045029,0.03727656150045029,0.0019382193494672526,0.03533834215098304,0.0,0,3
2025-07-31,-0.08,3,score_power,1,0.006279751532503662,0.006279751532503662,0.002842341019258823,0.003437410513244839,0.0,0,3
2025-08-29,-0.08,3,score_power,1,-0.010971224425464065,-0.010971224425464065,0.005,-0.015971224425464066,0.0,0,3
2025-09-30,-0.08,3,score_power,1,0.18975004999899583,0.18975004999899583,0.005,0.18475004999899583,0.0,0,3
2025-10-31,-0.08,3,score_power,1,-0.03656155843275952,-0.03656155843275952,0.0018635221763635685,-0.038425080609123086,0.0,0,3
2025-11-28,-0.08,3,score_power,1,0.08390500522182108,0.08390500522182108,0.003304862057650511,0.08060014316417057,0.0,0,3
2025-12-31,-0.08,3,score_power,1,0.21846758502186564,0.21846758502186564,0.0015326427641702972,0.21693494225769533,0.0,0,3
2026-01-30,-0.08,3,score_power,1,0.05063804403431989,0.05063804403431989,0.005,0.04563804403431989,0.0,0,3
2026-02-27,-0.08,3,score_power,1,0.029384539830860895,0.029384539830860895,0.005,0.024384539830860894,0.0,0,3
