rebalance_date,net_return,equity,drawdown
2022-03-31,-0.08295384025528885,3.1410294323830676,-0.12627152442167455
2020-02-28,-0.08157643562512852,1.0141574054002735,-0.132295316640339
2022-05-31,-0.07716772985866922,2.872514922399754,-0.2009632070463695
2024-03-28,-0.0649919356434938,6.558473068234709,-0.06499193564349381
2021-10-29,-0.059395765952854555,3.2938757732652206,-0.0837548262208021
2023-08-31,-0.05728283288117315,4.140937016762498,-0.05728283288117331
2020-01-31,-0.055223845491957205,1.1042371349547893,-0.055223845491957246
2020-08-31,-0.04687533141491387,2.007038535725394,-0.046875331414913735
2025-10-31,-0.038425080609123086,10.295554796279733,-0.038425080609123086
2025-02-28,-0.0378967037502231,8.488244524686658,-0.048942277269523604
