rebalance_date,ticker,Name,sector,original_weight,defended_weight,cash_after_defense,list_action,reason,period_forward_return,risk_adjusted_return,hard_stop,risk_exit_proxy,target_n,weighting_mode,active_rebalance_interval_months,raw_score,concentrated_score,portfolio_sleeve_label
2019-04-30,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.36076452315973095,0.36076452315973095,,hold,hold,0.01267176727904995,0.01267176727904995,-0.08,False,3,score_power,1,1.3154122545362732,0.5897644701669573,early_scout
2019-04-30,VICI,VICI PPTYS INC,Real Estate,0.32585337514358703,0.32585337514358703,,hold,hold,-0.027133640271647552,-0.027133640271647552,-0.08,False,3,score_power,1,1.4466328591651596,0.5764557906672202,early_scout
2019-04-30,NOW,SERVICENOW INC,Information Technology,0.313382101696682,0.313382101696682,,hold,hold,-0.04085514798744905,-0.04085514798744905,-0.08,False,3,score_power,1,5.117839039606143,0.5715298525774062,future_winner
2019-05-31,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,0.07224007715479197,0.07224007715479197,-0.08,False,3,score_power,1,5.788309152009353,0.7806480961165287,early_scout
2019-05-31,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.26459972890741895,0.26459972890741895,,hold,hold,0.005619954001941263,0.005619954001941263,-0.08,False,3,score_power,1,2.9942514024779414,0.611072357103858,early_scout
2019-05-31,TSCO,TRACTOR SUPPLY,Consumer Discretionary,0.23540027109258108,0.23540027109258108,,hold,hold,0.09155014686733964,0.09155014686733964,-0.08,False,3,score_power,1,1.784044717365632,0.5892691028466255,early_scout
2019-06-28,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,0.01582498576658886,0.01582498576658886,-0.08,False,3,score_power,1,5.562915362127699,0.7674096990937352,early_scout
2019-06-28,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,0.28996961297296237,0.28996961297296237,,hold,hold,-0.000603736551590961,-0.000603736551590961,-0.08,False,3,score_power,1,2.944420960837473,0.6432036802845924,early_scout
2019-06-28,TSCO,TRACTOR SUPPLY,Consumer Discretionary,0.21003038702703772,0.21003038702703772,,hold,hold,-0.00809620280402834,-0.00809620280402834,-0.08,False,3,score_power,1,1.796529869106927,0.5904815912283041,early_scout
2019-07-31,V,VISA INC CLASS A,Financials,0.5,0.5,,hold,hold,0.008875650883467312,0.008875650883467312,-0.08,False,3,score_power,1,5.783508356893903,0.7570793455037865,early_scout
2019-07-31,TSCO,TRACTOR SUPPLY,Consumer Discretionary,0.2632703014186889,0.2632703014186889,,hold,hold,-0.07328873371473732,-0.07328873371473732,-0.08,False,3,score_power,1,1.9138458488483092,0.5860546996073491,early_scout
2019-07-31,CBOE,CBOE GLOBAL MARKETS INC,Financials,0.2367296985813111,0.2367296985813111,,hold,hold,0.07664297835072453,0.07664297835072453,-0.08,False,3,score_power,1,2.0893182969986457,0.5662079548525578,early_scout
2019-08-30,V,VISA INC CLASS A,Financials,0.466806374223734,0.466806374223734,,hold,hold,-0.041546400635253944,-0.041546400635253944,-0.08,False,3,score_power,1,5.539670929386778,0.7706480751164053,early_scout
2019-08-30,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.31330861202956933,0.31330861202956933,,hold,hold,0.010446891089568089,0.010446891089568089,-0.08,False,3,score_power,1,4.420646657882096,0.704809128876606,early_scout
2019-08-30,AEP,AMERICAN ELECTRIC POWER INC,Utilities,0.21988501374669675,0.21988501374669675,,hold,hold,0.02324058196237333,0.02324058196237333,-0.08,False,3,score_power,1,3.746613847221566,0.656388831041726,early_scout
2019-09-30,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.400725192050566,0.400725192050566,,hold,hold,0.02358127307911917,0.02358127307911917,-0.08,False,3,score_power,1,4.710662997490913,0.6956007071027345,early_scout
2019-09-30,AEP,AMERICAN ELECTRIC POWER INC,Utilities,0.3313152276585611,0.3313152276585611,,hold,hold,0.014784458549515156,0.014784458549515156,-0.08,False,3,score_power,1,4.059103819115766,0.6678653114893668,early_scout
2019-09-30,LRCX,LAM RESEARCH CORP,Information Technology,0.2679595802908729,0.2679595802908729,,hold,hold,0.17519301737907855,0.17519301737907855,-0.08,False,3,score_power,1,2.9798972461265247,0.6398773026747493,early_scout
2019-10-31,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.40188641656698904,0.40188641656698904,,hold,hold,-0.06197316759566618,-0.06197316759566618,-0.08,False,3,score_power,1,5.247092302010522,0.7496069907721339,early_scout
2019-10-31,V,VISA INC CLASS A,Financials,0.3966791700107828,0.3966791700107828,,hold,hold,0.024529990324116513,0.024529990324116513,-0.08,False,3,score_power,1,6.059770144690409,0.7473118288448914,early_scout
2019-10-31,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.20143441342222815,0.20143441342222815,,hold,hold,0.012444891189600238,0.012444891189600238,-0.08,False,3,score_power,1,3.0762777044558343,0.6464849396954793,early_scout
2019-11-29,MA,MASTERCARD INC CLASS A,Financials,0.4469167748510821,0.4469167748510821,,hold,hold,0.033965031347719776,0.033965031347719776,-0.08,False,3,score_power,1,6.397110017851113,0.7772675685975914,early_scout
2019-11-29,CPRT,COPART INC,Industrials,0.3691861472123641,0.3691861472123641,,hold,hold,0.030672093046264504,0.030672093046264504,-0.08,False,3,score_power,1,3.8399436518299206,0.7417575034780062,early_scout
2019-11-29,BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,0.1838970779365538,0.1838970779365538,,hold,hold,0.0072276951996093075,0.0072276951996093075,-0.08,False,3,score_power,1,1.9789451871745332,0.6375356975836632,early_scout
2019-12-31,MA,MASTERCARD INC CLASS A,Financials,0.4326741702606258,0.4326741702606258,,hold,hold,0.06245562340499666,0.06245562340499666,-0.08,False,3,score_power,1,6.32407263602856,0.7664917373503078,early_scout
2019-12-31,CPRT,COPART INC,Industrials,0.35752297719434323,0.35752297719434323,,hold,hold,0.1181618735455423,0.1181618735455423,-0.08,False,3,score_power,1,4.000717509595997,0.733826925826335,early_scout
2019-12-31,LRCX,LAM RESEARCH CORP,Information Technology,0.20980285254503098,0.20980285254503098,,hold,hold,0.014267433112120642,0.014267433112120642,-0.08,False,3,score_power,1,2.7211796212531736,0.6574749146659952,early_scout
