ticker,peak_market_value_usd,peak_weight,trough_market_value_usd,trough_weight,peak_to_trough_value_delta_usd
AMD,16786.50043487549,0.1340559591146401,6533.039821624756,0.0705532137064165,-10253.460613250732
PENN,7939.399673461914,0.0634035570516632,659.919997215271,0.0071267706709137,-7279.479676246643
NOW,14237.255744934082,0.1136978479494326,7232.159996032715,0.0781033245917356,-7005.095748901367
STM,7081.421073913574,0.0565517927718774,1043.3908710479736,0.0112680438378322,-6038.030202865601
UI,5677.069854736328,0.0453367303858253,0.0,0.0,-5677.069854736328
PCTY,6588.119812011719,0.0526123192614056,1097.459991455078,0.0118519604082431,-5490.659820556641
FTNT,6556.00004196167,0.0523558127550432,1270.2319917678833,0.0137178023736029,-5285.768050193787
PAYC,6326.1993408203125,0.0505206385020036,1312.8206481933594,0.0141777362880281,-5013.378692626953
QRVO,6150.159873962402,0.0491147981564699,1387.3799362182615,0.0149829353263697,-4762.779937744141
SHOP,7387.6558837890625,0.0589973651120691,2930.420883178711,0.0316469234025325,-4457.235000610352
TSLA,7584.005065917969,0.0605653975935136,3130.573310852051,0.0338084588269382,-4453.431755065918
DXCM,7875.359802246094,0.0628921385823568,3918.780075073242,0.0423206555683184,-3956.5797271728516
SE,7065.6001052856445,0.056425447490336,4447.759902954102,0.0480333448924101,-2617.840202331543
RNG,7686.964553833008,0.0613876257259316,5578.555603027344,0.0602453125007329,-2108.408950805664
