rebalance_date,ticker,Name,sector,weight,raw_score,portfolio_sleeve_label,portfolio_sleeve_role,portfolio_selection_path,period_forward_return,weighted_forward_return,target_n,cash_target,regime_state,regime_state_score
2019-04-30,NOW,SERVICENOW INC,Information Technology,0.07385182062867535,5.841653588946983,core_compounder,core_compounder,,-0.04085514798744905,-0.0030172270609270736,14,0.0,bull,1
2019-04-30,AVGO,BROADCOM INC,Information Technology,0.07278378995285045,3.2375926785503633,core_compounder,core_compounder,,-0.08,-0.005822703196228037,14,0.0,bull,1
2019-04-30,DHR,DANAHER CORP,Health Care,0.07212925562574594,5.16444213400014,core_compounder,core_compounder,,-0.003467545648268344,-0.0002501114864578903,14,0.0,bull,1
2019-04-30,HD,HOME DEPOT INC,Consumer Discretionary,0.2654838709677419,5.155252985454498,core_compounder,core_compounder,,-0.06732294765159919,-0.0178731567475052,14,0.0,bull,1
2019-04-30,CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,0.06862366167124806,1.7813970050556662,core_compounder,core_compounder,,-0.08,-0.0054898929336998446,14,0.0,bull,1
2019-04-30,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.06955542092441457,3.899308932017348,core_compounder,core_compounder,,0.07135171770249471,0.004962898758477022,14,0.0,bull,1
2019-04-30,EL,ESTEE LAUDER INC CLASS A,Consumer Staples,0.06882879820255157,3.126563746983435,core_compounder,core_compounder,,-0.08,-0.0055063038562041255,14,0.0,bull,1
2019-04-30,MELI,MercadoLibre,Internet,0.06874338202677188,2.426299963136019,core_compounder,core_compounder,,0.16361890252962796,0.011247716723395368,14,0.0,bull,1
2019-04-30,CPRT,COPART INC,Industrials,0.04,2.0238371223623384,core_compounder,core_compounder,,0.06332692654697114,0.0025330770618788457,14,0.0,bull,1
2019-04-30,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.04,1.6277025095729827,core_compounder,core_compounder,,0.012671348129738469,0.0005068539251895387,14,0.0,bull,1
2019-04-30,SHOP,Shopify,Software,0.04,1.8176062495149692,core_compounder,core_compounder,,0.12942143993395083,0.005176857597358034,14,0.0,bull,1
2019-04-30,PAYC,PAYCOM SOFTWARE INC,Industrials,0.04,1.1810661651724432,core_compounder,core_compounder,,0.039862275964643645,0.0015944910385857459,14,0.0,bull,1
2019-04-30,VICI,VICI PPTYS INC,Real Estate,0.04,1.3384210387021198,core_compounder,core_compounder,,-0.027133399740401187,-0.0010853359896160475,14,0.0,bull,1
2019-04-30,MKTX,MARKETAXESS HOLDINGS INC,Financials,0.04,1.575259836678389,core_compounder,core_compounder,,0.06773015831432616,0.0027092063325730464,14,0.0,bull,1
2019-05-31,V,VISA INC CLASS A,Financials,0.06781004434156696,4.840522280072254,core_compounder,core_compounder,,0.085365817551049,0.005788659873390747,14,0.28,bear,-1
2019-05-31,UNH,UNITEDHEALTH GROUP INC,Health Care,0.05664491235432938,4.707031647227075,core_compounder,core_compounder,,0.02297896068006766,0.0013016412137160137,14,0.28,bear,-1
2019-05-31,TWLO,TWILIO INC CLASS A,Information Technology,0.051626271856007946,3.3789041034022644,core_compounder,core_compounder,,0.041801633450041065,0.0021580624925170155,14,0.28,bear,-1
2019-05-31,NOW,SERVICENOW INC,Information Technology,0.09546740105571307,4.533779056369328,core_compounder,core_compounder,,0.0762976558685986,0.007283938912418283,14,0.28,bear,-1
2019-05-31,MA,MASTERCARD INC CLASS A,Financials,0.0648,5.868646394726143,core_compounder,core_compounder,,0.0722397517464981,0.0046811359131730765,14,0.28,bear,-1
2019-05-31,HD,HOME DEPOT INC,Consumer Discretionary,0.07711580635799024,5.74916678488171,core_compounder,core_compounder,,0.11424119583267855,0.008809801935938081,14,0.28,bear,-1
2019-05-31,PAYC,PAYCOM SOFTWARE INC,Industrials,0.028176896444674224,1.4593282072258695,core_compounder,core_compounder,,0.09143382563828562,0.002576321436550373,14,0.28,bear,-1
2019-05-31,SHOP,Shopify,Software,0.0444119892662148,3.435716525277385,core_compounder,core_compounder,,0.12512764973378965,0.005557167836883751,14,0.28,bear,-1
2019-05-31,DHR,DANAHER CORP,Health Care,0.05405075713606949,3.8225050972891745,core_compounder,core_compounder,,0.09087732024025708,0.0049119879654829475,14,0.28,bear,-1
2019-05-31,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.04993903678733585,3.2485196093004634,core_compounder,core_compounder,,-0.014245155892608108,-0.0007113893641622904,14,0.28,bear,-1
2019-05-31,MELI,MercadoLibre,Internet,0.04395588746033631,2.356630538529262,core_compounder,core_compounder,,0.10500532561526854,0.004615602275480714,14,0.28,bear,-1
2019-05-31,AZO,AUTOZONE INC,Consumer Discretionary,0.028400996939761777,3.3464379678958984,core_compounder,core_compounder,,0.07971805170969382,0.002264072142650785,14,0.28,bear,-1
2019-05-31,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.0288,3.4490070601396443,core_compounder,core_compounder,,0.0040646871962970454,0.00011706299125335491,14,0.28,bear,-1
2019-05-31,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.0288,2.9505875118747307,core_compounder,core_compounder,,0.00561987224325744,0.00016185232060581426,14,0.28,bear,-1
2019-05-31,CASH,Cash,Cash,0.28,,cash,cash,,0.0,0.0,14,0.28,nan,0
