row_type,ticker,projected_shares,reference_price,projected_market_value_usd,projected_weight
equity,VRT,781.0,367.1300048828125,286728.53381347656,0.3094642545074236
equity,GLW,1262.0,198.24000549316406,250178.88693237305,0.2700164567101935
equity,WDC,442.0,488.739990234375,216023.07568359375,0.23315231024866348
equity,MU,226.0,766.5800170898438,173247.0838623047,0.18698445857470955
cash,CASH,0.0,1.0,354.41698161832755,0.00038251995900985536
