as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-06-12,concentrated,equity,SNDK,0.3996988278266689,0.285,0.2231713818874114,-0.1146988278266689,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-78.0,-154447.79809570312,1,ready,,0.03,none,0.0
2026-06-12,concentrated,equity,BE,0.2149377464258933,0.285,0.1782051141691652,0.07006225357410667,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,362.0,94199.64044189452,1,ready,,0.03,none,0.0
2026-06-12,concentrated,equity,WDC,0.1821435800916373,0.1657205303991813,0.14491327963524767,-0.016423049692456004,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-39.0,-21954.07452392578,1,ready,,0.03,none,0.0
2026-06-12,concentrated,equity,CIEN,0.085059998240896,0.1215389593856582,0.11076954889240447,0.036478961144762206,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,110.0,49057.801208496094,1,ready,,0.03,none,0.0
2026-06-12,concentrated,equity,LITE,0.0519773410984646,0.0642405102151603,0.06381799551527424,0.012263169116695706,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,17.0,15666.519958496094,1,ready,,0.03,none,0.0
2026-06-12,concentrated,cash,CASH,0.0661825063164396,0.0,0.12106243196888772,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
2026-06-12,main,equity,SNDK,0.1618369234050219,0.12,0.2231713818874114,-0.0418369234050219,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-17.0,-33661.69958496094,1,ready,,0.03,none,0.0
2026-06-12,main,equity,STM,0.1194649913956,0.1062264401768636,0.03980505456457596,-0.013238551218736405,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-138.0,-10667.400421142578,1,ready,,0.03,none,0.0
2026-06-12,main,equity,MRVL,0.1167263608769827,0.0850567488490959,0.031872371166600647,-0.03166961202788679,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-91.0,-25452.701110839844,1,ready,,0.03,none,0.0
2026-06-12,main,equity,WDC,0.1164162372092173,0.1101929045059861,0.14491327963524767,-0.0062233327032312075,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-8.0,-4503.39990234375,1,ready,,0.03,none,0.0
2026-06-12,main,equity,CIEN,0.0624080189995949,0.0927989877409568,0.11076954889240447,0.030390968741361893,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,55.0,24528.900604248047,1,ready,,0.03,none,0.0
2026-06-12,main,equity,ON,0.051921432992975,0.0564960003590525,0.02117011897629408,0.004574567366077503,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,31.0,3620.490028381348,1,ready,,0.03,none,0.0
2026-06-12,main,equity,LITE,0.0490725504589372,0.0631129591294438,0.06381799551527424,0.014040408670506599,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,12.0,11058.719970703123,1,ready,,0.03,none,0.0
2026-06-12,main,equity,MU,0.0461922507351389,0.0315101354067409,0.01180744320448084,-0.014682115328397999,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-12.0,-11779.31982421875,1,ready,,0.03,none,0.0
2026-06-12,main,equity,PWR,0.0403160641114931,0.052717557097426,0.019754264882456574,0.012401492985932905,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,14.0,9908.35986328125,1,ready,,0.03,none,0.0
2026-06-12,main,equity,FIX,0.0302270175572371,0.0396520193235243,0.014858360970588885,0.009425001766287203,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,4.0,7510.43994140625,1,ready,,0.03,none,0.0
2026-06-12,main,equity,COHR,0.0238402679346507,0.0252091352548911,0.00944633937347427,0.0013688673202403995,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,2.0,770.0599975585938,1,ready,,0.03,none,0.0
2026-06-12,main,equity,TER,0.0129819653103071,0.0136951511209451,0.00513183193121881,0.000713185810638001,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,1.0,403.2000122070313,1,ready,,0.03,none,0.0
2026-06-12,main,equity,KEYS,0.0091193626038834,0.011246998452243,0.00421446286191883,0.002127635848359599,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,4.0,1402.6800537109375,1,ready,,0.03,none,0.0
2026-06-12,main,cash,CASH,0.1594765564089601,0.0,0.12106243196888772,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
