rebalance_date,target_n,single_name_cap,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,equity,drawdown
2019-05-31,3,0.5,0.06983242873695983,0.0025,0.5,0.06733242873695983,0.0,3,"KO,TGT,YUM",1.0673324287369599,0.0
2019-06-28,3,0.5,0.012078624497521567,0.005,1.0,0.007078624497521567,0.0,3,"AMZN,HD,AAPL",1.0748876742140165,0.0
2019-07-31,3,0.5,-0.027804214040284242,0.005,1.0,-0.03280421404028424,0.0,3,"GOOG,GOOGL,ELV",1.0396268288798367,-0.03280421404028422
2019-08-30,3,0.5,-0.0035370567935070394,0.001808038053105955,0.361607610621191,-0.005345094846612995,0.0,3,"ABT,GOOG,GOOGL",1.0340699248743905,-0.037973967251483165
2019-09-30,3,0.5,0.027309844678297102,0.0018080380531059553,0.36160761062119107,0.025501806625191147,0.0,3,"GOOG,GOOGL,NRG",1.0604405761354632,-0.013440565395930748
2019-10-31,3,0.5,0.033229100228791046,0.0014963765902988354,0.2992753180597671,0.03173272363849221,0.0,3,"GOOG,GOOGL,UNH",1.0940912438730133,0.0
2019-11-29,3,0.5,0.027308475471904597,0.0014034081769066756,0.2806816353813351,0.025905067294997922,0.0,3,"GOOG,GOOGL,CRM",1.1224337511724116,0.0
2019-12-31,3,0.5,0.0719509926497897,0.0011969828400502035,0.2393965680100407,0.07075400980973949,0.0,3,"GOOGL,GOOG,DIS",1.2018504398136471,0.0
2020-01-31,3,0.5,-0.04632113112353449,0.005,1.0,-0.05132113112353449,0.0,3,"AMZN,INTU,MDT",1.1401701158010933,-0.051321131123534536
2020-02-28,3,0.5,0.04160124137225093,0.005,1.0,0.03660124137225093,0.0,3,"SBAC,GILD,ROL",1.1819017574149564,-0.016598306859033074
2020-03-31,3,0.5,0.22984693593041333,0.004843146651880928,0.9686293303761856,0.2250037892785324,0.0,3,"AMZN,VEEV,SBAC",1.4478341313882783,0.0
2020-04-30,3,0.5,0.038298363947105826,0.0025,0.5,0.035798363947105824,0.0,3,"AMZN,ABT,COST",1.4996642245587577,0.0
2020-05-29,3,0.5,0.05907372305639662,0.0029390500866944224,0.5878100173388845,0.0561346729697022,0.0,3,"MELI,COST,ABT",1.5838473853687254,0.0
2020-06-30,3,0.5,0.16532833454863316,0.0025,0.5,0.16282833454863316,0.0,3,"MELI,AMZN,SE",1.8417426173075222,0.0
2020-07-31,3,0.5,0.05927404661371262,0.0025,0.5,0.05677404661371262,0.0,3,"MELI,ORCL,EW",1.9463057985130003,0.0
2020-08-31,3,0.5,-0.040721085240349966,0.004999999999999999,0.9999999999999999,-0.045721085240349964,1.1102230246251565e-16,3,"AMZN,SE,JD",1.8573185851954,-0.04572108524035001
2020-09-30,3,0.5,0.09247833953897314,0.005,1.0,0.08747833953897313,0.0,3,"ENPH,APH,KO",2.019793731023168,0.0
2020-10-30,3,0.5,0.08033215180109933,0.005,1.0,0.07533215180109933,0.0,3,"COST,ADI,AEP",2.1719491389755143,0.0
2020-11-30,3,0.5,0.08890305619224906,0.005,1.0,0.08390305619224905,1.1102230246251565e-16,3,"CSCO,BURL,CACI",2.354182309629684,0.0
2020-12-31,3,0.5,0.018596282730471862,0.002568802739931101,0.5137605479862202,0.01602747999054076,0.0,3,"CSCO,HPQ,AZO",2.3919139194913583,0.0
2021-01-29,3,0.5,0.00567685815198615,0.001318802739931101,0.2637605479862202,0.004358055412055049,0.5,1,CSCO,2.4023380128933676,0.0
2021-02-26,3,0.5,0.06882590600099406,0.00375,0.75,0.06507590600099405,0.0,3,"ORCL,NDAQ,MDT",2.558672335603031,0.0
2021-03-31,3,0.5,0.07250531354836837,0.005,1.0,0.06750531354836836,0.0,3,"MSFT,SPGI,DG",2.73139631388545,0.0
2021-04-30,3,0.5,-0.04888659205011592,0.004159725557685519,0.8319451115371037,-0.05304631760780144,0.0,3,"AMZN,COST,DG",2.586505797506304,-0.05304631760780154
2021-05-28,3,0.5,0.029438416698139645,0.004508195632824464,0.9016391265648928,0.02493022106531518,0.0,3,"HD,DHR,COST",2.6509879588248557,-0.02943855296714959
2021-06-30,3,0.5,0.06667002609673431,0.005,1.0,0.06167002609673431,0.0,3,"AAPL,NOW,MELI",2.8144744554277126,0.0
2021-07-30,3,0.5,0.10564440525318583,0.0025,0.5,0.10314440525318583,0.0,3,"NOW,ABT,MELI",3.104771749233088,0.0
2021-08-31,3,0.5,0.01705202415547104,0.005,1.0,0.01205202415547104,0.0,3,"TSLA,UNH,HD",3.1421905333520694,0.0
2021-09-30,3,0.5,0.2688996198964757,0.0024999999999999996,0.49999999999999994,0.2663996198964757,0.0,3,"TSLA,LOW,NEO",3.9792688970793653,0.0
2021-10-29,3,0.5,0.0014345814137256812,0.005,1.0,-0.003565418586274319,0.0,3,"AAPL,RUN,ABT",3.965081137793935,-0.0035654185862743493
2021-11-30,3,0.5,0.02669170774715568,0.005,1.0,0.02169170774715568,0.0,3,"ADI,PG,CTAS",4.051090519028721,0.0
2021-12-31,3,0.5,-0.1402637995689561,0.005,1.0,-0.1452637995689561,0.0,3,"DG,SBUX,CPRT",3.4626137178368346,-0.14526379956895608
2022-01-31,3,0.5,-0.005926776569127214,0.005,1.0,-0.010926776569127213,0.0,3,"SJM,EXPE,ATO",3.4247785113968368,-0.15460331105661074
2022-02-28,3,0.5,-0.0009636538904819383,0.005,1.0,-0.005963653890481938,0.0,3,"LAD,KO,UNP",3.404354317703306,-0.1596449643096286
2022-03-31,3,0.5,-0.06451510888653546,0.003923355725442872,0.7846711450885745,-0.06843846461197833,0.0,3,"AM,URI,KO",3.1713655352045325,-0.21715757268122193
2022-04-29,3,0.5,0.007130568997533265,0.005,1.0,0.0021305689975332645,0.0,3,"AN,DG,GTLS",3.1781223482936847,-0.21548967287562282
2022-05-31,3,0.5,-0.12137436433216375,0.0025,0.5,-0.12387436433216376,0.0,3,"VLO,AN,GTLS",2.7844344626289605,-0.312670390960173
2022-06-30,3,0.5,0.1632004211607535,0.005,1.0,0.1582004211607535,0.0,3,"VICI,AMGN,ENPH",3.2249331673113786,-0.20393455733381627
2022-07-29,3,0.5,-0.006191051213655568,0.005,1.0,-0.01119105121365557,0.0,3,"NEE,DHR,LSCC",3.1888427750753805,-0.21284336647211488
2022-08-31,3,0.5,-0.021466845952693447,0.002841372090173267,0.5682744180346534,-0.024308218042866713,0.0,3,"DKS,NEE,ORLY",3.111327689594428,-0.2319777415537997
2022-09-30,3,0.5,0.07543235175725935,0.005,1.0,0.07043235175725934,0.0,2,"BJ,SJM",3.3304658158600438,-0.17788412768951212
2022-10-31,3,0.5,-0.03508608084597119,0.005,1.0,-0.040086080845971185,0.0,3,"WCC,AFG,TSCO",3.196960493910735,-0.2108395310117065
2022-11-30,3,0.5,-0.07906520166320598,0.005,1.0,-0.08406520166320598,0.0,3,"COST,CSCO,ADI",2.9282073652808265,-0.27718046498183746
2022-12-30,3,0.5,0.04222616429080139,0.005,1.0,0.037226164290801396,0.0,3,"PG,ORCL,JBL",3.037213293738305,-0.25027266621865074
2023-01-31,3,0.5,0.05155229516563167,0.005,1.0,0.046552295165631676,0.0,3,"ADI,CSCO,SNPS",3.178602543469391,-0.21537113808271935
2023-02-28,3,0.5,0.09208839861312615,0.004220742581359655,0.8441485162719311,0.0878676560317665,0.0,3,"FTNT,AAPL,CSCO",3.457898898420657,-0.1464276391311754
2023-03-31,3,0.5,0.003036234485081813,0.0032792574186403444,0.6558514837280689,-0.00024302293355853155,0.0,3,"AAPL,BJ,TMO",3.457058549686414,-0.14663507679031829
2023-04-28,3,0.5,-0.09946137831674498,0.005,1.0,-0.10446137831674498,0.0,3,"AZO,KO,TRGP",3.095929448664484,-0.23577875287596473
2023-05-31,3,0.5,0.08496872222955645,0.005,1.0,0.07996872222955645,0.0,3,"MCK,COR,COST",3.343506970787038,-0.17466495624277767
2023-06-30,3,0.5,0.029844720162121852,0.005,1.0,0.02484472016212185,0.0,3,"LOW,TRGP,WM",3.4265754658363456,-0.15415973804063687
2023-07-31,3,0.5,0.04407390512089671,0.005,1.0,0.039073905120896715,0.0,3,"LNG,MTDR,UNH",3.560465150478028,-0.12110945589740207
2023-08-31,3,0.5,-0.019753441402856165,0.0028557070637516926,0.5711414127503385,-0.02260914846660786,0.0,3,"FANG,LNG,DINO",3.4799660652806867,-0.14098042269491562
2023-09-29,3,0.5,0.020729458310289543,0.0004885990638944147,0.09771981277888292,0.02024085924639513,0.0,3,"FANG,LNG,UNH",3.550403568590265,-0.12359312834078551
