rebalance_date,ticker,weight,Name,sector,portfolio_sleeve_label,market_circuit_state,market_circuit_multiplier,market_circuit_source_rebalance_date,market_circuit_target_book
2019-09-10,HD,0.33,HOME DEPOT INC,Consumer Discretionary,core_compounder,normal,1.0,2019-08-30,True
2019-09-10,RMD,0.33,RESMED INC,Health Care,future_winner,normal,1.0,2019-08-30,True
2019-09-24,HD,0.198,HOME DEPOT INC,Consumer Discretionary,core_compounder,caution,0.6,2019-08-30,True
2019-09-24,RMD,0.198,RESMED INC,Health Care,future_winner,caution,0.6,2019-08-30,True
2019-09-30,MLM,0.198,MARTIN MARIETTA MATERIALS INC,Materials,early_scout,caution,0.6,2019-09-30,True
2019-09-30,SHW,0.198,SHERWIN WILLIAMS,Materials,future_winner,caution,0.6,2019-09-30,True
2019-10-02,MLM,0.0825,MARTIN MARIETTA MATERIALS INC,Materials,early_scout,crisis,0.25,2019-09-30,True
2019-10-02,SHW,0.0825,SHERWIN WILLIAMS,Materials,future_winner,crisis,0.25,2019-09-30,True
2019-10-15,MLM,0.198,MARTIN MARIETTA MATERIALS INC,Materials,early_scout,caution,0.6,2019-09-30,True
2019-10-15,SHW,0.198,SHERWIN WILLIAMS,Materials,future_winner,caution,0.6,2019-09-30,True
2019-10-16,MLM,0.33,MARTIN MARIETTA MATERIALS INC,Materials,early_scout,normal,1.0,2019-09-30,True
2019-10-16,SHW,0.33,SHERWIN WILLIAMS,Materials,future_winner,normal,1.0,2019-09-30,True
2019-10-31,BKNG,0.33,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,normal,1.0,2019-10-31,True
2019-10-31,ORLY,0.33,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,normal,1.0,2019-10-31,True
2019-11-29,AAPL,0.33,APPLE INC,Information Technology,core_compounder,normal,1.0,2019-11-29,True
2019-11-29,BABA,0.33,Alibaba Group,Internet,future_winner,normal,1.0,2019-11-29,True
2019-12-31,BABA,0.33,Alibaba Group,Internet,future_winner,normal,1.0,2019-12-31,True
2019-12-31,RMD,0.33,RESMED INC,Health Care,future_winner,normal,1.0,2019-12-31,True
2020-01-31,BABA,0.33,Alibaba Group,Internet,future_winner,normal,1.0,2020-01-31,True
2020-01-31,GOOG,0.33,ALPHABET INC CLASS C,Communication,future_winner,normal,1.0,2020-01-31,True
2020-02-25,BABA,0.198,Alibaba Group,Internet,future_winner,caution,0.6,2020-01-31,True
2020-02-25,GOOG,0.198,ALPHABET INC CLASS C,Communication,future_winner,caution,0.6,2020-01-31,True
2020-02-27,BABA,0.0825,Alibaba Group,Internet,future_winner,crisis,0.25,2020-01-31,True
2020-02-27,GOOG,0.0825,ALPHABET INC CLASS C,Communication,future_winner,crisis,0.25,2020-01-31,True
2020-02-28,BABA,0.0825,Alibaba Group,Internet,future_winner,crisis,0.25,2020-02-28,True
2020-02-28,JD,0.0825,JD.com,Internet,early_scout,crisis,0.25,2020-02-28,True
2020-03-26,BABA,0.198,Alibaba Group,Internet,future_winner,caution,0.6,2020-02-28,True
2020-03-26,JD,0.198,JD.com,Internet,early_scout,caution,0.6,2020-02-28,True
2020-03-27,BABA,0.0825,Alibaba Group,Internet,future_winner,crisis,0.25,2020-02-28,True
2020-03-27,JD,0.0825,JD.com,Internet,early_scout,crisis,0.25,2020-02-28,True
2020-03-30,BABA,0.198,Alibaba Group,Internet,future_winner,caution,0.6,2020-02-28,True
2020-03-30,JD,0.198,JD.com,Internet,early_scout,caution,0.6,2020-02-28,True
2020-03-31,QGEN,0.0825,QIAGEN NV,Health Care,early_scout,crisis,0.25,2020-03-31,True
2020-03-31,VRTX,0.0825,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,crisis,0.25,2020-03-31,True
2020-04-02,QGEN,0.198,QIAGEN NV,Health Care,early_scout,caution,0.6,2020-03-31,True
2020-04-02,VRTX,0.198,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,caution,0.6,2020-03-31,True
2020-04-03,QGEN,0.0825,QIAGEN NV,Health Care,early_scout,crisis,0.25,2020-03-31,True
2020-04-03,VRTX,0.0825,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,crisis,0.25,2020-03-31,True
2020-04-06,QGEN,0.198,QIAGEN NV,Health Care,early_scout,caution,0.6,2020-03-31,True
2020-04-06,VRTX,0.198,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,caution,0.6,2020-03-31,True
2020-04-07,QGEN,0.0825,QIAGEN NV,Health Care,early_scout,crisis,0.25,2020-03-31,True
2020-04-07,VRTX,0.0825,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,crisis,0.25,2020-03-31,True
2020-04-08,QGEN,0.198,QIAGEN NV,Health Care,early_scout,caution,0.6,2020-03-31,True
2020-04-08,VRTX,0.198,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,caution,0.6,2020-03-31,True
2020-04-09,QGEN,0.33,QIAGEN NV,Health Care,early_scout,normal,1.0,2020-03-31,True
2020-04-09,VRTX,0.33,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,normal,1.0,2020-03-31,True
2020-04-13,QGEN,0.198,QIAGEN NV,Health Care,early_scout,caution,0.6,2020-03-31,True
2020-04-13,VRTX,0.198,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,caution,0.6,2020-03-31,True
2020-04-14,QGEN,0.33,QIAGEN NV,Health Care,early_scout,normal,1.0,2020-03-31,True
2020-04-14,VRTX,0.33,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,normal,1.0,2020-03-31,True
2020-04-30,GILD,0.33,GILEAD SCIENCES INC,Health Care,future_winner,normal,1.0,2020-04-30,True
2020-04-30,ZTO,0.33,ZTO Express,Industrials,early_scout,normal,1.0,2020-04-30,True
2020-05-29,ABT,0.33,ABBOTT LABORATORIES,Health Care,future_winner,normal,1.0,2020-05-29,True
2020-05-29,CDNS,0.33,CADENCE DESIGN SYSTEMS INC,Information Technology,future_winner,normal,1.0,2020-05-29,True
2020-06-30,CDNS,0.33,CADENCE DESIGN SYSTEMS INC,Information Technology,future_winner,normal,1.0,2020-06-30,True
2020-06-30,MELI,0.33,MercadoLibre,Internet,future_winner,normal,1.0,2020-06-30,True
2020-07-31,CTAS,0.33,CINTAS CORP,Industrials,early_scout,normal,1.0,2020-07-31,True
2020-07-31,MELI,0.33,MercadoLibre,Internet,future_winner,normal,1.0,2020-07-31,True
2020-08-31,CTAS,0.33,CINTAS CORP,Industrials,future_winner,normal,1.0,2020-08-31,True
2020-08-31,HD,0.33,HOME DEPOT INC,Consumer Discretionary,core_compounder,normal,1.0,2020-08-31,True
2020-09-11,CTAS,0.198,CINTAS CORP,Industrials,future_winner,caution,0.6,2020-08-31,True
2020-09-11,HD,0.198,HOME DEPOT INC,Consumer Discretionary,core_compounder,caution,0.6,2020-08-31,True
2020-09-30,ENTG,0.198,ENTEGRIS INC,Information Technology,future_winner,caution,0.6,2020-09-30,True
2020-09-30,HD,0.198,HOME DEPOT INC,Consumer Discretionary,core_compounder,caution,0.6,2020-09-30,True
2020-10-01,ENTG,0.33,ENTEGRIS INC,Information Technology,future_winner,normal,1.0,2020-09-30,True
2020-10-01,HD,0.33,HOME DEPOT INC,Consumer Discretionary,core_compounder,normal,1.0,2020-09-30,True
2020-10-02,ENTG,0.198,ENTEGRIS INC,Information Technology,future_winner,caution,0.6,2020-09-30,True
2020-10-02,HD,0.198,HOME DEPOT INC,Consumer Discretionary,core_compounder,caution,0.6,2020-09-30,True
2020-10-05,ENTG,0.33,ENTEGRIS INC,Information Technology,future_winner,normal,1.0,2020-09-30,True
2020-10-05,HD,0.33,HOME DEPOT INC,Consumer Discretionary,core_compounder,normal,1.0,2020-09-30,True
2020-10-06,ENTG,0.198,ENTEGRIS INC,Information Technology,future_winner,caution,0.6,2020-09-30,True
2020-10-06,HD,0.198,HOME DEPOT INC,Consumer Discretionary,core_compounder,caution,0.6,2020-09-30,True
2020-10-07,ENTG,0.33,ENTEGRIS INC,Information Technology,future_winner,normal,1.0,2020-09-30,True
2020-10-07,HD,0.33,HOME DEPOT INC,Consumer Discretionary,core_compounder,normal,1.0,2020-09-30,True
2020-10-26,ENTG,0.198,ENTEGRIS INC,Information Technology,future_winner,caution,0.6,2020-09-30,True
2020-10-26,HD,0.198,HOME DEPOT INC,Consumer Discretionary,core_compounder,caution,0.6,2020-09-30,True
2020-10-30,GOOG,0.0825,ALPHABET INC CLASS C,Communication,future_winner,crisis,0.25,2020-10-30,True
2020-10-30,GOOGL,0.0825,ALPHABET INC CLASS A,Communication,future_winner,crisis,0.25,2020-10-30,True
2020-11-05,GOOG,0.198,ALPHABET INC CLASS C,Communication,future_winner,caution,0.6,2020-10-30,True
2020-11-05,GOOGL,0.198,ALPHABET INC CLASS A,Communication,future_winner,caution,0.6,2020-10-30,True
2020-11-06,GOOG,0.33,ALPHABET INC CLASS C,Communication,future_winner,normal,1.0,2020-10-30,True
2020-11-06,GOOGL,0.33,ALPHABET INC CLASS A,Communication,future_winner,normal,1.0,2020-10-30,True
2020-11-30,GOOG,0.33,ALPHABET INC CLASS C,Communication,future_winner,normal,1.0,2020-11-30,True
2020-11-30,GOOGL,0.33,ALPHABET INC CLASS A,Communication,future_winner,normal,1.0,2020-11-30,True
2020-12-31,GOOG,0.33,ALPHABET INC CLASS C,Communication,future_winner,normal,1.0,2020-12-31,True
2020-12-31,KEYS,0.33,KEYSIGHT TECHNOLOGIES INC,Information Technology,early_scout,normal,1.0,2020-12-31,True
2021-01-29,GOOG,0.33,ALPHABET INC CLASS C,Communication,future_winner,normal,1.0,2021-01-29,True
2021-01-29,GOOGL,0.33,ALPHABET INC CLASS A,Communication,future_winner,normal,1.0,2021-01-29,True
2021-02-25,GOOG,0.198,ALPHABET INC CLASS C,Communication,future_winner,caution,0.6,2021-01-29,True
2021-02-25,GOOGL,0.198,ALPHABET INC CLASS A,Communication,future_winner,caution,0.6,2021-01-29,True
2021-02-26,GOOG,0.198,ALPHABET INC CLASS C,Communication,future_winner,caution,0.6,2021-02-26,True
2021-02-26,LPX,0.198,LOUISIANA PACIFIC CORP,Materials,early_scout,caution,0.6,2021-02-26,True
2021-03-04,GOOG,0.0825,ALPHABET INC CLASS C,Communication,future_winner,crisis,0.25,2021-02-26,True
2021-03-04,LPX,0.0825,LOUISIANA PACIFIC CORP,Materials,early_scout,crisis,0.25,2021-02-26,True
2021-03-17,GOOG,0.198,ALPHABET INC CLASS C,Communication,future_winner,caution,0.6,2021-02-26,True
2021-03-17,LPX,0.198,LOUISIANA PACIFIC CORP,Materials,early_scout,caution,0.6,2021-02-26,True
2021-03-22,GOOG,0.33,ALPHABET INC CLASS C,Communication,future_winner,normal,1.0,2021-02-26,True
2021-03-22,LPX,0.33,LOUISIANA PACIFIC CORP,Materials,early_scout,normal,1.0,2021-02-26,True
2021-03-23,GOOG,0.198,ALPHABET INC CLASS C,Communication,future_winner,caution,0.6,2021-02-26,True
2021-03-23,LPX,0.198,LOUISIANA PACIFIC CORP,Materials,early_scout,caution,0.6,2021-02-26,True
2021-03-31,MCO,0.198,MOODYS CORP,Financials,future_winner,caution,0.6,2021-03-31,True
2021-03-31,NDAQ,0.198,NASDAQ INC,Financials,early_scout,caution,0.6,2021-03-31,True
2021-04-01,MCO,0.33,MOODYS CORP,Financials,future_winner,normal,1.0,2021-03-31,True
2021-04-01,NDAQ,0.33,NASDAQ INC,Financials,early_scout,normal,1.0,2021-03-31,True
2021-04-30,GOOG,0.33,ALPHABET INC CLASS C,Communication,future_winner,normal,1.0,2021-04-30,True
2021-04-30,ORLY,0.33,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,normal,1.0,2021-04-30,True
2021-05-11,GOOG,0.198,ALPHABET INC CLASS C,Communication,future_winner,caution,0.6,2021-04-30,True
2021-05-11,ORLY,0.198,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,caution,0.6,2021-04-30,True
2021-05-12,GOOG,0.0825,ALPHABET INC CLASS C,Communication,future_winner,crisis,0.25,2021-04-30,True
2021-05-12,ORLY,0.0825,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,crisis,0.25,2021-04-30,True
2021-05-26,GOOG,0.198,ALPHABET INC CLASS C,Communication,future_winner,caution,0.6,2021-04-30,True
2021-05-26,ORLY,0.198,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,caution,0.6,2021-04-30,True
2021-05-27,GOOG,0.33,ALPHABET INC CLASS C,Communication,future_winner,normal,1.0,2021-04-30,True
2021-05-27,ORLY,0.33,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,normal,1.0,2021-04-30,True
2021-05-28,FTNT,0.33,FORTINET INC,Information Technology,early_scout,normal,1.0,2021-05-28,True
2021-05-28,NDAQ,0.33,NASDAQ INC,Financials,early_scout,normal,1.0,2021-05-28,True
2021-06-03,FTNT,0.198,FORTINET INC,Information Technology,early_scout,caution,0.6,2021-05-28,True
2021-06-03,NDAQ,0.198,NASDAQ INC,Financials,early_scout,caution,0.6,2021-05-28,True
2021-06-14,FTNT,0.33,FORTINET INC,Information Technology,early_scout,normal,1.0,2021-05-28,True
2021-06-14,NDAQ,0.33,NASDAQ INC,Financials,early_scout,normal,1.0,2021-05-28,True
2021-06-30,SPGI,0.33,S&P GLOBAL INC,Financials,future_winner,normal,1.0,2021-06-30,True
2021-06-30,TROW,0.33,T ROWE PRICE GROUP INC,Financials,future_winner,normal,1.0,2021-06-30,True
2021-07-30,NDAQ,0.33,NASDAQ INC,Financials,future_winner,normal,1.0,2021-07-30,True
2021-07-30,TROW,0.33,T ROWE PRICE GROUP INC,Financials,future_winner,normal,1.0,2021-07-30,True
2021-08-31,DHR,0.33,DANAHER CORP,Health Care,core_compounder,normal,1.0,2021-08-31,True
2021-08-31,MCO,0.33,MOODYS CORP,Financials,future_winner,normal,1.0,2021-08-31,True
2021-09-20,DHR,0.198,DANAHER CORP,Health Care,core_compounder,caution,0.6,2021-08-31,True
2021-09-20,MCO,0.198,MOODYS CORP,Financials,future_winner,caution,0.6,2021-08-31,True
2021-09-30,ORLY,0.198,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,caution,0.6,2021-09-30,True
2021-09-30,RGEN,0.198,Repligen,Health Care,future_winner,caution,0.6,2021-09-30,True
2021-10-04,ORLY,0.0825,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,crisis,0.25,2021-09-30,True
2021-10-04,RGEN,0.0825,Repligen,Health Care,future_winner,crisis,0.25,2021-09-30,True
2021-10-18,ORLY,0.198,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,caution,0.6,2021-09-30,True
2021-10-18,RGEN,0.198,Repligen,Health Care,future_winner,caution,0.6,2021-09-30,True
2021-10-19,ORLY,0.33,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,normal,1.0,2021-09-30,True
2021-10-19,RGEN,0.33,Repligen,Health Care,future_winner,normal,1.0,2021-09-30,True
2021-10-29,CPRT,0.33,COPART INC,Industrials,early_scout,normal,1.0,2021-10-29,True
2021-10-29,ODFL,0.33,OLD DOMINION FREIGHT LINE INC,Industrials,future_winner,normal,1.0,2021-10-29,True
2021-11-30,AZO,0.33,AUTOZONE INC,Consumer Discretionary,future_winner,normal,1.0,2021-11-30,True
2021-11-30,CTAS,0.33,CINTAS CORP,Industrials,future_winner,normal,1.0,2021-11-30,True
2021-12-17,AZO,0.198,AUTOZONE INC,Consumer Discretionary,future_winner,caution,0.6,2021-11-30,True
2021-12-17,CTAS,0.198,CINTAS CORP,Industrials,future_winner,caution,0.6,2021-11-30,True
2021-12-29,AZO,0.33,AUTOZONE INC,Consumer Discretionary,future_winner,normal,1.0,2021-11-30,True
2021-12-29,CTAS,0.33,CINTAS CORP,Industrials,future_winner,normal,1.0,2021-11-30,True
2021-12-31,FDS,0.33,FACTSET RESEARCH SYSTEMS INC,Financials,future_winner,normal,1.0,2021-12-31,True
2021-12-31,STE,0.33,STERIS,Health Care,future_winner,normal,1.0,2021-12-31,True
2022-01-05,FDS,0.198,FACTSET RESEARCH SYSTEMS INC,Financials,future_winner,caution,0.6,2021-12-31,True
2022-01-05,STE,0.198,STERIS,Health Care,future_winner,caution,0.6,2021-12-31,True
2022-01-07,FDS,0.0825,FACTSET RESEARCH SYSTEMS INC,Financials,future_winner,crisis,0.25,2021-12-31,True
2022-01-07,STE,0.0825,STERIS,Health Care,future_winner,crisis,0.25,2021-12-31,True
2022-01-31,AAPL,0.0825,APPLE INC,Information Technology,core_compounder,crisis,0.25,2022-01-31,True
2022-01-31,ATO,0.0825,ATMOS ENERGY CORP,Utilities,early_scout,crisis,0.25,2022-01-31,True
2022-02-09,AAPL,0.198,APPLE INC,Information Technology,core_compounder,caution,0.6,2022-01-31,True
2022-02-09,ATO,0.198,ATMOS ENERGY CORP,Utilities,early_scout,caution,0.6,2022-01-31,True
2022-02-10,AAPL,0.0825,APPLE INC,Information Technology,core_compounder,crisis,0.25,2022-01-31,True
2022-02-10,ATO,0.0825,ATMOS ENERGY CORP,Utilities,early_scout,crisis,0.25,2022-01-31,True
2022-02-28,BYD,0.0825,BOYD GAMING CORP,Consumer Discretionary,early_scout,crisis,0.25,2022-02-28,True
2022-02-28,FCX,0.0825,FREEPORT MCMORAN INC,Materials,future_winner,crisis,0.25,2022-02-28,True
2022-03-18,BYD,0.198,BOYD GAMING CORP,Consumer Discretionary,early_scout,caution,0.6,2022-02-28,True
2022-03-18,FCX,0.198,FREEPORT MCMORAN INC,Materials,future_winner,caution,0.6,2022-02-28,True
2022-03-21,BYD,0.33,BOYD GAMING CORP,Consumer Discretionary,early_scout,normal,1.0,2022-02-28,True
2022-03-21,FCX,0.33,FREEPORT MCMORAN INC,Materials,future_winner,normal,1.0,2022-02-28,True
2022-03-31,OKE,0.33,ONEOK INC,Energy,future_winner,normal,1.0,2022-03-31,True
2022-03-31,STLD,0.33,STEEL DYNAMICS INC,Materials,future_winner,normal,1.0,2022-03-31,True
2022-04-08,OKE,0.198,ONEOK INC,Energy,future_winner,caution,0.6,2022-03-31,True
2022-04-08,STLD,0.198,STEEL DYNAMICS INC,Materials,future_winner,caution,0.6,2022-03-31,True
2022-04-14,OKE,0.0825,ONEOK INC,Energy,future_winner,crisis,0.25,2022-03-31,True
2022-04-14,STLD,0.0825,STEEL DYNAMICS INC,Materials,future_winner,crisis,0.25,2022-03-31,True
2022-04-29,FCX,0.0825,FREEPORT MCMORAN INC,Materials,future_winner,crisis,0.25,2022-04-29,True
2022-04-29,LYB,0.0825,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,future_winner,crisis,0.25,2022-04-29,True
2022-05-31,ETR,0.198,ENTERGY CORP,Utilities,early_scout,caution,0.6,2022-05-31,True
2022-05-31,UTHR,0.198,UNITED THERAPEUTICS CORP,Health Care,future_winner,caution,0.6,2022-05-31,True
2022-06-01,ETR,0.0825,ENTERGY CORP,Utilities,early_scout,crisis,0.25,2022-05-31,True
2022-06-01,UTHR,0.0825,UNITED THERAPEUTICS CORP,Health Care,future_winner,crisis,0.25,2022-05-31,True
2022-06-02,ETR,0.198,ENTERGY CORP,Utilities,early_scout,caution,0.6,2022-05-31,True
2022-06-02,UTHR,0.198,UNITED THERAPEUTICS CORP,Health Care,future_winner,caution,0.6,2022-05-31,True
2022-06-03,ETR,0.0825,ENTERGY CORP,Utilities,early_scout,crisis,0.25,2022-05-31,True
2022-06-03,UTHR,0.0825,UNITED THERAPEUTICS CORP,Health Care,future_winner,crisis,0.25,2022-05-31,True
2022-06-06,ETR,0.198,ENTERGY CORP,Utilities,early_scout,caution,0.6,2022-05-31,True
2022-06-06,UTHR,0.198,UNITED THERAPEUTICS CORP,Health Care,future_winner,caution,0.6,2022-05-31,True
2022-06-07,ETR,0.33,ENTERGY CORP,Utilities,early_scout,normal,1.0,2022-05-31,True
2022-06-07,UTHR,0.33,UNITED THERAPEUTICS CORP,Health Care,future_winner,normal,1.0,2022-05-31,True
2022-06-08,ETR,0.198,ENTERGY CORP,Utilities,early_scout,caution,0.6,2022-05-31,True
2022-06-08,UTHR,0.198,UNITED THERAPEUTICS CORP,Health Care,future_winner,caution,0.6,2022-05-31,True
2022-06-10,ETR,0.0825,ENTERGY CORP,Utilities,early_scout,crisis,0.25,2022-05-31,True
2022-06-10,UTHR,0.0825,UNITED THERAPEUTICS CORP,Health Care,future_winner,crisis,0.25,2022-05-31,True
2022-06-30,UTHR,0.0825,UNITED THERAPEUTICS CORP,Health Care,future_winner,crisis,0.25,2022-06-30,True
2022-06-30,VRTX,0.0825,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,crisis,0.25,2022-06-30,True
2022-07-05,UTHR,0.198,UNITED THERAPEUTICS CORP,Health Care,future_winner,caution,0.6,2022-06-30,True
2022-07-05,VRTX,0.198,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,caution,0.6,2022-06-30,True
2022-07-06,UTHR,0.0825,UNITED THERAPEUTICS CORP,Health Care,future_winner,crisis,0.25,2022-06-30,True
2022-07-06,VRTX,0.0825,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,crisis,0.25,2022-06-30,True
2022-07-07,UTHR,0.198,UNITED THERAPEUTICS CORP,Health Care,future_winner,caution,0.6,2022-06-30,True
2022-07-07,VRTX,0.198,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,caution,0.6,2022-06-30,True
2022-07-08,UTHR,0.0825,UNITED THERAPEUTICS CORP,Health Care,future_winner,crisis,0.25,2022-06-30,True
2022-07-08,VRTX,0.0825,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,crisis,0.25,2022-06-30,True
2022-07-15,UTHR,0.198,UNITED THERAPEUTICS CORP,Health Care,future_winner,caution,0.6,2022-06-30,True
2022-07-15,VRTX,0.198,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,caution,0.6,2022-06-30,True
2022-07-19,UTHR,0.33,UNITED THERAPEUTICS CORP,Health Care,future_winner,normal,1.0,2022-06-30,True
2022-07-19,VRTX,0.33,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,normal,1.0,2022-06-30,True
2022-07-29,ENPH,0.33,Enphase Energy,Information Technology,future_winner,normal,1.0,2022-07-29,True
2022-07-29,ORLY,0.33,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,normal,1.0,2022-07-29,True
2022-08-26,ENPH,0.0825,Enphase Energy,Information Technology,future_winner,crisis,0.25,2022-07-29,True
2022-08-26,ORLY,0.0825,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,crisis,0.25,2022-07-29,True
2022-08-31,BJ,0.0825,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,future_winner,crisis,0.25,2022-08-31,True
2022-08-31,FSLR,0.0825,FIRST SOLAR INC,Information Technology,early_scout,crisis,0.25,2022-08-31,True
2022-09-30,HUBB,0.0825,HUBBELL INC,Industrials,future_winner,crisis,0.25,2022-09-30,True
2022-09-30,ORLY,0.0825,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,crisis,0.25,2022-09-30,True
2022-10-24,HUBB,0.198,HUBBELL INC,Industrials,future_winner,caution,0.6,2022-09-30,True
2022-10-24,ORLY,0.198,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,caution,0.6,2022-09-30,True
2022-10-25,HUBB,0.33,HUBBELL INC,Industrials,future_winner,normal,1.0,2022-09-30,True
2022-10-25,ORLY,0.33,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,normal,1.0,2022-09-30,True
2022-10-26,HUBB,0.0825,HUBBELL INC,Industrials,future_winner,crisis,0.25,2022-09-30,True
2022-10-26,ORLY,0.0825,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,crisis,0.25,2022-09-30,True
2022-10-28,HUBB,0.198,HUBBELL INC,Industrials,future_winner,caution,0.6,2022-09-30,True
2022-10-28,ORLY,0.198,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,caution,0.6,2022-09-30,True
2022-10-31,FSLR,0.33,FIRST SOLAR INC,Information Technology,future_winner,normal,1.0,2022-10-31,True
2022-10-31,GILD,0.33,GILEAD SCIENCES INC,Health Care,future_winner,normal,1.0,2022-10-31,True
2022-11-01,FSLR,0.0825,FIRST SOLAR INC,Information Technology,future_winner,crisis,0.25,2022-10-31,True
2022-11-01,GILD,0.0825,GILEAD SCIENCES INC,Health Care,future_winner,crisis,0.25,2022-10-31,True
2022-11-10,FSLR,0.198,FIRST SOLAR INC,Information Technology,future_winner,caution,0.6,2022-10-31,True
2022-11-10,GILD,0.198,GILEAD SCIENCES INC,Health Care,future_winner,caution,0.6,2022-10-31,True
2022-11-15,FSLR,0.33,FIRST SOLAR INC,Information Technology,future_winner,normal,1.0,2022-10-31,True
2022-11-15,GILD,0.33,GILEAD SCIENCES INC,Health Care,future_winner,normal,1.0,2022-10-31,True
2022-11-30,CPRT,0.33,COPART INC,Industrials,early_scout,normal,1.0,2022-11-30,True
2022-11-30,CTAS,0.33,CINTAS CORP,Industrials,early_scout,normal,1.0,2022-11-30,True
2022-12-09,CPRT,0.0825,COPART INC,Industrials,early_scout,crisis,0.25,2022-11-30,True
2022-12-09,CTAS,0.0825,CINTAS CORP,Industrials,early_scout,crisis,0.25,2022-11-30,True
2022-12-30,GILD,0.0825,GILEAD SCIENCES INC,Health Care,future_winner,crisis,0.25,2022-12-30,True
