ticker,name,sector,score_rank,score,missed_winner_score,mom_1m,mom_3m,mom_6m,mom_12m,relative_strength_composite,entry_quality_score,future_winner_score,early_scout_score,portfolio_sleeve_label,diagnosis,policy_probe,production_activation_allowed
STX,Seagate Technology,Information Technology,18,5.293586777899648,5.534972,0.5628732388495232,0.8261558172874905,1.8504266545709052,7.3051562356926745,4.831045093326262,0.0,0.6758491102389502,0.7403272031283945,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
FLEX,FLEX LTD,Information Technology,107,2.3534546493893362,5.255486,0.8953472086394729,1.22210064373464,1.17851660305136,2.746244935725619,4.357409689831481,0.0,0.9387245839374362,0.9854652017461597,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
CIEN,CIENA CORP,Information Technology,28,4.69526118738623,5.130721,0.12460498965966438,1.0201605873340132,1.799193055439099,6.47354803273129,4.831045093326262,0.0,0.8532359853183923,0.9095655670638745,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
AMD,ADVANCED MICRO DEVICES INC,Information Technology,32,4.481085908592062,5.078991,0.9235547820125545,1.183793883658982,0.7757969269548461,3.5355719377552095,3.690350169450844,0.0,0.9832494388914166,0.9854652017461597,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
LITE,LUMENTUM HOLDINGS INC,Information Technology,17,5.418370296721155,5.071539,0.010814962988993537,0.6373485095431082,2.883136360012755,12.644323927240176,4.831045093326262,0.0,0.8270657994005907,0.6596193447041847,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
BE,Bloom Energy,Industrials,442,-0.028705845368864086,4.785914,0.630112975830643,0.825001754926115,0.8459090023292286,14.791287836435572,3.66051157834187,0.0,0.7935137720229529,0.7945453790814858,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
HIMX,Himax Technologies,Information Technology,515,-0.4462629060079216,4.519211,0.9614114128007281,1.2490519922510042,0.959251218613034,1.4786779015378189,3.857691479591184,0.0,0.8015540787806169,0.8801377302466568,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
MRVL,MARVELL TECHNOLOGY INC,Information Technology,9,5.8815710291826635,4.354466,0.4192876600728124,1.1202687598737118,0.8335590958732406,2.029478593597269,3.7153920480833484,0.0,0.9832494388914166,0.9483772959690626,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
RKLB,ROCKET LAB CORP,Industrials,153,1.8439608042130669,4.143571,0.5803117260505422,0.4583794478120189,0.8693726452255701,3.7317181197256977,3.6993764446640833,0.0,0.9832494388914166,0.9854652017461597,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,engine_likes_nonheld_name,ranking_mismatch",concentrated_or_alpha_sprint_replay,False
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,152,1.8593217870850085,4.094266,0.4528278839316904,0.5257557651790894,1.4043293859743913,2.1743847240372625,4.731442982995819,0.0,0.9832494388914166,0.9854652017461597,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
