portfolio,ticker,current_weight,target_weight,canonical_target_weight,replay_retention_weight,selected_vs_retained,lane,theme,sector,subindustry,leader_state,selection_reason,hold_reason,risk_reason,rs_spy_1m,rs_spy_3m,rs_spy_6m,rs_qqq_1m,rs_qqq_3m,rs_qqq_6m,rs_smh_soxx_if_applicable,valuation_flag,quality_flag,evidence_flag,top7_score,form4_score,etf_score,gate_status,is_new_buy_signal,is_replay_retention,data_pit_status,membership_pit_status
main,FLEX,0.1138381246311517,0.1141052395569537,0.1141052395569537,0.1138381246311517,replay_retained_holding,MARKET_LEADER,,Information Technology,Tech Hardware & Storage,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,green,0.6011394316295671,1.286805486153259,1.4375823190731305,0.5482416230045932,1.1752953805560946,1.3555312336624707,1.5508373747655102,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed
main,HPE,0.0569272510544748,0.0600666006233051,0.0600666006233051,0.0569272510544748,replay_retained_holding,MARKET_LEADER,,Information Technology,Communication Equipment,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,green,0.4577491951472441,0.9118157523254672,0.8793397758691748,0.4048513865222702,0.800305646728303,0.7972886904585152,0.9925948315615548,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,rejected,False,True,unknown_pit_available_from,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,MRVL,0.0535195215029778,0.044870436711056,0.044870436711056,0.0535195215029778,replay_retained_holding,MARKET_LEADER,,Information Technology,Semiconductors,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,vnext_score_and_risk_intact,green,0.2462194609091199,1.4049749075344315,1.1826084312333427,0.1933216522841461,1.2934648019372672,1.1005573458226832,1.2958634869257226,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,MU,0.062132610610674,0.0633954993350146,0.0633954993350146,0.062132610610674,replay_retained_holding,MARKET_LEADER,,Information Technology,Semiconductors,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,vnext_score_and_risk_intact,green,0.8097551492247308,1.249902400893235,2.996185003450585,0.756857340599757,1.1383922952960706,2.914133918039926,3.1094400591429654,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,NXT,0.066374893206735,0.08,0.08,0.066374893206735,replay_retained_holding,MARKET_LEADER,,Industrials,Tech Hardware & Storage,DUAL_LEADER,MARKET_LEADER|main_high_vol_new_entry_cap|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,green,0.3055891878999901,0.3823382655103047,0.5937956887731239,0.2526913792750163,0.2708281599131403,0.5117446033624644,0.7070507444655039,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:cycle_play_whitelist
main,ON,0.0363520522023094,0.044870436711056,0.044870436711056,0.0363520522023094,replay_retained_holding,MARKET_LEADER,,Information Technology,Semiconductors,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,vnext_score_and_risk_intact,green,0.1570102721253401,0.7086119512406861,1.287620714944399,0.1041124635003662,0.5971018456435218,1.2055696295337397,1.400875770636779,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,early_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed
main,QCOM,0.037226677736438,0.044870436711056,0.044870436711056,0.037226677736438,replay_retained_holding,MARKET_LEADER,,Information Technology,Semiconductors,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,green,0.5460036625369953,0.668829014238822,0.3973792770678019,0.4931058539120214,0.5573189086416577,0.3153281916571424,0.5106343327601819,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,RKLB,0.0681045972399698,0.0771797818207897,0.0771797818207897,0.0681045972399698,replay_retained_holding,MARKET_LEADER,,Industrials,Aerospace & Defense,DUAL_LEADER,MARKET_LEADER|main_high_vol_new_entry_cap|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,green,0.7997937873291283,0.9706427193772342,2.291585898405605,0.7468959787041545,0.8591326137800699,2.209534812994945,2.4048409540979843,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed
main,SNDK,0.1137270768088818,0.106242478584349,0.106242478584349,0.1137270768088818,replay_retained_holding,MARKET_LEADER,,Information Technology,Tech Hardware & Storage,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,vnext_score_and_risk_intact,green,0.5296130113305817,1.5619791863544024,6.478020426820356,0.4767152027056078,1.450469080757238,6.395969341409696,6.591275482512736,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
main,STM,0.0477992523151863,0.044870436711056,0.044870436711056,0.0477992523151863,replay_retained_holding,MARKET_LEADER,,Semiconductors,Semiconductors,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,vnext_score_and_risk_intact,green,0.2528303787114168,0.962294308086171,1.9204470415942732,0.1999325700864429,0.8507842024890067,1.8383959561836136,2.0337020972866533,missing_or_neutral,missing_or_neutral,positive_evidence,,0.0,0.0,adr_global_alpha_fallback,False,True,unknown_pit_available_from,unlabeled_or_proxy_source:adr_whitelist
main,UMC,0.071260577570305,0.0617817604023048,0.0617817604023048,0.071260577570305,replay_retained_holding,MARKET_LEADER,,Semiconductors,Semiconductors,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,new_candidate_cleared_vnext_gates,green,0.6765088735507074,1.0187529242224118,1.859935318537857,0.6236110649257336,0.9072428186252476,1.7778842331271978,1.9731903742302368,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,adr_global_alpha_fallback,False,True,pit_available_from_present,unlabeled_or_proxy_source:adr_whitelist
main,WDC,0.0688500395947679,0.0642211559128242,0.0642211559128242,0.0688500395947679,replay_retained_holding,MARKET_LEADER,,Information Technology,Tech Hardware & Storage,DUAL_LEADER,MARKET_LEADER|hold_forward_to_latest_close,vnext_score_and_risk_intact,green,0.2238715603135901,0.7943542140333961,2.1432904462832,0.1709737516886162,0.6828441084362318,2.061239360872541,2.25654550197558,missing_or_neutral,quality_support,positive_evidence,,0.0,0.0,future_relaxed,False,True,pit_available_from_present,unlabeled_or_proxy_source:current_constituents_proxy_static_seed+strategic_global_hardware
