horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-06-02,2026-07-02,-0.1307938022500914,-0.8185235544268838,-0.1598647805327721,-1.693652974227782,0.7991746617887173,762025.9238242507,662357.6558341384,0.04767089909296813,0.0521095463214106,main,portfolio
3M,completed,2026-04-02,2026-07-02,0.18116933589987894,0.9509312000234937,-0.1598647805327721,1.5041342325355624,0.5534886139271592,560764.3508028579,662357.6558341384,0.2552294743156413,0.0521095463214106,main,portfolio
6M,completed,2026-01-02,2026-07-02,0.5116018074340132,1.3019545645824375,-0.1598647805327721,1.9228503287769751,0.5040486752890834,438182.6302248932,662357.6558341384,0.1991768965359125,0.0521095463214106,main,portfolio
YTD,completed,2026-01-02,2026-07-02,0.5116018074340132,1.3019545645824375,-0.1598647805327721,1.9228503287769751,0.5040486752890834,438182.6302248932,662357.6558341384,0.1991768965359125,0.0521095463214106,main,portfolio
1Y,completed,2025-07-02,2026-07-02,1.2231321548991518,1.2243489934515939,-0.1598647805327721,2.1618232498803405,0.4109049260991652,297938.9481522681,662357.6558341384,0.17944894418378945,0.0521095463214106,main,portfolio
2Y,completed,2024-07-02,2026-07-02,1.5937094909281009,0.6110255178575204,-0.24264009639242912,1.576901176638152,0.34149080139144006,255370.795438285,662357.6558341384,0.2179945474266565,0.0521095463214106,main,portfolio
FULL,completed,2019-06-03,2026-07-02,5.631394697004076,0.3063048534576338,-0.2601966930283809,1.1302538647909188,0.26928852204962067,99882.1041572714,662357.6558341384,0.26388894898463366,0.0521095463214106,main,portfolio
1M,completed,2026-06-02,2026-07-02,-0.030453764596529376,-0.3137667065040476,-0.17572435783844087,0.12686020253107586,0.9957682564815787,1399224.0736369134,1356612.433080578,0.160431546812254,0.1706029164083393,concentrated,portfolio
3M,completed,2026-04-02,2026-07-02,0.1755396082523637,0.9138762994164777,-0.17572435783844087,1.318600565354688,0.6693375570184612,1154033.7931253626,1356612.433080578,0.35858821484931314,0.1706029164083393,concentrated,portfolio
6M,completed,2026-01-02,2026-07-02,0.7950836115003173,2.2563543508813177,-0.17572435783844087,2.355597273968551,0.5764062712685459,755737.7407878687,1356612.433080578,0.32039283797263535,0.1706029164083393,concentrated,portfolio
YTD,completed,2026-01-02,2026-07-02,0.7950836115003173,2.2563543508813177,-0.17572435783844087,2.355597273968551,0.5764062712685459,755737.7407878687,1356612.433080578,0.32039283797263535,0.1706029164083393,concentrated,portfolio
1Y,completed,2025-07-02,2026-07-02,2.7736536251193376,2.777087773604881,-0.17572435783844087,2.8678030200847964,0.5117591998806602,359495.7481127263,1356612.433080578,0.21464810517954064,0.1706029164083393,concentrated,portfolio
2Y,completed,2024-07-02,2026-07-02,3.7901579266754606,1.1898174513088384,-0.23268227718381962,2.154921655815559,0.4040103190259924,283208.28954842314,1356612.433080578,0.30138838913080496,0.1706029164083393,concentrated,portfolio
FULL,completed,2019-06-03,2026-07-02,12.571812104194018,0.44535736546002425,-0.23268227718381962,1.3543257573594543,0.31143792343912485,99958.09127517702,1356612.433080578,0.41541689424130623,0.1706029164083393,concentrated,portfolio
1M,completed,2026-06-02,2026-07-02,-0.016945468542716724,-0.18785720649990445,-0.04494652583696357,-1.091829787319298,0.17388626422428544,757.6182250976562,744.780029296875,,,SPY,benchmark
3M,completed,2026-04-02,2026-07-02,0.1385553432756943,0.683413007502591,-0.04494652583696357,3.9194924645038,0.13709975343837127,654.144775390625,744.780029296875,,,SPY,benchmark
6M,completed,2026-01-02,2026-07-02,0.09597617651623591,0.20314200277233407,-0.08884968175523733,1.3918600898849225,0.14100107558064914,679.55859375,744.780029296875,,,SPY,benchmark
YTD,completed,2026-01-02,2026-07-02,0.09597617651623591,0.20314200277233407,-0.08884968175523733,1.3918600898849225,0.14100107558064914,679.55859375,744.780029296875,,,SPY,benchmark
1Y,completed,2025-07-02,2026-07-02,0.21368749770614848,0.2138484992457561,-0.08884968175523733,1.6138975092719205,0.12539650880778405,613.6505737304688,744.780029296875,,,SPY,benchmark
2Y,completed,2024-07-02,2026-07-02,0.3887024889831092,0.17856474509261155,-0.18755234489427308,1.0567443176953089,0.1699192297051614,536.3135986328125,744.780029296875,,,SPY,benchmark
FULL,completed,2011-07-05,2026-07-02,6.246884898648456,0.14122748256189688,-0.337172709124672,0.8561642819334382,0.1719941334264713,102.7724380493164,744.780029296875,,,SPY,benchmark
1M,completed,2026-06-02,2026-07-02,-0.04392742512998837,-0.42126969159057914,-0.07031997684181479,-1.4647865936281725,0.3302628370791765,745.3408813476562,712.5999755859375,,,QQQ,benchmark
3M,completed,2026-04-02,2026-07-02,0.21949998699574702,1.2177419729696055,-0.07031997684181479,3.5376126555337213,0.2362760385817231,584.3378295898438,712.5999755859375,,,QQQ,benchmark
6M,completed,2026-01-02,2026-07-02,0.16499634043941658,0.3609433031566305,-0.11723576957706383,1.5611732731707249,0.21354675014159055,611.6757202148438,712.5999755859375,,,QQQ,benchmark
YTD,completed,2026-01-02,2026-07-02,0.16499634043941658,0.3609433031566305,-0.11723576957706383,1.5611732731707249,0.21354675014159055,611.6757202148438,712.5999755859375,,,QQQ,benchmark
