portfolio,variant,description,target_pass,score,cagr,max_dd,sharpe,avg_cash_weight,cagr_delta,max_dd_improvement,avg_cash_delta,cagr_gap,max_dd_gap,cash_action_count,estimated_cash_action_cost_usd,confirm_days,release_step,change_band,equity_drawdown_breaker_enabled
concentrated,late_dd_fast_release,Late drawdown breaker intended to avoid long cash lockups.,False,-17.87994521589259,0.39852558581292974,-0.2546246859132324,1.3009641878622815,0.44583281113676676,-0.048162616278092374,0.004101634108817809,0.021000130170937437,0.10147441418707026,0.0,114,12238.447956215257,1,0.3,0.04,True
concentrated,crisis_only_fast_reentry,Crisis-state floors only with faster confirmation and cash release.,False,-18.503259404171267,0.3958162069358697,-0.25539467932335025,1.3088213349128646,0.4453774200102464,-0.050871995155152394,0.003331640698699956,0.02054473904441706,0.10418379306413028,0.0,180,14621.78997735356,1,0.2,0.02,False
concentrated,crisis_only_confirm2,Daily crisis-state floors only; no account equity drawdown breaker.,False,-18.617950093358075,0.39622829724076647,-0.2565936848909298,1.3141624060278134,0.44934085225688064,-0.050459904850255644,0.002132635131120386,0.024508171291051317,0.10377170275923353,0.0,207,14477.43359589894,2,0.1,0.03,False
concentrated,balanced_lite_dd,Lower crisis floors plus a delayed portfolio drawdown breaker.,False,-27.559728042813667,0.352664173903245,-0.2528126202091706,1.2256059539837336,0.46880280892886117,-0.09402402818777711,0.0059136998128795915,0.043970127963031846,0.147335826096755,0.0,171,14719.812986088007,2,0.2,0.03,True
concentrated,workflow_default,Workflow command-line parameters.,False,-70.97023794859429,0.1589460531542577,-0.25132692216103103,0.8169049112836868,0.66114605678147,-0.2877421489367644,0.007399397861019175,0.23631337581564066,0.3410539468457423,0.0,262,11501.05867166477,2,0.1,0.03,True
concentrated,strong_dd_cap,Aggressive account drawdown defense; useful as an MDD lower-bound test.,False,-70.97023794859429,0.1589460531542577,-0.25132692216103103,0.8169049112836868,0.66114605678147,-0.2877421489367644,0.007399397861019175,0.23631337581564066,0.3410539468457423,0.0,262,11501.05867166477,2,0.1,0.03,True
