date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,held_days
2019-06-03,ELS,846.0,50.220008850097656,42486.12748718262,0.4257654829218012,50.220008850097656,0.0,0
2019-06-03,PEG,905.0,46.920223236083984,42462.802028656006,0.42553173191408816,46.920223236083984,0.0,0
2019-06-04,ELS,846.0,50.15309524536133,42429.51857757568,0.4253480587030134,50.220008850097656,-56.608909606933594,1
2019-06-04,PEG,905.0,46.94392395019531,42484.25117492676,0.4258967428458346,46.920223236083984,21.449146270751953,1
2019-06-05,ELS,846.0,51.533103942871094,43597.005935668945,0.4289558638749826,50.220008850097656,1110.8784484863281,2
2019-06-05,PEG,905.0,47.73422622680664,43199.47473526001,0.42504450950949485,46.920223236083984,736.6727066040039,2
2019-06-06,ELS,846.0,51.32402420043945,43420.12447357178,0.42677773600944185,50.220008850097656,933.9969863891602,3
2019-06-06,PEG,905.0,48.04487228393555,43480.60941696167,0.4273722443742972,46.920223236083984,1017.8073883056641,3
2019-06-07,ELS,846.0,51.42856216430664,43508.56359100342,0.4282153622621658,50.220008850097656,1022.4361038208008,4
2019-06-07,PEG,905.0,47.79793930053711,43257.135066986084,0.4257407791546373,46.920223236083984,794.3330383300781,4
2019-06-10,ELS,846.0,51.646034240722656,43692.54496765137,0.42967479771684886,50.220008850097656,1206.41748046875,7
2019-06-10,PEG,905.0,47.68644332885742,43156.23121261597,0.42440065988902925,46.920223236083984,693.4291839599609,7
2019-06-11,ELS,846.0,51.21529006958008,43328.135398864746,0.4291501486778369,50.220008850097656,842.0079116821289,8
2019-06-11,PEG,905.0,47.28819274902344,42795.81443786621,0.42387769424484883,46.920223236083984,333.0124092102051,8
2019-06-12,ELS,846.0,51.420204162597656,43501.49272155762,0.4276596971108187,50.220008850097656,1015.365234375,9
2019-06-12,PEG,905.0,47.93335723876953,43379.688301086426,0.42646224759112317,46.920223236083984,916.8862724304199,9
2019-06-13,ELS,846.0,51.8551139831543,43869.426429748535,0.4302693112425292,50.220008850097656,1383.298942565918,10
2019-06-13,PEG,905.0,47.78998947143555,43249.94047164917,0.4241934215350886,46.920223236083984,787.1384429931641,10
2019-06-14,ELS,846.0,51.867671966552734,43880.05048370361,0.4274279755086083,50.220008850097656,1393.922996520996,11
2019-06-14,PEG,905.0,48.554630279541016,43941.94040298462,0.42803083449831014,46.920223236083984,1479.1383743286133,11
2019-06-17,ELS,846.0,52.022396087646484,44010.947090148926,0.4283373540868825,50.220008850097656,1524.8196029663086,14
2019-06-17,PEG,905.0,48.506832122802734,43898.683071136475,0.42724474245177146,46.920223236083984,1435.8810424804688,14
2019-06-18,ELS,846.0,51.817481994628906,43837.589767456055,0.42830423444954246,50.220008850097656,1351.4622802734375,15
2019-06-18,PEG,905.0,48.259925842285156,43675.23288726807,0.4267179670556139,46.920223236083984,1212.4308586120605,15
2019-06-19,ELS,846.0,51.71293640136719,43749.14419555664,0.427930441896529,50.220008850097656,1263.0167083740234,16
2019-06-19,PEG,905.0,48.228065490722656,43646.399269104004,0.4269254466540399,46.920223236083984,1183.597240447998,16
2019-06-20,ELS,846.0,51.76729965209961,43795.13550567627,0.4264445157011812,50.220008850097656,1309.0080184936523,17
2019-06-20,PEG,905.0,48.690040588378906,44064.48673248291,0.42906725797935474,46.920223236083984,1601.6847038269043,17
2019-06-21,ELS,846.0,51.06056594848633,43197.23879241943,0.42332492004880307,50.220008850097656,711.1113052368164,18
2019-06-21,PEG,905.0,48.626312255859375,44006.812591552734,0.43125859297263475,46.920223236083984,1544.0105628967285,18
2019-06-24,ELS,846.0,50.94347381591797,43098.1788482666,0.4225554064702994,50.220008850097656,612.0513610839844,21
2019-06-24,PEG,905.0,48.68206787109375,44057.271423339844,0.43195881431102345,46.920223236083984,1594.469394683838,21
2019-06-25,ELS,846.0,50.28273391723633,42539.19289398193,0.42231430230474437,50.220008850097656,53.065406799316406,22
2019-06-25,PEG,905.0,47.90150451660156,43350.861587524414,0.4303722666123956,46.920223236083984,888.0595588684082,22
2019-06-26,ELS,846.0,49.831092834472656,42157.10453796387,0.42333812746780897,50.220008850097656,-329.02294921875,23
2019-06-26,PEG,905.0,47.05721664428711,42586.781063079834,0.42765290329392536,46.920223236083984,123.97903442382812,23
2019-06-27,ELS,846.0,50.30735397338867,42560.02146148682,0.4265537606132941,50.220008850097656,73.89397430419922,24
2019-06-27,PEG,905.0,46.82622528076172,42377.733879089355,0.42472680068435925,46.920223236083984,-85.06814956665039,24
2019-06-28,ELS,846.0,51.00513458251953,43150.34385681152,0.4298339587018088,50.220008850097656,664.2163696289062,25
2019-06-28,PEG,905.0,46.850120544433594,42399.3590927124,0.4223531665406007,46.920223236083984,-63.442935943603516,25
2019-07-01,ELS,846.0,51.358219146728516,43449.053398132324,0.4329242070671663,50.220008850097656,962.925910949707,28
2019-07-01,PEG,905.0,46.531517028808594,42111.02291107178,0.4195921378426781,46.920223236083984,-351.7791175842285,28
2019-07-01,VEEV,90.0,163.47000122070312,14712.300109863281,0.14659262656043345,163.47000122070312,0.0,0
2019-07-01,WRB,3.0,25.609556198120117,76.82866859436035,0.0007655170327063855,25.609556198120117,0.0,0
2019-07-02,ELS,846.0,51.82481384277344,43843.79251098633,0.43275829965485607,50.220008850097656,1357.665023803711,29
2019-07-02,PEG,905.0,46.83417510986328,42384.92847442627,0.418358643883035,46.920223236083984,-77.87355422973633,29
2019-07-02,VEEV,90.0,166.60000610351562,14994.000549316406,0.14799764826731618,163.47000122070312,281.700439453125,1
2019-07-02,WRB,3.0,25.702096939086914,77.10629081726074,0.000761074382386268,25.609556198120117,0.2776222229003906,1
2019-07-03,ELS,846.0,52.509986877441406,44423.44889831543,0.4327984956003518,50.220008850097656,1937.3214111328125,30
2019-07-03,PEG,905.0,47.4554557800293,42947.187480926514,0.41841591756096425,46.920223236083984,484.3854522705078,30
2019-07-03,VEEV,90.0,168.67999267578125,15181.199340820312,0.1479038750718258,163.47000122070312,468.89923095703125,2
2019-07-03,WRB,3.0,25.96813201904297,77.9043960571289,0.0007589889180229304,25.609556198120117,1.0757274627685547,2
2019-07-05,ELS,846.0,52.49736022949219,44412.76675415039,0.43224993776261045,50.220008850097656,1926.6392669677734,32
2019-07-05,PEG,905.0,47.44750213623047,42939.989433288574,0.41791604343882993,46.920223236083984,477.18740463256836,32
2019-07-05,VEEV,90.0,170.0500030517578,15304.500274658203,0.14895197427867188,163.47000122070312,592.2001647949219,4
2019-07-05,WRB,3.0,26.010549545288086,78.03164863586426,0.000759447738373881,25.609556198120117,1.2029800415039062,4
2019-07-08,ELS,846.0,53.237178802490234,45038.65326690674,0.43615095543925636,50.220008850097656,2552.525779724121,35
2019-07-08,PEG,905.0,47.54307174682617,43026.479930877686,0.41666521909146653,46.920223236083984,563.6779022216797,35
2019-07-08,VEEV,90.0,167.8699951171875,15108.299560546875,0.1463076448877039,163.47000122070312,395.99945068359375,7
2019-07-08,WRB,3.0,25.960424423217773,77.88127326965332,0.0007541964353615327,25.609556198120117,1.0526046752929688,7
2019-07-09,ELS,846.0,53.649139404296875,45387.171936035156,0.4355170998103197,50.220008850097656,2901.044448852539,36
2019-07-09,PEG,905.0,47.80592346191406,43264.36073303223,0.4151474548392774,46.920223236083984,801.5587043762207,36
2019-07-09,VEEV,90.0,171.91000366210938,15471.900329589844,0.14846215070623164,163.47000122070312,759.6002197265625,8
2019-07-09,WRB,3.0,26.137784957885742,78.41335487365723,0.0007524231064473728,25.609556198120117,1.584686279296875,8
2019-07-10,ELS,846.0,53.82567596435547,45536.52186584473,0.4350074868068649,50.220008850097656,3050.3943786621094,37
2019-07-10,PEG,905.0,47.9652214050293,43408.525371551514,0.41467887212602694,46.920223236083984,945.7233428955078,37
2019-07-10,VEEV,90.0,173.82000732421875,15643.800659179688,0.14944422915975147,163.47000122070312,931.5005493164062,9
2019-07-10,WRB,3.0,26.137784957885742,78.41335487365723,0.0007490777740157054,25.609556198120117,1.584686279296875,9
2019-07-11,ELS,846.0,52.95555114746094,44800.39627075195,0.42990783654894044,50.220008850097656,2314.268783569336,38
2019-07-11,PEG,905.0,48.07672119140625,43509.432678222656,0.4175196567262979,46.920223236083984,1046.6306495666504,38
2019-07-11,VEEV,90.0,175.64999389648438,15808.499450683594,0.15169950187171471,163.47000122070312,1096.1993408203125,10
2019-07-11,WRB,3.0,26.126222610473633,78.3786678314209,0.0007521273543062932,25.609556198120117,1.5499992370605469,10
