rebalance_date,ticker,action,reason,stage,score,bad_months,distribution_risk,theme_event_risk,theme_structural_growth
2019-04-30,NOW,enter,monster_scout,scout,1.3937867631100012,0,0.3672267736497565,0.35,1.0
2019-04-30,ALGN,enter,monster_scout,scout,1.3772401112756953,0,0.5299017883206816,0.35,0.35
2019-04-30,CDNS,enter,monster_scout,scout,1.354793679000251,0,0.4061825144742517,0.35,0.35
2019-05-31,NOW,hold,hold,confirm,0.9170761070524543,0,0.5259785323702689,0.35,1.0
2019-05-31,ALGN,trim,distribution_trim,scout,0.48369602051398125,0,0.8662343182848671,0.35,0.35
2019-05-31,CDNS,hold,watch_stale,scout,0.31653164934207384,1,0.5259785323702689,0.35,0.35
2019-05-31,SBAC,enter,monster_scout,scout,0.9853089032600114,0,0.5259785323702689,0.35,0.35
2019-05-31,BR,enter,monster_scout,scout,0.9642671936261531,0,0.5259785323702689,0.35,0.35
2019-05-31,SHOP,enter,monster_scout,scout,0.9384735551388381,0,0.5259785323702689,0.35,0.35
2019-06-28,NOW,hold,hold,confirm,0.8012636830528431,0,0.0516149525445256,0.35,1.0
2019-06-28,ALGN,trim,distribution_trim,scout,0.12426834544592602,1,0.8208819089262231,0.35,0.35
2019-06-28,CDNS,hold,hold,confirm,0.8187930439019371,0,0.1758975842089262,0.35,0.35
2019-06-28,SBAC,hold,hold,scout,0.6822886767622931,0,0.0516149525445256,0.35,0.35
2019-06-28,BR,hold,hold,confirm,0.8656081463715731,0,0.1619193449483991,0.35,0.35
2019-06-28,SHOP,hold,hold,confirm,0.7735126666075582,0,0.3594810912789117,0.35,0.35
2019-06-28,ADBE,enter,monster_scout,scout,1.1448186604120392,0,0.0516149525445256,0.15,1.0
2019-06-28,HEI,enter,monster_scout,scout,1.0821287080034718,0,0.5099217914555587,0.35,0.35
2019-07-31,NOW,hold,watch_stale,confirm,0.05311922659853491,1,0.2846848712565041,0.35,1.0
2019-07-31,ALGN,exit,failed_recovery_after_peak,scout,,,,,
2019-07-31,CDNS,hold,hold,confirm,0.5871166433404077,0,0.2846848712565041,0.35,0.35
2019-07-31,SBAC,hold,hold,confirm,0.8049039693809193,0,0.2846848712565041,0.35,0.35
2019-07-31,BR,hold,watch_stale,confirm,0.12751070942027376,1,0.2846848712565041,0.35,0.35
2019-07-31,SHOP,hold,hold,confirm,0.5213499421095262,0,0.3737253237911375,0.35,0.35
2019-07-31,ADBE,hold,hold,confirm,0.9003918798650045,0,0.2846848712565041,0.15,1.0
2019-07-31,HEI,hold,hold,confirm,0.9881118330749771,0,0.3527964194070758,0.35,0.35
2019-07-31,CTAS,enter,monster_scout,scout,1.0856833865210456,0,0.2846848712565041,0.35,0.35
2019-08-30,NOW,hold,watch_stale,confirm,0.16781699743198247,2,0.2296455592676155,0.35,1.0
2019-08-30,CDNS,hold,watch_stale,confirm,0.12343599972908181,1,0.2296455592676155,0.35,0.35
2019-08-30,SBAC,hold,hold,confirm,0.6550874383628796,0,0.2296455592676155,0.35,0.35
2019-08-30,BR,exit,stale_leader_review_exit,confirm,,,,,
2019-08-30,SHOP,hold,hold,confirm,0.7645997896743187,0,0.4277539063384763,0.35,0.35
2019-08-30,ADBE,hold,hold,confirm,0.4504291427019769,0,0.2296455592676155,0.15,1.0
2019-08-30,HEI,hold,hold,winner,0.9317420252564578,0,0.2296455592676155,0.35,0.35
2019-08-30,CTAS,hold,hold,confirm,1.0233141509185693,0,0.2296455592676155,0.35,0.35
2019-08-30,MU,enter,monster_scout,scout,1.3088274688160075,0,0.2296455592676155,0.15,1.0
2019-09-30,NOW,exit,stale_leader_review_exit,confirm,,,,,
2019-09-30,CDNS,exit,stale_leader_review_exit,confirm,,,,,
2019-09-30,SBAC,hold,watch_stale,confirm,-0.09631841839710459,1,0.1942480183164893,0.35,0.35
2019-09-30,SHOP,hold,watch_stale,confirm,-0.3588183674073462,1,0.1942480183164893,0.35,0.35
2019-09-30,ADBE,hold,watch_stale,confirm,-0.1675894557266383,1,0.1942480183164893,0.15,1.0
2019-09-30,HEI,hold,watch_stale,winner,-0.1645039534931478,1,0.1942480183164893,0.35,0.35
2019-09-30,CTAS,hold,hold,winner,0.9250961940391419,0,0.1942480183164893,0.35,0.35
2019-09-30,MU,hold,watch_stale,scout,0.33114983982873075,1,0.1942480183164893,0.15,1.0
2019-09-30,GMED,enter,monster_scout,scout,1.2252103871934819,0,0.8369773335905624,0.35,0.35
2019-09-30,SYY,enter,monster_scout,scout,1.1351090514345399,0,0.1942480183164893,0.35,0.35
2019-10-31,SBAC,exit,stale_leader_review_exit,confirm,,,,,
2019-10-31,SHOP,exit,stale_leader_review_exit,confirm,,,,,
2019-10-31,ADBE,hold,watch_stale,confirm,0.17210857205452568,2,0.0045461999719623,0.15,1.0
2019-10-31,HEI,exit,stale_leader_review_exit,winner,,,,,
2019-10-31,CTAS,hold,hold,winner,0.621323777512255,0,0.0045461999719623,0.35,0.35
2019-10-31,MU,hold,hold,confirm,0.7166175112128854,0,0.0144981506717888,0.15,1.0
2019-10-31,GMED,exit,missing_from_candidate_book,scout,,,,,
2019-10-31,SYY,hold,hold,confirm,1.2526509131615013,0,0.0045461999719623,0.35,0.35
2019-10-31,AAPL,enter,monster_scout,scout,1.3453335475363484,0,0.2353887910486537,0.35,0.35
2019-10-31,VST,enter,monster_scout,scout,1.115816459047559,0,0.0045461999719623,0.15,1.0
2019-10-31,NRG,enter,monster_scout,scout,1.0578611300121428,0,0.0045461999719623,0.15,1.0
2019-11-29,ADBE,hold,hold,confirm,0.6492274725216133,0,0.0887855024560437,0.15,1.0
2019-11-29,CTAS,hold,watch_stale,winner,-0.254622798396839,1,0.0887855024560437,0.35,0.35
2019-11-29,MU,hold,hold,confirm,0.7600575653575913,0,0.0887855024560437,0.15,1.0
2019-11-29,SYY,hold,hold,confirm,0.5773252604823492,0,0.0887855024560437,0.35,0.35
2019-11-29,AAPL,hold,hold,confirm,1.0658196275595937,0,0.2841160817568195,0.35,0.35
2019-11-29,VST,hold,watch_stale,scout,-0.13198580320224262,1,0.0887855024560437,0.15,1.0
2019-11-29,NRG,hold,hold,scout,0.5392296473087623,0,0.0887855024560437,0.15,1.0
2019-11-29,DPZ,enter,monster_scout,scout,1.243789935343244,0,0.0887855024560437,0.35,0.35
2019-12-31,ADBE,hold,hold,confirm,0.7794503557253483,0,0.2348553780376331,0.15,1.0
2019-12-31,CTAS,exit,stale_leader_review_exit,winner,,,,,
2019-12-31,MU,hold,hold,winner,1.020786873605965,0,0.2794544995518264,0.15,1.0
2019-12-31,SYY,hold,hold,confirm,0.675254165326283,0,0.2348553780376331,0.35,0.35
2019-12-31,AAPL,hold,hold,winner,0.8719413705263799,0,0.4638641767542403,0.35,0.35
2019-12-31,VST,hold,watch_stale,scout,-0.6389700719387513,2,0.2348553780376331,0.15,1.0
2019-12-31,NRG,hold,hold,scout,0.5287784995348962,0,0.2348553780376331,0.15,1.0
2019-12-31,DPZ,hold,hold,confirm,0.9182891481657701,0,0.2348553780376331,0.35,0.35
2019-12-31,UNH,enter,monster_scout,scout,1.2736927168305578,0,0.2348553780376331,0.35,0.35
2020-01-31,ADBE,hold,hold,winner,1.4705526473134862,0,0.5233173424357056,0.15,1.0
2020-01-31,MU,hold,hold,winner,0.6482744523753694,0,0.5233173424357056,0.15,1.0
2020-01-31,SYY,hold,watch_stale,confirm,0.01388845920161269,1,0.5233173424357056,0.35,0.35
2020-01-31,AAPL,hold,hold,winner,0.605860006799949,0,0.5233173424357056,0.35,0.35
2020-01-31,VST,exit,stale_leader_review_exit,scout,,,,,
2020-01-31,NRG,hold,watch_stale,scout,-0.3206656928993581,1,0.5233173424357056,0.15,1.0
2020-01-31,DPZ,hold,watch_stale,confirm,0.16176784296674013,1,0.5233173424357056,0.35,0.35
2020-01-31,UNH,hold,watch_stale,scout,0.13329660996215298,1,0.5233173424357056,0.35,0.35
2020-01-31,AMD,enter,monster_scout,scout,1.277626260136061,0,0.5233173424357056,0.15,1.0
2020-02-28,ADBE,hold,hold,winner,0.7423301478769928,0,0.574271932049267,0.15,1.0
2020-02-28,MU,hold,hold,winner,0.4951739429468331,0,0.574271932049267,0.15,1.0
2020-02-28,SYY,exit,stale_leader_review_exit,confirm,,,,,
2020-02-28,AAPL,hold,watch_stale,winner,-0.27170183667172754,1,0.574271932049267,0.35,0.35
2020-02-28,NRG,hold,watch_stale,scout,-0.29678200572498936,2,0.574271932049267,0.15,1.0
2020-02-28,DPZ,trim,distribution_trim,confirm,0.7579730218861955,0,0.70312887346883,0.35,0.35
2020-02-28,UNH,exit,stale_leader_review_exit,scout,,,,,
2020-02-28,AMD,hold,watch_stale,scout,0.24490841177642025,1,0.574271932049267,0.15,1.0
2020-02-28,XYZ,enter,monster_scout,scout,1.419155315336631,0,0.5743571727698136,0.35,0.35
2020-02-28,NOW,enter,monster_scout,scout,1.1010796129006128,0,0.574271932049267,0.35,1.0
2020-03-31,ADBE,hold,watch_stale,winner,0.2992704973696359,1,0.1666666666666666,0.15,1.0
2020-03-31,MU,hold,watch_stale,winner,-0.22593437537598843,1,0.1666666666666666,0.15,1.0
2020-03-31,AAPL,exit,stale_leader_review_exit,winner,,,,,
2020-03-31,NRG,exit,failed_scout_timeout,scout,,,,,
2020-03-31,DPZ,hold,hold,confirm,0.6647457016788773,0,0.3302455234779164,0.35,0.35
2020-03-31,AMD,hold,watch_stale,scout,0.10414269986423813,2,0.3177585400216487,0.15,1.0
2020-03-31,XYZ,hold,watch_stale,scout,0.14120837210506282,1,0.1666666666666666,0.35,0.35
2020-03-31,NOW,hold,hold,scout,0.5338433375800777,0,0.1666666666666666,0.35,1.0
2020-03-31,QGEN,enter,monster_scout,scout,1.3950614867124296,0,0.5261655134196546,0.35,0.35
2020-03-31,MASI,enter,monster_scout,scout,1.2332861615930384,0,0.3824122866427271,0.35,0.35
2020-04-30,ADBE,hold,hold,winner,0.9176922879782187,0,0.0452641079018015,0.15,1.0
2020-04-30,MU,hold,watch_stale,winner,-0.01128801623182718,2,0.0,0.15,1.0
2020-04-30,DPZ,hold,hold,winner,1.1475116148542803,0,0.2057385647438344,0.35,0.35
2020-04-30,AMD,hold,hold,confirm,0.5485359785557125,0,0.2020916420235743,0.15,1.0
2020-04-30,XYZ,exit,stale_leader_review_exit,scout,,,,,
2020-04-30,NOW,hold,hold,confirm,1.1452268515189454,0,0.3493303912963226,0.35,1.0
2020-04-30,QGEN,hold,hold,confirm,1.4807798253066917,0,0.16588005964566,0.35,0.35
2020-04-30,MASI,hold,hold,confirm,1.1505781920673066,0,0.3771144256168486,0.35,0.35
2020-04-30,AMZN,enter,monster_scout,scout,1.700709905413652,0,0.4546027689841795,0.35,0.85
2020-05-29,ADBE,hold,hold,monster,0.9800907966274588,0,0.0838618861838276,0.15,1.0
2020-05-29,MU,exit,stale_leader_review_exit,winner,,,,,
2020-05-29,DPZ,hold,hold,winner,0.6424715274077146,0,0.0970129484012363,0.35,0.35
2020-05-29,AMD,hold,hold,confirm,0.684906100044354,0,0.0221946364096716,0.15,1.0
2020-05-29,NOW,hold,hold,winner,1.1062504341806978,0,0.2891611232504559,0.35,1.0
2020-05-29,QGEN,hold,hold,winner,1.1736325705221362,0,0.0221946364096716,0.35,0.35
2020-05-29,MASI,hold,hold,winner,1.1469700878200364,0,0.2813229905258587,0.35,0.35
2020-05-29,AMZN,hold,hold,confirm,1.2801319411131056,0,0.0604324301507636,0.35,0.85
2020-05-29,CDNS,enter,monster_scout,scout,1.485805802970763,0,0.2277264459564968,0.35,0.35
2020-06-30,ADBE,hold,hold,monster,1.1017853076397892,0,0.2500943594431128,0.15,1.0
2020-06-30,DPZ,hold,watch_stale,winner,-0.25538854920793547,1,0.1781995084460573,0.35,0.35
2020-06-30,AMD,hold,watch_stale,confirm,-0.07779018685126371,1,0.1781995084460573,0.15,1.0
2020-06-30,NOW,hold,hold,monster,1.1731336049532453,0,0.1850612529387658,0.35,1.0
2020-06-30,QGEN,hold,hold,winner,0.44056349629578445,0,0.1781995084460573,0.35,0.35
