rebalance_date,source_rebalance_date,state,multiplier,stock_weight_sum
2020-04-30,2020-04-30,normal,1.0,0.8
2020-05-29,2020-05-29,normal,1.0,0.8
2020-06-30,2020-06-30,normal,1.0,0.8
2020-07-31,2020-07-31,normal,1.0,0.8
2020-08-31,2020-08-31,normal,1.0,0.8
2020-09-18,2020-08-31,caution,0.9,0.7200000000000001
2020-09-30,2020-09-30,caution,0.9,0.7200000000000001
2020-10-01,2020-09-30,normal,1.0,0.8
2020-10-02,2020-09-30,caution,0.9,0.7200000000000001
2020-10-05,2020-09-30,normal,1.0,0.8
2020-10-30,2020-10-30,crisis,0.7,0.5599999999999999
2020-11-05,2020-10-30,caution,0.9,0.7200000000000001
2020-11-06,2020-10-30,normal,1.0,0.8
2020-11-30,2020-11-30,normal,1.0,0.8
2020-12-31,2020-12-31,normal,1.0,0.8
2021-01-29,2021-01-29,normal,1.0,0.8
2021-02-26,2021-02-26,normal,1.0,0.8
2021-03-03,2021-02-26,caution,0.9,0.7200000000000001
2021-03-04,2021-02-26,crisis,0.7,0.5599999999999999
2021-03-17,2021-02-26,caution,0.9,0.7200000000000001
2021-03-22,2021-02-26,normal,1.0,0.8
2021-03-31,2021-03-31,normal,1.0,0.8
2021-04-30,2021-04-30,normal,1.0,0.8
2021-05-11,2021-04-30,caution,0.9,0.7200000000000001
2021-05-12,2021-04-30,crisis,0.7,0.5599999999999999
2021-05-26,2021-04-30,caution,0.9,0.7200000000000001
2021-05-27,2021-04-30,normal,1.0,0.8
2021-05-28,2021-05-28,normal,1.0,0.8
2021-06-30,2021-06-30,normal,1.0,0.8
2021-07-30,2021-07-30,normal,1.0,0.8
2021-08-31,2021-08-31,normal,1.0,0.8
2021-09-28,2021-08-31,caution,0.9,0.7200000000000001
2021-09-30,2021-09-30,caution,0.9,0.7200000000000001
2021-10-04,2021-09-30,crisis,0.7,0.5599999999999999
2021-10-18,2021-09-30,caution,0.9,0.7200000000000001
2021-10-19,2021-09-30,normal,1.0,0.8
2021-10-29,2021-10-29,normal,1.0,0.8
2021-11-30,2021-11-30,normal,1.0,0.8
2021-12-17,2021-11-30,caution,0.9,0.7200000000000001
2021-12-29,2021-11-30,normal,1.0,0.8
2021-12-31,2021-12-31,normal,1.0,0.8
2022-01-10,2021-12-31,caution,0.9,0.7200000000000001
2022-01-18,2021-12-31,crisis,0.7,0.5599999999999999
2022-01-31,2022-01-31,crisis,0.7,0.5599999999999999
2022-02-09,2022-01-31,caution,0.9,0.7200000000000001
2022-02-10,2022-01-31,crisis,0.7,0.5599999999999999
2022-02-28,2022-02-28,crisis,0.7,0.5599999999999999
2022-03-18,2022-02-28,caution,0.9,0.7200000000000001
2022-03-21,2022-02-28,crisis,0.7,0.5599999999999999
2022-03-22,2022-02-28,caution,0.9,0.7200000000000001
2022-03-23,2022-02-28,crisis,0.7,0.5599999999999999
2022-03-24,2022-02-28,caution,0.9,0.7200000000000001
2022-03-25,2022-02-28,crisis,0.7,0.5599999999999999
2022-03-28,2022-02-28,caution,0.9,0.7200000000000001
2022-03-29,2022-02-28,normal,1.0,0.8
2022-03-30,2022-02-28,crisis,0.7,0.5599999999999999
2022-03-31,2022-03-31,normal,1.0,0.8
2022-04-01,2022-03-31,crisis,0.7,0.5599999999999999
2022-04-04,2022-03-31,normal,1.0,0.8
2022-04-05,2022-03-31,crisis,0.7,0.5599999999999999
2022-04-07,2022-03-31,normal,1.0,0.8
2022-04-08,2022-03-31,crisis,0.7,0.5599999999999999
2022-04-29,2022-04-29,crisis,0.7,0.5599999999999999
2022-05-31,2022-05-31,caution,0.9,0.7200000000000001
2022-06-01,2022-05-31,crisis,0.7,0.5599999999999999
2022-06-02,2022-05-31,caution,0.9,0.7200000000000001
2022-06-03,2022-05-31,crisis,0.7,0.5599999999999999
2022-06-06,2022-05-31,caution,0.9,0.7200000000000001
2022-06-07,2022-05-31,crisis,0.7,0.5599999999999999
2022-06-08,2022-05-31,caution,0.9,0.7200000000000001
2022-06-09,2022-05-31,crisis,0.7,0.5599999999999999
2022-06-30,2022-06-30,crisis,0.7,0.5599999999999999
2022-07-05,2022-06-30,caution,0.9,0.7200000000000001
2022-07-06,2022-06-30,crisis,0.7,0.5599999999999999
2022-07-07,2022-06-30,caution,0.9,0.7200000000000001
2022-07-08,2022-06-30,crisis,0.7,0.5599999999999999
2022-07-15,2022-06-30,caution,0.9,0.7200000000000001
2022-07-18,2022-06-30,crisis,0.7,0.5599999999999999
2022-07-19,2022-06-30,normal,1.0,0.8
2022-07-20,2022-06-30,crisis,0.7,0.5599999999999999
2022-07-21,2022-06-30,normal,1.0,0.8
2022-07-22,2022-06-30,crisis,0.7,0.5599999999999999
2022-07-25,2022-06-30,caution,0.9,0.7200000000000001
2022-07-26,2022-06-30,crisis,0.7,0.5599999999999999
2022-07-27,2022-06-30,normal,1.0,0.8
2022-07-28,2022-06-30,crisis,0.7,0.5599999999999999
2022-07-29,2022-07-29,normal,1.0,0.8
2022-08-29,2022-07-29,crisis,0.7,0.5599999999999999
2022-08-31,2022-08-31,crisis,0.7,0.5599999999999999
2022-09-30,2022-09-30,crisis,0.7,0.5599999999999999
2022-10-24,2022-09-30,caution,0.9,0.7200000000000001
2022-10-25,2022-09-30,crisis,0.7,0.5599999999999999
2022-10-26,2022-09-30,caution,0.9,0.7200000000000001
2022-10-27,2022-09-30,crisis,0.7,0.5599999999999999
2022-10-28,2022-09-30,caution,0.9,0.7200000000000001
2022-10-31,2022-10-31,crisis,0.7,0.5599999999999999
2022-11-10,2022-10-31,caution,0.9,0.7200000000000001
2022-11-11,2022-10-31,crisis,0.7,0.5599999999999999
2022-11-15,2022-10-31,normal,1.0,0.8
2022-11-16,2022-10-31,crisis,0.7,0.5599999999999999
2022-11-17,2022-10-31,caution,0.9,0.7200000000000001
2022-11-18,2022-10-31,crisis,0.7,0.5599999999999999
2022-11-21,2022-10-31,caution,0.9,0.7200000000000001
2022-11-22,2022-10-31,crisis,0.7,0.5599999999999999
2022-11-23,2022-10-31,caution,0.9,0.7200000000000001
2022-11-25,2022-10-31,crisis,0.7,0.5599999999999999
2022-11-30,2022-11-30,normal,1.0,0.8
2022-12-05,2022-11-30,crisis,0.7,0.5599999999999999
2022-12-08,2022-11-30,normal,1.0,0.8
2022-12-09,2022-11-30,crisis,0.7,0.5599999999999999
2022-12-30,2022-12-30,crisis,0.7,0.5599999999999999
2023-01-11,2022-12-30,caution,0.9,0.7200000000000001
2023-01-12,2022-12-30,normal,1.0,0.8
2023-01-31,2023-01-31,normal,1.0,0.8
2023-02-28,2023-02-28,normal,1.0,0.8
2023-03-10,2023-02-28,caution,0.9,0.7200000000000001
2023-03-16,2023-02-28,normal,1.0,0.8
2023-03-31,2023-03-31,normal,1.0,0.8
2023-04-28,2023-04-28,normal,1.0,0.8
2023-05-31,2023-05-31,normal,1.0,0.8
2023-06-30,2023-06-30,normal,1.0,0.8
2023-07-31,2023-07-31,normal,1.0,0.8
2023-08-15,2023-07-31,caution,0.9,0.7200000000000001
2023-08-30,2023-07-31,normal,1.0,0.8
2023-08-31,2023-08-31,normal,1.0,0.8
2023-09-21,2023-08-31,crisis,0.7,0.5599999999999999
2023-09-29,2023-09-29,crisis,0.7,0.5599999999999999
2023-10-10,2023-09-29,caution,0.9,0.7200000000000001
2023-10-11,2023-09-29,normal,1.0,0.8
2023-10-13,2023-09-29,crisis,0.7,0.5599999999999999
2023-10-17,2023-09-29,caution,0.9,0.7200000000000001
2023-10-18,2023-09-29,crisis,0.7,0.5599999999999999
2023-10-31,2023-10-31,crisis,0.7,0.5599999999999999
2023-11-03,2023-10-31,caution,0.9,0.7200000000000001
2023-11-06,2023-10-31,normal,1.0,0.8
2023-11-30,2023-11-30,normal,1.0,0.8
2023-12-29,2023-12-29,normal,1.0,0.8
2024-01-31,2024-01-31,normal,1.0,0.8
2024-02-29,2024-02-29,normal,1.0,0.8
2024-03-28,2024-03-28,normal,1.0,0.8
2024-04-18,2024-03-28,caution,0.9,0.7200000000000001
2024-04-19,2024-03-28,crisis,0.7,0.5599999999999999
2024-04-30,2024-04-30,crisis,0.7,0.5599999999999999
2024-05-03,2024-04-30,caution,0.9,0.7200000000000001
2024-05-06,2024-04-30,normal,1.0,0.8
2024-05-31,2024-05-31,normal,1.0,0.8
2024-06-28,2024-06-28,normal,1.0,0.8
2024-07-25,2024-06-28,caution,0.9,0.7200000000000001
2024-07-31,2024-07-31,caution,0.9,0.7200000000000001
2024-08-05,2024-07-31,crisis,0.7,0.5599999999999999
2024-08-15,2024-07-31,caution,0.9,0.7200000000000001
2024-08-16,2024-07-31,normal,1.0,0.8
2024-08-30,2024-08-30,normal,1.0,0.8
2024-09-04,2024-08-30,crisis,0.7,0.5599999999999999
2024-09-19,2024-08-30,caution,0.9,0.7200000000000001
2024-09-20,2024-08-30,normal,1.0,0.8
2024-09-30,2024-09-30,normal,1.0,0.8
2024-10-31,2024-10-31,normal,1.0,0.8
2024-11-29,2024-11-29,normal,1.0,0.8
2024-12-31,2024-12-31,normal,1.0,0.8
2025-01-13,2024-12-31,caution,0.9,0.7200000000000001
2025-01-23,2024-12-31,normal,1.0,0.8
2025-01-31,2025-01-31,normal,1.0,0.8
2025-02-27,2025-01-31,crisis,0.7,0.5599999999999999
2025-02-28,2025-02-28,crisis,0.7,0.5599999999999999
2025-03-24,2025-02-28,caution,0.9,0.7200000000000001
2025-03-25,2025-02-28,crisis,0.7,0.5599999999999999
2025-03-31,2025-03-31,crisis,0.7,0.5599999999999999
2025-04-23,2025-03-31,caution,0.9,0.7200000000000001
2025-04-24,2025-03-31,crisis,0.7,0.5599999999999999
2025-04-25,2025-03-31,caution,0.9,0.7200000000000001
2025-04-28,2025-03-31,crisis,0.7,0.5599999999999999
2025-04-29,2025-03-31,caution,0.9,0.7200000000000001
2025-04-30,2025-04-30,crisis,0.7,0.5599999999999999
2025-05-01,2025-04-30,caution,0.9,0.7200000000000001
2025-05-02,2025-04-30,crisis,0.7,0.5599999999999999
2025-05-05,2025-04-30,normal,1.0,0.8
2025-05-06,2025-04-30,crisis,0.7,0.5599999999999999
2025-05-07,2025-04-30,normal,1.0,0.8
2025-05-08,2025-04-30,crisis,0.7,0.5599999999999999
2025-05-09,2025-04-30,normal,1.0,0.8
2025-05-30,2025-05-30,normal,1.0,0.8
2025-06-30,2025-06-30,normal,1.0,0.8
2025-07-31,2025-07-31,normal,1.0,0.8
2025-08-29,2025-08-29,normal,1.0,0.8
2025-09-30,2025-09-30,normal,1.0,0.8
2025-10-31,2025-10-31,normal,1.0,0.8
2025-11-20,2025-10-31,caution,0.9,0.7200000000000001
2025-11-28,2025-11-28,caution,0.9,0.7200000000000001
2025-12-02,2025-11-28,normal,1.0,0.8
2025-12-31,2025-12-31,normal,1.0,0.8
2026-01-30,2026-01-30,normal,1.0,0.8
2026-02-04,2026-01-30,crisis,0.7,0.5599999999999999
2026-02-27,2026-02-27,crisis,0.7,0.5599999999999999
2026-03-31,2026-03-31,crisis,0.7,0.5599999999999999
2026-04-08,2026-03-31,caution,0.9,0.7200000000000001
2026-04-09,2026-03-31,normal,1.0,0.8
