date,cash_usd,equity_usd,cash_weight
2019-06-03,4990.814866228102,99763.06936375618,0.050026677186831424
2019-07-01,5568.014207620614,110443.06047608375,0.05041524731041257
2019-08-01,5909.16144230841,113322.77030613898,0.052144519820199776
2019-09-03,5608.980510110861,112056.97227799417,0.05005472123765704
2019-10-01,5003.986156654362,100369.5961839676,0.04985559718186519
2019-11-01,5090.405170774469,99702.24018511773,0.05105607618568133
2019-12-02,4950.594021654142,99994.85956463814,0.04950848516822013
2020-01-02,5414.696334004409,107873.11009895802,0.050195051658723906
2020-02-03,5304.484536952976,108027.43069822312,0.049103125962249014
2020-03-02,5162.360937007674,106172.19484938026,0.04862253195698918
2020-04-01,4304.02376044632,87710.0214105928,0.04907106042419139
2020-05-01,4973.682387992143,100500.08302800298,0.049489336109367135
2020-06-01,6210.872892509695,125736.46591008782,0.049395955640673034
2020-07-01,7181.671327835324,143208.98193574548,0.05014819064252249
2020-08-03,8118.356215015665,160161.48697520854,0.05068856669813704
2020-09-01,9564.379315861479,200444.12734175564,0.047715936818414684
2020-10-01,9445.400188092011,191239.95627940062,0.04939030719235435
2020-11-02,9762.619896565702,176637.33167616013,0.0552692899282701
2020-12-01,9181.856852904588,186499.3383134759,0.049232651096441635
2021-01-04,11295.227052909155,192436.3659384072,0.05869590707467631
2021-02-01,10630.123997832547,215193.19803347706,0.049398048335054
2021-03-01,11446.77359978795,236276.25062768103,0.048446568664345054
2021-04-01,10510.443788195851,207194.58631291508,0.05072740545605994
2021-05-03,10396.38278962257,204142.11334992532,0.05092718312268013
2021-06-01,9577.55354985359,197687.14026555183,0.04844803529955528
2021-07-01,10590.260610605503,210399.31240084293,0.05033410275804245
2021-08-02,11018.077183004643,222141.64641213062,0.04959933160197814
2021-09-01,11328.16748182894,231886.6238645804,0.048852181695674186
2021-10-01,11733.615906282641,221103.59387259124,0.05306840879775125
2021-11-01,12317.824724565711,258068.38676680205,0.04773085490589922
2021-12-01,12575.495719143124,242554.62304610846,0.05184603600300203
2022-01-03,12483.592225357279,226288.110184952,0.0551668057820363
2022-02-01,52318.834603325115,209070.45276738761,0.2502449959370165
2022-03-01,50269.45604912395,198078.51608101482,0.25378550407033323
2022-04-01,50862.124997993655,202085.4956034624,0.2516861729542267
2022-05-02,48094.75790410631,189667.29870610827,0.253574328480471
2022-06-01,46690.30645177477,186825.03209874744,0.24991461758238231
2022-07-01,46498.66196271532,185398.61034223193,0.25080372434767595
2022-08-01,46366.18794200532,185012.07293269745,0.2506116882376218
2022-09-01,45094.864402996216,178172.02269767394,0.25309733660886896
2022-10-03,44716.42306715599,176731.35481459252,0.2530191833478991
2022-11-01,46972.158447691116,189053.21784252755,0.24845997853798352
2022-12-01,50682.70883928885,194428.75337969413,0.26067496683637165
2023-01-03,48320.60537356962,188700.48950976957,0.2560703763890762
2023-02-01,9568.209593244683,193556.34607929815,0.04943371678097643
2023-03-01,8822.329738927969,180009.33352692236,0.04901040166124771
2023-04-03,9167.271500726805,185910.86732592213,0.049310035677772264
2023-05-01,9008.871175495282,174814.74128123868,0.051533818655498734
2023-06-01,8569.93832007995,167419.78373328794,0.05118832511295375
2023-07-03,8341.566902729188,175444.19725093475,0.04754541349007053
2023-08-01,9119.925100856934,178166.72679000488,0.05118758853108458
2023-09-01,7939.112351175478,166794.6756865942,0.04759811617783894
2023-10-02,7490.151292434861,151516.40477143877,0.04943458963228234
2023-11-01,7803.259892612652,149711.28315463656,0.05212205605473755
2023-12-01,8391.282565532892,162284.5159487116,0.05170722860697858
2024-01-02,8720.488369995335,163785.93095880147,0.05324320788083366
2024-02-01,8721.0885687935,173168.3871852028,0.050361897518086465
2024-03-01,10327.390179511276,179564.9261368477,0.057513404213697605
2024-04-01,9351.885877295696,181605.89845053788,0.05149549633071401
2024-05-01,8278.52411889191,168536.47004937287,0.04912007541434035
2024-06-03,8771.24152023431,178090.08149368403,0.04925171265388737
2024-07-01,9162.918889924244,185664.26174728508,0.04935208749218658
2024-08-01,8643.355191069815,172779.6452873528,0.05002530927005263
2024-09-03,8920.246051713213,175975.44704048274,0.05069028777441396
2024-10-01,10647.032923470731,179614.70113636134,0.059277068392011134
2024-11-01,8800.675667506439,174523.73058388827,0.05042681380957657
2024-12-02,9850.247219840305,198829.56392363668,0.04954115990327994
2025-01-02,9386.976213651913,187028.86756916644,0.0501899858329648
2025-02-03,9906.086621853152,193970.28078231457,0.051070125701216953
2025-03-03,9324.503018156334,186860.01229550008,0.04990100826607344
2025-04-01,9342.570499244954,185685.7805326617,0.05031387149002299
2025-05-01,8898.20149856212,188205.06306319835,0.047279288631964955
2025-06-02,11175.931621185548,192855.50129281642,0.057949768330522775
2025-07-01,9780.268346229786,201003.96388761164,0.04865709191535286
2025-08-01,10658.355604778502,212830.1552721369,0.05007916096828532
2025-09-02,10554.265356327269,204879.8604338419,0.05151441109915908
2025-10-01,12346.876637340763,246448.0376938593,0.05009930999198379
2025-11-03,13953.699763942917,281585.4573323023,0.04955404975859955
2025-12-01,13912.349157596793,283633.59244372963,0.0490504281870522
2026-01-02,14534.012736774646,290714.37934444065,0.04999413090452824
2026-02-02,16263.44610328316,328942.0463230097,0.04944167607966121
2026-03-02,16232.084931112498,320638.3079802763,0.05062428451971184
2026-04-01,14270.5840496218,295115.76466409327,0.04835588524342259
2026-05-01,14678.051329923837,300149.64005978225,0.04890244521699356
2026-06-01,15259.013460756527,301542.2559229147,0.050603234409234144
