rebalance_date,regime_state,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,equity,drawdown
2023-04-28,neutral,0.05333865022865593,0.002665889764732887,0.5331779529465774,0.05067276046392304,0.12923087948263656,11,"BLDR,ELF,PEN,STLD,DKS,HD,ANET,PWR,CHH,CXT,CHDN",1.4866779481914114,-0.1179800831165303
2023-05-31,bull,0.08205034378355769,0.003315298340697347,0.6630596681394694,0.07873504544286034,0.1661540574207927,11,"AVGO,NOW,BLDR,CXT,ONTO,AAPL,EXP,ELF,ACLS,ON,CHRD",1.6037316040011607,-0.04853420487920235
2023-06-30,bull,0.015580432163169188,0.002153226082151047,0.4306452164302094,0.01342720608101814,0.19999999999999996,10,"AVGO,CXT,STLD,AN,BLDR,PANW,EXP,CHRD,EQT,LPX",1.625265238746726,-0.03575867756907569
2023-07-31,bull,-0.013405138727020163,0.0024008651534765607,0.48017303069531214,-0.015806003880496723,0.050000000000000044,12,"OGE,ON,STLD,AVGO,BLDR,ONTO,SAIA,EXP,ACLS,CHRD,AAPL,CELH",1.5995762900762587,-0.05099947965315421
2023-08-31,bull,-0.07096838792567402,0.0031847014761985817,0.6369402952397163,-0.0741530894018726,0.22544297192548424,10,"MTDR,EQT,FANG,EXP,CHRD,BLDR,AVGO,TRGP,CTRA,ONTO",1.4809627664331182,-0.12137080008085743
2023-09-29,bear,-0.022431642221335826,0.00191045509542733,0.382091019085466,-0.024342097316763157,0.3032471750936827,9,"EXP,FANG,BLDR,MA,UNH,CHRD,MLI,DINO,MTDR",1.4449130266501005,-0.14275847757063898
2023-10-31,bear,0.0442137290106478,0.00209155400455133,0.418310800910266,0.042122175006096475,0.36319916695067733,9,"CHRD,MA,SSD,LRCX,DINO,OGE,MTDR,STLD,FANG",1.5057759060272446,-0.10664960014037672
2023-11-30,neutral,0.013511003204275162,0.0028935838331241507,0.5787167666248302,0.01061741937115101,0.04999999999999993,12,"OGE,FICO,PANW,V,STLD,ELV,DECK,ANET,VRT,LRCX,MA,FANG",1.5217633603005107,-0.0971645242996817
2023-12-29,bull,0.043369388958531915,0.002236912777672515,0.447382555534503,0.0411324761808594,0.14057730646296684,11,"AVGO,OGE,FICO,DKS,ANET,VRT,BLDR,TOL,LRCX,DHI,ELV",1.584357255470976,-0.06002866560020359
2024-01-31,neutral,0.21625525246184082,0.0019503770197069465,0.3900754039413893,0.2143048754421339,0.2252186291999252,10,"SMCI,AVGO,FICO,BLDR,WING,PANW,ANET,URI,LRCX,ELV",1.9238927397605246,0.0
2024-02-29,neutral,0.029066846900096335,0.003322496849635318,0.6644993699270636,0.025744350050461016,0.04999999999999993,13,"MA,KNSL,SMCI,FOUR,SFM,DKS,BLDR,PR,EXPE,FLEX,FANG,AVGO,NVDA",1.97342210791246,0.0
2024-03-28,strong_bull,-0.04112337844272107,0.0028264676493347045,0.5652935298669409,-0.043949846092055773,0.12203815132025697,11,"OGE,SMCI,MA,NVDA,WSM,VRT,KNSL,FTAI,EXP,WING,FANG",1.8866905099950473,-0.04394984609205577
2024-04-30,neutral,0.023286656657435616,0.0026458429771240234,0.5291685954248047,0.020640813680311593,0.09290970131343224,13,"GE,MA,DKS,OGE,PWR,EXPE,FANG,SMCI,WFRD,TT,NVDA,VRT,AVGO",1.925633337284267,-0.024216192996208585
2024-05-31,neutral,-0.014369364294084325,0.00275291356988446,0.550582713976892,-0.017122277863968784,0.3606453060071938,11,"FSLR,NVDA,AVGO,DKS,GE,CMG,CROX,PWR,THC,FTAI,WSM",1.8926621082191644,-0.04092383447488879
2024-06-28,neutral,-0.02686471151776164,0.0018533661405030727,0.37067322810061454,-0.02871807765826471,0.132453686632644,10,"FSLR,NVDA,PLTR,AVGO,ANET,P,ACLS,CMG,CRS,AAPL",1.8383084908144713,-0.06846665827662979
2024-07-31,neutral,0.030485540603569436,0.002321256421527482,0.4642512843054964,0.028164284182041956,0.07775367038846182,11,"FCNCA,PLTR,NVDA,AVGO,FTAI,MLI,CRS,PHM,CORT,AAPL,DECK",1.890083133564031,-0.04223068851528544
2024-08-30,neutral,0.06679630016791628,0.0021475648206055026,0.4295129641211005,0.06464873534731078,0.13359848670354846,10,"AVGO,AXON,PLTR,CRS,FTAI,IRM,DECK,FCNCA,DUOL,LNG",2.012274617850228,0.0
2024-09-30,neutral,0.026653139520652024,0.0023771866995994408,0.4754373399198882,0.024275952821052584,0.07044659987861956,11,"CRS,BLDR,DUOL,AXON,PLTR,PHM,DECK,PANW,VST,LNG,HLNE",2.061124501536162,0.0
2024-10-31,neutral,0.1837553516665514,0.002223240754194132,0.4446481508388264,0.18153211091235727,0.16489792097748324,10,"DUOL,AXON,EXP,PLTR,PANW,HLNE,VST,ANET,CEG,CHH",2.4352847831532016,0.0
2024-11-29,bull,-0.06969150150778822,0.0016710579019531813,0.33421158039063625,-0.0713625594097414,0.2883573563871368,10,"DUOL,FICO,EXP,AXON,PLTR,TPL,APO,UAL,VST,HLI",2.261496628135792,-0.07136255940974146
2024-12-31,neutral,0.03799930130738126,0.0017084248132632968,0.34168496265265935,0.03629087649411796,0.2383157480271314,10,"DECK,DUOL,FICO,PLTR,WSM,V,ARES,AXON,APO,HLI",2.343568322959332,-0.037661492745466596
2025-01-31,neutral,-0.054627594781588566,0.0021052292559166465,0.4210458511833293,-0.056732824037505215,0.16696363633351063,11,"DUOL,JBL,WSM,DASH,PLTR,IBKR,FICO,APP,ARES,NOW,TMUS",2.210611073673009,-0.09225767394205353
2025-02-28,neutral,-0.06344729969797062,0.0038766589138955103,0.7753317827791021,-0.06732395861186613,0.09037531170394852,11,"DASH,SAN,UBER,NRG,HWM,ALSN,AVGO,NTNX,GE,FTNT,CEG",2.0617839852421147,-0.1533704807318177
2025-03-31,bear,0.012826881265005597,0.002277050339680616,0.45541006793612326,0.010549830925324981,0.4325814402420376,8,"UBER,FTI,NRG,FTNT,WH,JBL,TRGP,GE",2.0835354576909615,-0.1444386824471493
2025-04-30,bear,0.06741652584234013,0.001302191126899457,0.26043822537989136,0.06611433471544068,0.4761791511231849,9,"UBER,NRG,FTNT,BKNG,QGEN,DUOL,SEIC,GE,MELI",2.2212870183322306,-0.08787381512887671
2025-05-30,neutral,0.03879358704585547,0.0027818604433208806,0.5563720886641761,0.036011726602534586,0.057211154582802015,12,"NRG,NVDA,AXON,QGEN,PLTR,GE,CEG,ATI,ZS,SPGI,BKNG,EBAY",2.30127939914217,-0.055026576332284916
2025-06-30,bull,0.06274809845578352,0.0014007394444282531,0.2801478888856506,0.06134735901135527,0.12492632949664728,11,"NVDA,QGEN,NRG,CEG,ATI,GE,VRT,AXON,COIN,CW,BKNG",2.442456812626781,0.0
2025-07-31,bull,-0.01389803649700121,0.0018746234438673968,0.37492468877347934,-0.015772659940868607,0.19369158005370812,11,"NVDA,QGEN,VRT,ANET,COIN,BBVA,GE,ORCL,FTI,ARGX,AXON",2.4039327719009607,-0.01577265994086874
2025-08-29,bull,0.09238242139517688,0.0023570138352915003,0.47140276705830003,0.09002540755988539,0.3541229331878216,10,"ANET,NVDA,WDC,UBER,KGC,FLEX,INSM,APH,MLI,NRG",2.62034779943791,0.0
2025-09-30,neutral,0.12397641998049914,0.0010510142037748035,0.21020284075496068,0.12292540577672434,0.18125337204218805,10,"ANET,NVDA,LRCX,WDC,CIEN,UBER,APH,LITE,MLI,NRG",2.942455115959962,0.0
2025-10-31,neutral,-0.06363299030957055,0.0021791284404883066,0.4358256880976613,-0.06581211875005885,0.08568931886644027,10,"AMD,LRCX,MU,NVDA,UBER,WDC,P,NRG,GLW,TER",2.7488059104516864,-0.06581211875005899
2025-11-28,bull,0.11232546022097986,0.0027500139909883664,0.5500027981976733,0.10957544622999149,0.041666352768168435,12,"MU,WDC,LRCX,QGEN,APP,CIEN,FIS,NTRA,LITE,TER,GOOGL,CWEN",3.0500075446890684,0.0
2025-12-31,neutral,0.1069637073598474,0.0023349146026691663,0.4669829205338333,0.10462879275717822,0.09226830588901669,12,"FIS,RVMD,MU,NTRA,UI,MA,APP,EXPE,WDC,TER,LITE,LRCX",3.369126151990171,0.0
2026-01-30,neutral,-0.0018267939595589117,0.003349993609401732,0.6699987218803464,-0.005176787568960644,0.0736043735273414,10,"MU,QGEN,LRCX,WDC,MTSI,RGLD,GOOGL,GOOG,RVMD,FTI",3.351684901608288,-0.005176787568960672
2026-02-27,neutral,-0.11875094896710345,0.002890533567207583,0.5781067134415165,-0.12164148253431104,0.06469014325283406,12,"TPL,CW,SCCO,QGEN,WDC,UI,MU,XPO,RGLD,CIEN,GFS,LRCX",2.9439809811887896,-0.12618855798861817
2026-03-31,bear,0.05134332310454455,0.0028540626570051544,0.5708125314010308,0.048489260447539394,0.25,9,"COST,CW,TRGP,UI,FTI,TPL,WM,SPG,PBR",3.0867324417382553,-0.08381808739488827
