rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.1426429991379048,-0.24467573618036031,bear
2026-02-27,-0.12164148253431104,-0.12618855798861817,neutral
2020-02-28,-0.10834664500256588,-0.1946436475135731,bear
2021-12-31,-0.09674373935617465,-0.11363958203325031,bull
2019-08-30,-0.08344705748575318,-0.0834470574857532,neutral
2021-02-26,-0.07496918141390889,-0.09282810345645276,neutral
2023-08-31,-0.0741530894018726,-0.12137080008085743,bull
2024-11-29,-0.0713625594097414,-0.07136255940974146,bull
2025-02-28,-0.06732395861186613,-0.1533704807318177,neutral
2025-10-31,-0.06581211875005885,-0.06581211875005899,neutral
