rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.2393906157469908,-0.30989520100726564,
2022-05-31,-0.20469105259865306,-0.4871704748714024,
2021-12-31,-0.14957120586877704,-0.14957120586877704,
2019-04-30,-0.13860046165257112,-0.13860046165257112,
2022-03-31,-0.1382256148292642,-0.33682400991821815,
2023-04-28,-0.10520526237461811,-0.4462405868859476,
2020-09-30,-0.09613492712189944,-0.13737533351431275,
2022-01-31,-0.08961700690815697,-0.2257840889873305,
2025-02-28,-0.08957448245700786,-0.08957448245700783,
2022-11-30,-0.0841708625525721,-0.45339900959829016,
