rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month,regime_state,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,market_style_regime_label,regime_state_from_candidates,macro_snapshot_source,index_trend_damage_score,liquidity_drain_score,breadth_credit_stress_score,event_shock_score,cash_raise_confirmation_count,confirmed_cash_raise,macro_risk_score,macro_risk_state,macro_style_state,recommended_cash_floor,recommended_target_n,recommended_core_capacity,recommended_future_capacity,recommended_early_capacity,recommended_concentrated_capacity,recommended_tactical_capacity,recommended_monster_exception_capacity,cash_raise_gate,monster_exception_allowed,recommended_new_buy_policy,recommended_trim_policy,recommended_action,research_only,production_activation_allowed
2019-04-30,2019-05-31,balanced,0.35,0.3,0.35,0.0,0.1878976104526885,0.0,0.1878976104526885,1.0,0.8121023895473114,initial_rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,-0.0079110056986898,0.99208899430131,bull,0.2920235044971305,0.21265141076202557,0.4043545774025243,0.077674813027806,0.08888290211899208,0.1150456847752812,0.1515482839370708,0.13634936150380497,balanced,bull,regime_by_month,0.0,0.14873990691442152,0.0349536658625127,0.0,0,False,0.04417570990110792,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-05-31,2019-06-28,risk_off_alert,0.18,0.36,0.18,0.28,0.3088448476142963,0.2798623796626938,0.3088448476142963,0.7201376203373063,0.6911551523857037,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,-0.0079110056986898,0.0,1.036975739454934,bear,0.041851337107761795,0.200424716641594,0.4196229285435128,0.5907781509154044,0.3539780958902225,0.0,0.0,0.23854242622807964,cash_defense,bear,regime_by_month,0.73,0.18046630583967457,0.8658501679119319,0.0,2,True,0.6432866100423049,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2019-06-28,2019-07-31,balanced,0.35,0.3,0.35,0.0,0.0265160505009165,0.0,0.0265160505009165,1.0,0.9734839494990836,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,0.0,1.0439993481110768,neutral,0.32010137610884076,0.24923111386562088,0.34753435455015663,0.028630947181852606,0.1380033225547413,0.0,0.0,0.10658052966507453,balanced,neutral,regime_by_month,0.0,0.0632419631139113,0.012883926231833672,0.0,0,False,0.018387276024844558,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-07-31,2019-08-30,balanced,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,0.0,0.0,1.0542442950918822,neutral,0.19326951809486564,0.23734056417772745,0.5003791873943552,0.1761561265730259,0.15358770752885892,0.0897115828766273,0.0765660228961116,0.14416045006020442,quality_compounder,neutral,regime_by_month,0.0,0.1409312240159707,0.15927025695786168,0.0,0,False,0.06708685739556501,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-08-30,2019-09-30,balanced,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,0.0,1.0576197916796823,neutral,0.14833506861568013,0.157459666129097,0.533031336155985,0.4100200514497055,0.1433473009338629,0.0,0.0,0.2321614494621613,quality_compounder,neutral,regime_by_month,0.0,0.16410157008898707,0.26450902315236746,0.0,0,False,0.09392719715272027,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-09-30,2019-10-31,balanced,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,0.0,0.0,1.078830417292615,neutral,0.20276428363944407,0.30817500739854153,0.5116176002440458,0.0746219127956296,0.24772172135697398,0.466856674715964,0.42770555877832267,0.20666489274622804,quality_compounder,neutral,regime_by_month,0.0,0.3070833031431279,0.11357986075803332,0.0,0,False,0.09948679793738863,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-10-31,2019-11-29,growth_reentry_alert,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,rebalance,"core_compounder,early_scout,future_winner",1,16,0.0,-0.0041188620208444,1.0743868636598968,neutral,0.5561535559374439,0.41659204297513264,0.48546008924909595,0.011230382130235,0.4135470604384409,0.3249096942471593,0.41485735897706655,0.1554806964029378,breakout_growth,neutral,regime_by_month,0.1,0.22243188973235156,0.00505367195860575,0.0,0,False,0.10661870682480905,recovery,breakout_growth,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2019-11-29,2019-12-31,balanced,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,16,-0.0041188620208444,0.0,1.0930561644040435,bull,0.3951678430149691,0.3320829873585624,0.3643443055157069,0.0220869157492899,0.43184705515414046,0.1641522447202206,0.0775007344094956,0.11494613593503479,balanced,bull,regime_by_month,0.0,0.0989677251194162,0.009939112087180456,0.0,0,False,0.026729753697290144,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2019-12-31,2020-01-31,balanced,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,0.0,1.1467456510227183,neutral,0.3725831343651843,0.2816932058412701,0.5427040812106415,0.09487593584103078,0.18057063733538498,0.5333427408496512,0.7352569102707315,0.21540563354495573,quality_compounder,neutral,regime_by_month,0.0,0.40105345445270046,0.12269417112846386,0.0,1,False,0.1248021978388679,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2020-01-31,2020-02-28,balanced,0.35,0.3,0.35,0.0,0.1923480595770453,0.0,0.1923480595770453,1.0,0.8076519404229547,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,0.0,-0.0412914334521115,1.0993948792870154,neutral,0.21815219652406365,0.11866673967409015,0.5956055516626815,0.5048248423345576,0.1251912704722986,0.0,0.0,0.2829771495020819,quality_compounder,neutral,regime_by_month,0.0,0.19504127132009805,0.3071711790505509,0.0,0,False,0.1101945536401347,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-02-28,2020-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.8686709874039561,0.2799999999999999,0.8686709874039561,0.7200000000000001,0.1313290125960439,rebalance,"core_compounder,early_scout,future_winner",1,14,-0.0412914334521115,-0.0958468757289988,1.036833663116374,bear,0.047403294461678104,0.1696009263119653,0.45277050565183113,0.6453811942759752,0.20400903513410756,0.0,0.0,0.27123548680208026,cash_defense,bear,regime_by_month,0.77,0.21292243270220035,0.8904215374241888,0.0,2,True,0.6763149156603878,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2020-03-31,2020-04-30,systemic_alert,0.2,0.3,0.1,0.4,0.3556701603064195,0.3999999999999999,0.3556701603064195,0.6000000000000001,0.6443298396935804,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,-0.0958468757289988,0.0,1.163413139618379,deep_bear,0.12872171517526126,0.2724948871429921,0.44300517707527204,0.66,0.32477473790364325,0.0,0.0,0.26865815860638786,cash_defense,deep_bear,regime_by_month,1.0,0.20325415793091325,0.897,0.0,2,True,0.7902135394827283,crisis,cash_defense,0.45,18,0.3,0.15,0.05,0.0,0.0,0.0,systemic_or_multi_confirmed_crisis,False,risk_reduction_only,exit_distribution_hold_only_true_winners,raise_cash_exit_distribution_only_hold_best_structural_winners,True,False
2020-04-30,2020-05-29,balanced,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,0.0,1.306139638642265,bear,0.2075221756653285,0.5365176426043743,0.21076187449455167,0.18837563718275296,0.7181896373309175,0.10262408787439689,0.15381960432022243,0.09994464109714238,turnaround_accumulation,bear,regime_by_month,0.28,0.11921520288234264,0.08476903673223883,0.0,1,False,0.18675760806703345,yellow,turnaround_accumulation,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2020-05-29,2020-06-30,balanced,0.35,0.3,0.35,0.0,0.0013477436035764,0.0014095575674086,0.0013477436035764,0.9985904424325912,0.9986522563964236,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,0.0,0.0,1.364295194902146,neutral,0.3669528949869526,0.4417569053210786,0.4545998657153587,0.09243482334208311,0.3773162817905649,0.1885601414442135,0.35140599717414134,0.15411185276348177,quality_compounder,neutral,regime_by_month,0.0,0.1884269489101488,0.12159567050393741,0.0,0,False,0.07142587132832467,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-06-30,2020-07-31,balanced,0.35,0.3,0.35,0.0,0.0058108065614566,0.0062391717967992,0.0058108065614566,0.9937608282032008,0.9941891934385434,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,0.0,1.4622394096300573,bull,0.4214225076228209,0.35924794720072695,0.43703533358043145,0.05156756506845928,0.18890130423939902,0.12556118476316375,0.25112236952632777,0.16162594472295316,balanced,bull,regime_by_month,0.0,0.16164140086855727,0.02320540428080668,0.0,0,False,0.04505143107330065,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-07-31,2020-08-31,balanced,0.35,0.3,0.35,0.0,0.047684375938889,0.0,0.047684375938889,1.0,0.952315624061111,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,0.0,0.0,1.634363564874186,bull,0.3384295158987518,0.37883164622234683,0.3945587366737557,0.028179060258424996,0.3959916228467829,0.17809287036588212,0.32612976147148964,0.19026006958225158,balanced,bull,regime_by_month,0.0,0.1727424770875196,0.012680577116291248,0.0,0,False,0.045721734695138155,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-08-31,2020-09-30,balanced,0.35,0.3,0.35,0.0,0.2100226571450167,0.0,0.2100226571450167,1.0,0.7899773428549832,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,-0.0303939560070459,1.5846887905838811,neutral,0.3733095155625491,0.3897935189446313,0.6260839585219068,0.059920253166295005,0.3902783618210259,0.7053901967533095,0.8983437604247405,0.3000614882689484,quality_compounder,neutral,regime_by_month,0.0,0.47425432321588706,0.10696411392483275,0.0,1,False,0.13995640358893832,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
