rebalance_date,diagnostic_flags,regime_label,previous_regime_label,macro_risk_state,regime_state,cash_weight,cash_target_used,cash_raise_confirmation_count,drawdown_before_month,drawdown_after_month,recommended_action
2021-03-31,possible_cash_drag;unconfirmed_cash_raise,growth_reentry_alert,risk_off_alert,recovery,bull,0.2612049281896653,0.0,0,-0.0038056759691723,0.0,staged_reentry_scout_then_scale_confirmed_new_leaders
2021-08-31,late_risk_alert;unconfirmed_cash_raise,balanced,balanced,green,bull,0.3820465914869222,0.0,0,0.0,-0.0553028918700609,favor_core_compounders_long_hold
2021-10-29,possible_cash_drag;unconfirmed_cash_raise,growth_reentry_alert,risk_off_alert,recovery,bull,0.3405821207476012,0.0,0,0.0,-0.0082677527736264,staged_reentry_scout_then_scale_confirmed_new_leaders
2021-12-31,unconfirmed_cash_raise,balanced,balanced,green,bull,0.2545854554185067,0.0,0,0.0,-0.0385722447488881,favor_core_compounders_long_hold
2022-01-31,late_risk_alert,balanced,balanced,yellow,neutral,0.0715509921270277,0.0,1,-0.0385722447488881,-0.0619653810458531,slow_new_buys_scout_only_require_confirmation
2022-03-31,late_risk_alert;premature_growth_reentry;unconfirmed_cash_raise,growth_reentry_alert,balanced,recovery,neutral,0.6692058557632568,0.0,0,-0.025658955826565,-0.09768184168184,staged_reentry_scout_then_scale_confirmed_new_leaders
2022-05-31,balanced_under_drawdown;unconfirmed_cash_raise,balanced,risk_off_alert,yellow,bear,0.4938005736166674,0.0,1,-0.098042904348571,-0.1447453043094972,slow_new_buys_scout_only_require_confirmation
2022-06-30,late_risk_alert;balanced_under_drawdown,balanced,balanced,yellow,bear,0.0801530525934509,0.0,1,-0.1447453043094972,-0.1049516088920148,slow_new_buys_scout_only_require_confirmation
2022-07-29,late_risk_alert;balanced_under_drawdown,balanced,balanced,yellow,bear,0.1311460963630825,0.0,1,-0.1049516088920148,-0.1253783612313341,slow_new_buys_scout_only_require_confirmation
2022-08-31,late_risk_alert;balanced_under_drawdown,balanced,balanced,yellow,bear,0.0997192256518199,0.0,1,-0.1253783612313341,-0.1624329483972946,slow_new_buys_scout_only_require_confirmation
2022-09-30,balanced_under_drawdown,balanced,balanced,crisis,bear,0.1199986217289628,0.0,3,-0.1624329483972946,-0.1037745879649081,raise_cash_exit_distribution_only_hold_best_structural_winners
2022-10-31,balanced_under_drawdown,balanced,balanced,yellow,bear,0.082682665542849,0.0,1,-0.1037745879649081,-0.102522298902291,slow_new_buys_scout_only_require_confirmation
2022-11-30,late_risk_alert;balanced_under_drawdown,balanced,balanced,green,neutral,0.1423749775121326,0.0,0,-0.102522298902291,-0.1348611339334166,favor_early_scout_turnaround_accumulation
2022-12-30,late_risk_alert;balanced_under_drawdown,balanced,balanced,yellow,bear,0.0222472120264776,0.0,1,-0.1348611339334166,-0.1012714162758804,slow_new_buys_scout_only_require_confirmation
2023-01-31,late_risk_alert;balanced_under_drawdown,balanced,balanced,green,neutral,0.0377608249067861,0.0,0,-0.1012714162758804,-0.1257345601299296,favor_future_winners_and_monster_breakouts
2023-02-28,late_risk_alert;balanced_under_drawdown,balanced,balanced,green,neutral,0.0512983760539575,0.0,0,-0.1257345601299296,-0.0982555197418797,favor_core_compounders_long_hold
2023-03-31,late_risk_alert;balanced_under_drawdown,balanced,balanced,green,bull,0.0605410941959415,0.0,0,-0.0982555197418797,-0.084734538851229,favor_future_winners_and_monster_breakouts
2023-04-28,balanced_under_drawdown,balanced,balanced,green,neutral,0.0996206260619716,0.0,0,-0.084734538851229,-0.0347987525691884,favor_core_compounders_long_hold
2023-08-31,late_risk_alert;unconfirmed_cash_raise,balanced,balanced,green,bull,0.4388669878053952,0.0,0,0.0,-0.0627444125788132,favor_core_compounders_long_hold
2024-06-28,possible_cash_drag;unconfirmed_cash_raise,balanced,balanced,green,neutral,0.3575883473470664,0.0,0,0.0,-0.0186175031722628,favor_core_compounders_long_hold
2024-11-29,unconfirmed_cash_raise,growth_reentry_alert,balanced,recovery,bull,0.3130548690224913,0.0,0,0.0,-0.036271674152952,staged_reentry_scout_then_scale_confirmed_new_leaders
2025-06-30,possible_cash_drag;unconfirmed_cash_raise,balanced,balanced,green,bull,0.3333398942957738,0.0,0,0.0,0.0,favor_future_winners_and_monster_breakouts
2025-10-31,unconfirmed_cash_raise,balanced,balanced,green,neutral,0.4541074284494302,0.0,0,0.0,-0.0222056895934852,favor_core_compounders_long_hold
2026-01-30,possible_cash_drag;unconfirmed_cash_raise,balanced,balanced,green,neutral,0.4128945526724629,0.0,0,0.0,-0.0021717877063409,favor_core_compounders_long_hold
2026-05-13,possible_cash_drag;unconfirmed_cash_raise,balanced,risk_off_alert,green,neutral,0.3076747458203785,0.3076747458203785,0,0.0,0.0,favor_core_compounders_long_hold
