rebalance_date,regime_state,main_capacity,concentrated_capacity,cash_capacity,main_return,concentrated_return,net_return,equity,main_names,concentrated_source_proxy
2019-04-30,bull,0.6,0.25,0.15000000000000002,-0.007943595948135717,-0.015126602171660805,-0.008547808111796631,0.9914521918882033,18,True
2019-05-31,bear,0.55,0.05,0.39999999999999997,0.04798106243451461,0.07976477322306183,0.03037782300013613,1.0215703510864802,18,True
2019-06-28,neutral,0.55,0.25,0.19999999999999996,0.009857713441271981,0.005182501296615505,0.0067173677168534665,1.0284326147833631,18,True
2019-07-31,neutral,0.55,0.25,0.19999999999999996,0.014317331009484553,-0.007374199487170663,0.006030982183423839,1.0346350735599736,18,True
2019-08-30,neutral,0.55,0.25,0.19999999999999996,0.001251064822226448,-0.0020353743961213366,0.0001792420531942123,1.0348205236748653,18,True
2019-09-30,neutral,0.55,0.25,0.19999999999999996,0.014665745563888366,0.018802768594910944,0.012766852208866338,1.048031924363324,18,True
2019-10-31,neutral,0.55,0.25,0.19999999999999996,0.00522426613037007,-0.019789503457165257,-0.0020740294925877755,1.045858275243021,31,True
2019-11-29,bull,0.6,0.25,0.15000000000000002,0.029980021752826626,0.023779714933733587,0.02393294178512937,1.070888740459908,43,True
2019-12-31,neutral,0.55,0.25,0.19999999999999996,0.05701888300299467,0.040220795231614925,0.041415584459550805,1.1152402235372072,18,True
2020-01-31,neutral,0.55,0.25,0.19999999999999996,-0.033702362394036324,-0.03093518551848804,-0.02627009569634199,1.0859427561404749,18,True
2020-02-28,bear,0.55,0.05,0.39999999999999997,-0.053939959416518066,-0.07889325856553907,-0.033611640607361895,1.0494424385009131,18,True
2020-03-31,deep_bear,0.4,0.0,0.6,0.1686585020575755,0.12946171733641587,0.06746340082303019,1.1202413943701983,19,True
2020-04-30,bear,0.55,0.05,0.39999999999999997,0.1243817854591987,0.09065584794921841,0.07294277440002021,1.2019549096733078,18,True
2020-05-29,neutral,0.55,0.25,0.19999999999999996,0.05527565756342958,0.026939719694709385,0.037136541583563616,1.246591358157959,18,True
2020-06-30,bull,0.6,0.25,0.15000000000000002,0.09800521176273247,0.07447152648869663,0.07742100867981364,1.3431037185180872,18,True
2020-07-31,bull,0.6,0.25,0.15000000000000002,0.11276149642510713,0.12800965332898015,0.09965931118730931,1.4769565099587134,18,True
2020-08-31,neutral,0.55,0.25,0.19999999999999996,-0.026247596749687883,-0.038308417448004325,-0.024013282574329418,1.4414899359350795,17,True
2020-09-30,neutral,0.55,0.25,0.19999999999999996,0.0017029939762698916,-0.015916979831584556,-0.0030425982709476984,1.437104061148415,18,True
2020-10-30,neutral,0.55,0.25,0.19999999999999996,0.07313967801606902,0.0639589363943677,0.05621655700742989,1.517893103527574,17,True
2020-11-30,neutral,0.55,0.25,0.19999999999999996,0.04636378991316109,0.019986609586797564,0.030496736848937993,1.5641838900706722,28,True
2020-12-31,bull,0.6,0.25,0.15000000000000002,-0.008161847941719662,-0.006050129442580552,-0.006409641125676935,1.554158032680754,34,True
2021-01-29,neutral,0.55,0.25,0.19999999999999996,0.04809333163863996,0.04852373040859487,0.0385822650034007,1.6141209697548067,17,True
2021-02-26,neutral,0.55,0.25,0.19999999999999996,-0.006044703949755184,-0.029931470343663547,-0.010807454758281237,1.5966764303997885,17,True
2021-03-31,bull,0.6,0.25,0.15000000000000002,0.051319294544646156,0.07431531179973494,0.04937040467672143,1.675504991906409,25,True
2021-04-30,bull,0.6,0.25,0.15000000000000002,0.008585087941181773,0.007881021059776483,0.007121308029653184,1.6874367790589961,20,True
2021-05-28,bull,0.6,0.25,0.15000000000000002,0.05504769931200518,0.08519132130704973,0.05432644991396554,1.779109228719528,17,True
2021-06-30,bull,0.6,0.25,0.15000000000000002,0.06261269958007074,0.03701548281016276,0.04682149045058313,1.8624097744825636,25,True
2021-07-30,neutral,0.55,0.25,0.19999999999999996,0.05889171725547099,0.07125599938781368,0.05020444433746247,1.9559110223391196,29,True
2021-08-31,bull,0.6,0.25,0.15000000000000002,-0.05602276684779227,-0.07589081646850508,-0.052586364225801624,1.8530567729251346,36,True
2021-09-30,neutral,0.55,0.25,0.19999999999999996,0.07912662325035646,0.10997009683772667,0.07101216699712773,1.9846463499392528,17,True
2021-10-29,bull,0.6,0.25,0.15000000000000002,0.006194381643165034,-0.03313475130295805,-0.004567058839840493,1.9755823532828054,26,True
2021-11-30,neutral,0.55,0.25,0.19999999999999996,0.020962243784620468,-0.005373302192770909,0.01018590853334853,1.9957054544334414,31,True
2021-12-31,bull,0.6,0.25,0.15000000000000002,-0.04520801569512654,-0.06635301246156974,-0.04371306253246836,1.9084670571074043,29,True
2022-01-31,neutral,0.55,0.25,0.19999999999999996,-0.014684272299083981,-0.042557950031251957,-0.01871583727230918,1.8727484982270193,25,True
2022-02-28,bear,0.55,0.05,0.39999999999999997,0.042259726143686865,0.020449032031581785,0.024265300980606867,1.9181913041974774,32,True
2022-03-31,neutral,0.55,0.25,0.19999999999999996,-0.06351235277072864,-0.06161495052138396,-0.05033553165424675,1.8216381250861444,38,True
2022-04-29,bear,0.55,0.05,0.39999999999999997,0.0012540180597169258,-0.019448230318379243,-0.000282701583074653,1.8211231451043934,31,True
2022-05-31,bear,0.55,0.05,0.39999999999999997,-0.05870424820541251,-0.04784118757603648,-0.03467939589177871,1.757967694587637,35,True
2022-06-30,bear,0.55,0.05,0.39999999999999997,0.05465347555886932,0.044610243076165436,0.0322899237111864,1.814732337332602,28,True
2022-07-29,bear,0.55,0.05,0.39999999999999997,-0.02144617543382024,-0.04799543294181009,-0.014195168135691638,1.788971906682889,35,True
2022-08-31,bear,0.55,0.05,0.39999999999999997,-0.037626404742584246,-0.0531224791219251,-0.02335064656451759,1.747198255976086,39,True
