portfolio,cagr,cagr_target,cagr_gap_pp,cagr_pass,max_dd,max_dd_target,max_dd_improvement_needed_pp,max_dd_pass,target_pass
main_proxy,,0.25,25.0,False,,-0.2,80.0,False,False
concentrated,,0.4,40.0,False,,-0.22,78.0,False,False
unified_balanced,,0.28,28.000000000000004,False,,-0.22,78.0,False,False
