ticker,name,sector,score_rank,score,missed_winner_score,mom_1m,mom_3m,mom_6m,mom_12m,relative_strength_composite,entry_quality_score,future_winner_score,early_scout_score,portfolio_sleeve_label,diagnosis,policy_probe,production_activation_allowed
COHR,COHERENT CORP,Information Technology,19,5.026739060500142,4.436724,0.35111722924801736,0.6335071726432908,1.611136465361624,3.857928516602617,4.922829706315482,0.0,0.739872909218755,0.786615853884246,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
RVMD,REVOLUTION MEDICINES INC,Health Care,305,0.7234941099063782,4.318582,0.5689064896442202,0.5653300588572479,1.546266689058911,2.7962059121819167,4.319319026238744,0.0,0.8133627171972444,0.9614608327024258,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
ARM,Arm Holdings,Information Technology,8,5.631657664407815,4.047287,0.6495203812384991,1.2621544289798292,0.406805865280482,0.9458795325142344,2.1003275581605654,0.0,0.9562845708063469,0.9614608327024258,future_winner,"strong_3m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
MTZ,MASTEC INC,Industrials,60,2.88367911530763,3.822997,0.2811732920885668,0.8402989903430997,1.1490997344754255,2.017900513168025,4.090472893889051,0.0,0.8494347241986692,0.9614608327024258,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
ONTO,ONTO INNOVATION INC,Information Technology,246,1.0437189342497497,3.518841,0.34201993050917245,0.5591197151477052,1.2325561673668148,1.3639359211817728,3.832478184337543,0.0,0.9562845708063469,0.8182485498487844,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
PWR,QUANTA SERVICES INC,Industrials,47,3.412890133081342,3.265521,0.41339521551264324,0.6905832047747575,0.7426001402302185,1.436291955346607,2.7155574626399708,0.0,0.6520166093638927,0.6981139187214835,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
UI,UBIQUITI INC,Information Technology,255,1.0112491899946674,3.217892,0.2287131420669979,0.8777430836665039,0.33162441936470577,2.0098595858275434,2.1429273137992397,0.0,0.9510082013996091,0.9614608327024258,future_winner,"strong_3m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
UMC,United Microelectronics,Semiconductors,140,1.740111806048616,3.217771,0.6358752798921314,0.530653249666861,0.9426019446197442,1.1882724344927045,2.2992220941931247,0.0,0.7963337885252385,0.6851844802822742,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
MKSI,MKS,Information Technology,142,1.7291428421339228,3.196949,0.23344666109157397,0.33660691065506865,1.0244960476999516,2.9733717671676554,3.916280690473254,0.0,0.5932092148612299,0.5221463915153142,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,268,0.9184770923259794,3.137163,0.307270308357076,0.440775702540823,1.0627870865070408,1.7243228476345793,3.500620330944796,0.0,0.7063211593745291,0.6835777001024799,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,125,1.968901087055556,3.112265,0.21978646932486323,0.6546930621675826,0.969491927708513,1.4895105532624378,3.311518926010002,0.0,0.5984073094904305,0.5871875288120874,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
NVT,NVENT ELECTRIC PLC,Industrials,72,2.6878351477011266,3.037641,0.45260770357322344,0.48036765138230053,0.540315659446541,1.8474463347422407,2.2632010345216,0.0,0.8792942455559407,0.8468631358312502,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,engine_likes_nonheld_name",concentrated_or_alpha_sprint_replay,False
ALGM,ALLEGRO MICROSYSTEMS INC,Information Technology,608,-1.403106782071427,2.932933,0.5435697360614533,0.34476434308667514,0.775051761710603,1.682506525074663,2.706905741724581,0.0,0.394449839394858,0.4144650924420639,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,ranking_mismatch",leadership_rotation_replay,False
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,42,3.611417048993896,2.869755,0.38710734895640453,0.4563774318727043,0.6519615871561446,1.6536588339981506,2.469084514631309,0.0,0.7022534989284817,0.5806823344163843,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,engine_likes_nonheld_name",concentrated_or_alpha_sprint_replay,False
ALAB,ASTERA LABS INC,Information Technology,54,3.117942708607842,2.839734,0.7977141566723349,0.4786065277494904,0.11667366041116844,1.9647955528508714,1.314450185946734,0.0,0.7388848847447977,0.5902625203087686,future_winner,"strong_3m_momentum,strong_12m_momentum,engine_likes_nonheld_name",concentrated_or_alpha_sprint_replay,False
JBL,JABIL INC,Information Technology,149,1.70547315003751,2.809872,0.36463253805693463,0.5778066203457008,0.6912745714420572,1.4824966994723732,2.570807847215859,0.0,0.24437524964180485,0.21864143687286447,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
TXN,TEXAS INSTRUMENT INC,Information Technology,5,6.129368132962235,2.770674,0.4564467019886771,0.30500026487004517,0.8135110673111607,0.8320302068438648,2.3768693895649857,0.0,0.6618093895785021,0.5512403782688453,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength",leadership_rotation_replay,False
CAT,CATERPILLAR INC,Industrials,16,5.195190792856514,2.671934,0.28194840559005985,0.34239348388317725,0.6314123683720338,1.8998229859363516,2.4149378365342797,0.0,0.4549316654894217,0.37176380117490687,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength",leadership_rotation_replay,False
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,207,1.284382339348504,2.636799,0.29275100346552896,0.5306272287574907,0.7191705982704679,1.3863897183799332,2.5615129207520986,0.0,0.3086223866790461,0.15578682207324887,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,102,2.20996561322236,2.603052,0.5245148113202536,0.32335407350902146,0.6737665631941041,1.218455706715016,2.226581634347985,0.0,0.3413761948294799,0.253022065579553,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,ranking_mismatch",leadership_rotation_replay,False
