as_of_date,account_source,approval_status,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,target_weight,target_value_usd,delta_weight,delta_value_usd,suggested_action,suggested_quantity_delta,preview_trade_value_delta_usd,preview_order_count,preview_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,portfolio_sources,source_current,source_target,risk_state,block_reason
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,cash,CASH,0.0,1.0,192928.6822250774,0.09248446840771365,0.12183405347795212,254153.84650338173,0.029349585070238465,61225.16427830432,RESERVE_CASH,0.0,0.0,0,,,,0.0,,,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,SNDK,286.0,2184.75,624838.5,0.29952962849637793,0.22198846737984224,463082.5393508505,-0.0775411611165357,-161755.9606491495,SELL,-73.0,-159486.75,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,BE,927.0,328.9100036621094,304899.5733947754,0.14616009728536444,0.17616189820154574,367485.30281283206,0.030001800916181293,62585.72941805667,BUY,190.0,62492.90069580078,1,ready,,,0.0,,concentrated,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,WDC,517.0,746.22998046875,385800.89990234375,0.18494186933314338,0.14473584639908935,301928.4923973089,-0.040206022934054036,-83872.40750503488,SELL,-112.0,-83577.7578125,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,CIEN,317.0,428.2200012207031,135745.7403869629,0.06507260866299493,0.11012522528051943,229728.46099354723,0.04505261661752451,93982.72060658433,BUY,219.0,93780.18026733398,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,LITE,104.0,850.0,88400.0,0.04237642072164217,0.06420983861436225,133945.9453358396,0.02183341789272008,45545.94533583961,BUY,53.0,45050.0,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,STM,1140.0,78.38999938964844,89364.59930419922,0.0428388219200873,0.04034227390543956,84156.63599024835,-0.0024965480146477356,-5207.963313950866,SELL,-66.0,-5173.739959716797,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,MRVL,311.0,310.57998657226557,96590.3758239746,0.0463026516241887,0.03259901077201638,68003.67995153731,-0.013703640852172322,-28586.69587243728,SELL,-92.0,-28573.35876464844,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,ON,330.0,121.62000274658203,40134.60090637207,0.01923937481338941,0.021591677755666103,45041.65951481798,0.0023523029422766913,4907.058608445906,BUY,40.0,4864.800109863281,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,PWR,42.0,702.25,29494.5,0.014138816074371887,0.020138331121910488,42009.882874975854,0.0059995150475386,12515.382874975854,BUY,17.0,11938.25,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
