ticker,name,sector,score_rank,score,missed_winner_score,mom_1m,mom_3m,mom_6m,mom_12m,relative_strength_composite,entry_quality_score,future_winner_score,early_scout_score,portfolio_sleeve_label,diagnosis,policy_probe,production_activation_allowed
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,150,1.956589893017694,3.898135,0.4457031235997697,0.6103232204841544,1.1384933959683168,2.111899403748602,3.900214442305612,0.0,0.8338362520202569,0.9557317065327646,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,46,3.7811078663856637,3.577608,0.8138226703294174,0.6997889683787359,0.8496326252236077,1.0451833673972222,2.7998230118256107,0.0,0.7314163088410841,0.8042956223522417,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
AMKR,AMKOR TECHNOLOGY INC,Information Technology,94,2.727438435524391,3.297829,0.21673191424769533,0.33083450130119707,1.1274570887810822,2.8460219754548364,4.01376963869846,0.0,0.7994579496969206,0.7487970108535615,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
RVMD,REVOLUTION MEDICINES INC,Health Care,240,1.1644640844486955,3.175888,0.019930671682557355,0.5301561966544805,1.3902439588007827,2.580229193345485,4.422180098581765,0.0,0.6296148331699217,0.666076825143818,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
MTZ,MASTEC INC,Industrials,38,4.1870840231916295,3.111816,0.15824425805147246,0.5992679880854874,1.1081981869352675,1.7745842169940786,3.6170853406049157,0.0,0.7741001191621342,0.8818159395453664,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
ARM,Arm Holdings,Information Technology,8,6.557966620515154,2.984461,0.37210026695782217,0.7657248472964002,0.4286360885151692,0.7723740969549906,1.7221808026724061,0.0,0.9002293213916971,0.8339724799256788,future_winner,"strong_3m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
MKSI,MKS,Information Technology,41,4.01090121109224,2.83599,0.15743207960240202,0.22608095288351393,1.0019022435499405,2.5218448947061214,3.5017490120048795,0.0,0.7750330260406261,0.8126781879451532,future_winner,"strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
TXN,TEXAS INSTRUMENT INC,Information Technology,15,5.937691732612389,2.8181,0.40675535250694583,0.35900655090191247,0.9299181709922877,0.68161240749531,2.602306321532884,0.0,0.7382050675103962,0.5837294780996616,core_compounder,"strong_3m_momentum,strong_6m_momentum,high_relative_strength,engine_likes_nonheld_name",concentrated_or_alpha_sprint_replay,False
ECG,EVERUS CONSTRUCTION GROUP INC,Industrials,165,1.7828099828527209,2.78443,0.18413492828526712,0.5684878465605945,0.594149793802087,2.208982218941701,2.5678520348707665,0.0,0.5582520553267867,0.44099290545880093,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
NVT,NVENT ELECTRIC PLC,Industrials,61,3.2661777182747964,2.755634,0.2876615694639182,0.5358290840001467,0.544478569833913,1.6193032276138615,2.1663060798550076,0.0,0.789139114469321,0.7615484095675891,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
PWR,QUANTA SERVICES INC,Industrials,33,4.521978808040933,2.73865,0.30168226602249804,0.47696756622926473,0.7187125181517815,1.3271894548806737,2.4114859569136025,0.0,0.5846188157297492,0.6095794800570411,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength",leadership_rotation_replay,False
TER,TERADYNE INC,Information Technology,37,4.2649555633175495,2.664506,-0.005827487143726384,0.13091278913828575,0.9763508178074527,3.3911254705029767,3.7635401407382907,0.0,0.6696260136580098,0.5253918143736183,core_compounder,"strong_6m_momentum,strong_12m_momentum,high_relative_strength",leadership_rotation_replay,False
QCOM,QUALCOMM INC,Information Technology,10,6.155816051608444,2.661254,0.6047124664677648,0.5211192446182207,0.2568330576668494,0.43416192592702085,1.000905104380158,0.0,0.48706505676612794,0.5327656773409639,unassigned,"strong_3m_momentum,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
IONQ,IonQ,Information Technology,394,0.17896154373296358,2.609096,0.5453020390176557,0.6441534459393508,-0.0019866464235782644,0.6801459211618393,0.5769707117210572,0.3417592265793006,0.6579791599673407,0.8440327489536033,future_winner,"strong_3m_momentum,engine_likes_nonheld_name,ranking_mismatch",concentrated_or_alpha_sprint_replay,False
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,57,3.3938978956424233,2.605281,0.09299162313421983,0.5174775059156496,0.9682306863561676,1.2209308958803242,3.038277712485336,0.0,0.5251575366376389,0.5025683429980943,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
AMAT,APPLIED MATERIAL INC,Information Technology,6,6.689395878406129,2.557553,0.10355365783597636,0.2862025394408052,0.8632439818137905,1.6222742638527161,2.8129524927518132,0.0,0.700156399272719,0.5340981570689178,core_compounder,"strong_6m_momentum,strong_12m_momentum,high_relative_strength,engine_likes_nonheld_name",concentrated_or_alpha_sprint_replay,False
ALAB,ASTERA LABS INC,Information Technology,444,-0.10651920270236812,2.535441,0.31354037702623927,0.5593207561674078,0.28980078998965864,1.791355253429331,1.7071528312810051,0.0,0.5183840798308925,0.3262687969362386,early_scout,"strong_3m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
ADI,ANALOG DEVICES INC,Information Technology,12,6.115659304669557,2.518369,0.2403614660868385,0.2870738903851777,0.8761888430203495,0.9672280826617128,2.553515081893231,0.0,0.6789723637675648,0.5221056907974164,future_winner,"strong_6m_momentum,strong_12m_momentum,high_relative_strength",leadership_rotation_replay,False
