rank,ticker,target_weight,regime_state,row_type
1,GEV,0.1388055961636909,neutral,equity
2,FTI,0.06541789581708166,neutral,equity
3,NXPI,0.06499245915805214,neutral,equity
4,STM,0.06494933359358528,neutral,equity
5,VRT,0.06490079805237972,neutral,equity
6,UMC,0.06464031143128095,neutral,equity
7,FIX,0.05873609433909824,neutral,equity
8,RKLB,0.05856220041464006,neutral,equity
9,MRVL,0.052470276259523295,neutral,equity
10,GLW,0.052470276259523295,neutral,equity
11,LRCX,0.05122944640630681,neutral,equity
12,PR,0.04,neutral,equity
13,MLI,0.03949765551509556,neutral,equity
14,TKR,0.03949765551509556,neutral,equity
15,ON,0.03595750026866165,neutral,equity
16,AKAM,0.03595750026866165,neutral,equity
17,ENTG,0.03595750026866165,neutral,equity
18,HPE,0.03595750026866165,neutral,equity
19,CASH,0.0,neutral,cash
