date,cash_usd,equity_usd,cash_weight
2019-05-01,14834.592726612093,99787.61743822097,0.14866165870526235
2019-06-03,37.635370845799116,97143.74398862838,0.00038741939831148266
2019-07-01,17.681099071507123,102652.5625153923,0.00017224215974984472
2019-08-01,3.2575664520309147,101403.85185050964,3.212468158342984e-05
2019-09-03,3490.1523850631756,102356.51859600068,0.03409799818259494
2019-10-01,13.17375411987723,101134.76488723754,0.0001302594032286089
2019-11-01,13.17375411987723,105276.72797431945,0.00012513453232599283
2019-12-02,6610.2760872173385,102066.09968417168,0.06476465846810892
2020-01-02,3.459999961860376,108212.30411426545,3.197418251261734e-05
2020-02-03,290.002626848227,114108.77142567636,0.002541457797020603
2020-03-02,5264.605166711815,106590.39506844521,0.04939099027948286
2020-04-01,3882.8051853084617,86938.19528388024,0.044661672267636746
2020-05-01,17.541441180710102,98073.81895373107,0.00017885957096241704
2020-06-01,17.541441180710102,120938.0754024768,0.00014504481836950795
2020-07-01,50.862086398603424,132480.01110754727,0.00038392272142333673
2020-08-03,17.27047976255585,146396.62829550504,0.0001179704748916415
2020-09-01,35.27497392654594,171977.2581663704,0.0002051141779014817
2020-10-01,2878.1697428703337,163413.3152888298,0.017612822662481487
2020-11-02,5.648181362155299,166999.85222188948,3.38214752109521e-05
2020-12-01,5.648181362155299,169199.6324800682,3.3381759046200396e-05
2021-01-04,174.2752233314459,172076.61418970107,0.0010127769200486535
2021-02-01,6.85791749476266,177437.28340692044,3.864981115065463e-05
2021-03-01,6.85791749476266,198154.2416274023,3.460898660780569e-05
2021-04-01,18.528398003570622,200418.657273736,9.244846889810338e-05
2021-05-03,8.023176026337751,202385.33971674443,3.964306919447264e-05
2021-06-01,8.023176026337751,211001.20108397008,3.80243144831429e-05
2021-07-01,23792.576768703468,235185.97367650986,0.1011649478783515
2021-08-02,30.49874320030176,242241.79949393272,0.0001259020667119245
2021-09-01,35.13745505332918,244323.04606253625,0.00014381555739254942
2021-10-01,249.37642331122044,235611.35586209295,0.0010584227674373403
2021-11-01,23.753791246388573,240589.10276738164,9.873178366418116e-05
2021-12-01,62.54081473347833,234625.0592130184,0.0002665564153430726
2022-01-03,96.96339754101064,244203.82278398512,0.0003970592943042556
2022-02-01,18.722612934077915,237116.62356813427,7.895951221107899e-05
2022-03-01,5.27541234012898,228131.97502781864,2.3124388150699574e-05
2022-04-01,31.490963468495465,239106.1985364055,0.00013170283188497414
2022-05-02,6705.492534913952,213657.64657238952,0.03138428529232189
2022-06-01,34.16123686783976,210879.5953112697,0.00016199403653737067
2022-07-01,20.526909780442075,206331.32531065936,9.948518359747881e-05
2022-08-01,91.25223786347487,200717.92849595065,0.00045462923291038164
2022-09-01,9205.81629062647,198255.24764133448,0.04643416202168228
2022-10-03,20.516991577091176,195343.25126739498,0.00010503046019750413
2022-11-01,3.119270954075546,218828.64368501658,1.4254399705394352e-05
2022-12-01,22118.54485969538,214868.47219734185,0.10293992707958115
2023-01-03,7.131561679794686,209563.22452585216,3.4030597190562516e-05
2023-02-01,7.131561679794686,231784.05046503062,3.076812949591037e-05
2023-03-01,21480.0255816173,225699.09881617542,0.09517107376273613
2023-04-03,12.729703321401757,238430.50461329456,5.338957505478503e-05
2023-05-01,12.729703321401757,242628.02220286365,5.246592378665284e-05
2023-06-01,30521.05585743423,256900.9742019319,0.11880474938737974
2023-07-03,71.51620643134811,271701.1441895246,0.0002632164345302209
2023-08-01,13.779438681558531,274985.3593966436,5.0109717520207445e-05
2023-09-01,45.10995511527426,277516.3802531194,0.00016254880189100912
2023-10-02,8150.555266690222,259808.75370342727,0.031371365092625454
2023-11-01,140.90811449525063,254108.31962114808,0.0005545198783941098
2023-12-01,32.14042189119209,259705.5466566324,0.00012375716385328608
2024-01-02,32.14042189119209,260286.62467482087,0.00012348088162941718
2024-02-01,5.869699807156621,273567.9724524927,2.1456092811361324e-05
2024-03-01,307.8060532998934,339727.3421937418,0.0009060385052091446
2024-04-01,53.1910234498873,374919.5598360109,0.00014187316200081144
2024-05-01,27070.654619011882,309861.8769929743,0.0873636178858675
2024-06-03,19.876101336482968,319195.9732006407,6.226927344095665e-05
2024-07-01,19.876101336482968,304881.8354976988,6.519280266086232e-05
2024-08-01,1870.872439570412,277930.0177795362,0.0067314515161671145
2024-09-03,36.8821712827521,289123.8535381651,0.00012756530058452459
2024-10-01,59.55070415018767,294488.0153266478,0.00020221775098091407
2024-11-01,30203.858087744713,318422.17344876763,0.09485475763390688
2024-12-02,205.30793679714043,351338.2204276419,0.0005843598130235979
2025-01-02,106.39258866786258,336510.69269853114,0.0003161640654407859
2025-02-03,9901.305906233789,344812.35603898525,0.028715055399912426
2025-03-03,48.253507018103846,328567.12826287746,0.0001468604217141818
2025-04-01,10507.212243189802,320971.9336863661,0.032735610626494216
2025-05-01,83.14771096705476,317033.20227639674,0.00026226814847791466
2025-06-02,83.14771096705476,323439.5064832449,0.00025707345361461605
2025-07-01,14732.129208197588,316706.45640241145,0.046516668386067724
2025-08-01,6.790783667558571,333914.5536163092,2.033689036316054e-05
2025-09-02,25375.876432127974,336865.47871179105,0.07532940605599597
2025-10-01,110.77848794462625,334370.997283721,0.00033130411681796766
2025-11-03,110.77848794462625,331341.6574056387,0.000334333113475701
2025-12-01,17102.39406595705,327894.2961655664,0.05215825424825748
2026-01-02,34.30161890505042,358473.05119928834,9.568813831414313e-05
2026-02-02,8.390799107532075,382006.23406845564,2.1965084229563754e-05
2026-03-02,2.1058169984553388,394991.105382123,5.3313023249425466e-06
