date,signal_date,ticker,decision,reason,current_weight,target_weight,unrealized_return,held_days
2019-05-01,2019-04-30,FDS,buy,staged_new_entry,0.0,0.2761363292419709,0.0,0
2019-05-01,2019-04-30,VICI,buy,staged_new_entry,0.0,0.2524287090519642,0.0,0
2019-05-01,2019-04-30,NOW,buy,staged_new_entry,0.0,0.2479612491114737,0.0,0
2019-05-01,2019-04-30,GPK,buy,staged_new_entry,0.0,0.2234737125945912,0.0,0
2019-06-03,2019-05-31,FDS,hold,defer_target_exit_min_holding,0.24489286761520354,0.0,0.020546049929980104,33
2019-06-03,2019-05-31,GPK,hold,defer_target_exit_min_holding,0.1887492624382508,0.0,-0.03357661521282174,33
2019-06-03,2019-05-31,NOW,sell,target_exit_policy,0.19874382172003938,0.0,-0.0814349666087032,33
2019-06-03,2019-05-31,VICI,hold,defer_target_exit_min_holding,0.21361209055457314,0.0,-0.03197551622955186,33
2019-06-03,2019-05-31,MA,buy,staged_new_entry,0.0,0.4951983459830875,0.0,0
2019-06-03,2019-05-31,PEG,buy,staged_new_entry,0.0,0.1898338455660516,0.0,0
2019-06-03,2019-05-31,ORLY,buy,staged_new_entry,0.0,0.1609589482628231,0.0,0
2019-06-03,2019-05-31,TSCO,buy,staged_new_entry,0.0,0.1540088601880376,0.0,0
2019-07-01,2019-06-28,FDS,hold,defer_target_exit_min_holding,0.23916456129469663,0.0,0.05685086438100462,61
2019-07-01,2019-06-28,GPK,hold,defer_target_exit_min_holding,0.19018393180802104,0.0,0.032562618710478386,61
2019-07-01,2019-06-28,PEG,hold,defer_target_exit_min_holding,0.0013539590223463802,0.0,-0.008284325303021811,28
2019-07-01,2019-06-28,VICI,hold,defer_target_exit_min_holding,0.20592935610121404,0.0,-0.0104467192388491,61
2019-07-01,2019-06-28,VEEV,buy,staged_new_entry,0.0,0.2454038697942865,0.0,0
2019-07-01,2019-06-28,AVGO,buy,staged_new_entry,0.0,0.1538114481032993,0.0,0
2019-07-01,2019-06-28,TSCO,buy,staged_new_entry,0.0,0.1536774871846946,0.0,0
2019-08-01,2019-07-31,FDS,sell,target_exit_policy,0.23321719410309336,0.0,0.029907748217162577,92
2019-08-01,2019-07-31,GPK,sell,target_exit_policy,0.19747485882024698,0.0,0.07145828910182828,92
2019-08-01,2019-07-31,MA,hold,defer_target_exit_min_holding,0.37395242993110395,0.0,0.13305042123993438,59
2019-08-01,2019-07-31,PEG,hold,defer_target_exit_min_holding,0.0013260723076608306,0.0,-0.029334166947496576,59
2019-08-01,2019-07-31,VICI,sell,target_exit_policy,0.1938588852622183,0.0,-0.06904752103465961,92
2019-08-01,2019-07-31,V,buy,staged_new_entry,0.0,0.4844332741276353,0.0,0
2019-08-01,2019-07-31,TSCO,buy,staged_new_entry,0.0,0.1838788668367261,0.0,0
2019-08-01,2019-07-31,ORLY,buy,staged_new_entry,0.0,0.1659864915398025,0.0,0
2019-08-01,2019-07-31,WRB,buy,staged_new_entry,0.0,0.165701367495836,0.0,0
2019-09-03,2019-08-30,MA,sell,target_exit_policy,0.38347622528207503,0.0,0.15764080480120302,92
2019-09-03,2019-08-30,ORLY,hold,defer_target_exit_min_holding,0.05559044026532825,0.0,0.024172894938325307,33
2019-09-03,2019-08-30,PEG,hold,defer_tiny_stale_position,0.0014240658462791127,0.0,0.038568422148065995,92
2019-09-03,2019-08-30,TSCO,hold,defer_target_exit_min_holding,0.14592386146812256,0.0,-0.06875832296256035,33
2019-09-03,2019-08-30,V,hold,skip_sell_inside_band,0.4133980975424041,0.3624988800615431,0.0016104066332569555,33
2019-09-03,2019-08-30,BKNG,buy,staged_new_entry,0.0,0.2626270099003527,0.0,0
