portfolio,rebalance_date,implied_return,target_weight_sum,names,implied_equity,target_turnover,name_jaccard,broker_month_end_equity,broker_month_end_return,broker_trade_count,broker_fees_usd,broker_gross_traded_usd,return_gap
main,2019-04-30,-0.0202292505580737,0.9999999999999993,18.0,97977.07494419263,0.49999999999999967,,,,,,,
main,2019-05-31,0.044869625605262,0.9999999999999993,19.0,102373.26961483726,0.6281073494765429,0.27586206896551724,97543.46148878096,0.0,18.0,246.8806361579895,98752.2544631958,0.044869625605262
main,2019-06-30,0.013987020623040733,0.9999999999999989,26.0,103805.16664818811,0.5459193530014129,0.6666666666666666,101156.71663388968,0.03704251510004397,27.0,229.35586735010148,91742.34694004059,-0.02305549447700324
main,2019-07-31,0.0136452269398944,0.9999999999999991,18.0,105221.61170463618,0.3113830225937277,0.375,103040.47618204357,0.018622189517792043,25.0,192.34746936321258,76938.98774528503,-0.004976962577897643
main,2019-08-31,-0.0037056335546967,0.9999999999999996,18.0,104831.69896962421,0.48410645632035326,0.2857142857142857,104383.87326046228,0.013037566674724,31.0,156.56250104904174,62625.0004196167,-0.016743200229420697
main,2019-09-30,0.014112606434236029,0.9999999999999992,18.0,106311.14747901482,0.3371766240818079,0.5652173913043478,100923.48222447636,-0.03315062880787556,27.0,247.77574820518495,99110.29928207397,0.04726323524211159
main,2019-10-31,0.007128755658825853,0.9999999999999987,33.0,107069.01367320212,0.5482630927932381,0.5454545454545454,102330.84431827784,0.013944842793584877,23.0,156.03851426124572,62415.40570449829,-0.0068160871347590244
main,2019-11-30,0.0344648584055536,0.9999999999999978,46.0,110759.1320690713,0.5575680353095941,0.717391304347826,102690.47036984682,0.0035143465683762365,33.0,275.547740316391,110219.0961265564,0.030950511837177362
main,2019-12-31,0.064648791942836,0.9999999999999991,18.0,117919.57615397379,0.5022275208429372,0.30612244897959184,105260.95428388476,0.02503137734962313,46.0,272.49480996489524,108997.9239859581,0.03961741459321287
main,2020-01-31,-0.018124306791633037,0.9999999999999993,18.0,115782.36557901984,0.38535390339224856,0.44,111533.40036666035,0.059589485250713725,48.0,260.9177811694145,104367.11246776581,-0.07771379204234677
main,2020-02-29,-0.054075735577413,0.9999999999999993,19.0,109521.34899344141,0.5278999554011907,0.4230769230769231,106171.48152534488,-0.048074557250908145,25.0,214.87162537693976,85948.65015077591,-0.006001178326504854
main,2020-03-31,0.1140613366432896,0.9999999999999992,19.0,122013.50045060954,0.38589743155431944,0.4074074074074074,99177.94740612988,-0.06587017548159124,25.0,210.83911952018738,84335.64780807495,0.17993151212488084
main,2020-04-30,0.13068677292478575,0.9999999999999987,24.0,137959.05107775662,0.6029948705411631,0.6538461538461539,108681.12975534445,0.09581951026168545,26.0,140.21519946098329,56086.07978439331,0.03486726266310031
main,2020-05-31,0.0533400609148052,0.9999999999999991,19.0,145317.79526599287,0.2428269795451714,0.4827586206896552,121744.71592894084,0.1202010524090451,25.0,215.86231082439423,86344.92432975769,-0.06686099149423991
main,2020-06-30,0.0894677978029296,0.9999999999999997,19.0,158319.05839001824,0.40463762751066873,0.4074074074074074,127372.85421681171,0.046229014909820565,26.0,146.2895361495018,58515.81445980072,0.043238782893109035
