date,price_state,price_crisis_score,price_trigger,spy_drawdown,spy_ret_5d,spy_above_ma20,spy_above_ma50,long_crisis_state,long_crisis_score,cash_gate_reason,cash_gate_allowed,liquidity_confirmation_score,market_trend_damage_score,credit_stress_score,long_crisis_feature_date,future_labels_excluded,raw_state,crisis_state,crisis_score,reentry_stage,reentry_trigger,state_source
2019-06-28,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-06-28,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-07-01,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-07-01,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-07-02,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-07-02,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-07-03,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-07-03,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-07-04,GREEN,0.0,missing_price_state,,,,,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-07-04,True,GREEN,GREEN,0.0,,missing_price_state,price_or_combined
2019-07-05,GREEN,0.0022754963678142115,risk_on,-0.0011377481839071057,0.0,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-07-05,True,GREEN,GREEN,0.0022754963678142115,,risk_on,price_or_combined
2019-07-08,GREEN,0.013252990378460172,risk_on,-0.006626495189230086,0.013037523283557562,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-07-08,True,GREEN,GREEN,0.013252990378460172,,risk_on,price_or_combined
2019-07-09,GREEN,0.010776821384055113,risk_on,-0.0053884106920275565,0.0051749286385263105,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-07-09,True,GREEN,GREEN,0.010776821384055113,,risk_on,price_or_combined
2019-07-10,GREEN,0.0012721332348597514,risk_on,-0.0006360666174298757,0.007354036133931485,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-07-10,True,GREEN,GREEN,0.0012721332348597514,,risk_on,price_or_combined
2019-07-11,GREEN,0.0,risk_on,0.0,0.0017070747507796913,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-07-11,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-07-12,GREEN,0.0,risk_on,0.0,0.007337423760315653,True,True,GREEN,0.004000000000000034,below_cash_raise_zone,True,0.0,0.0,0.0,2019-07-12,True,GREEN,GREEN,0.004000000000000034,,risk_on,price_or_combined
2019-07-15,GREEN,0.0,risk_on,0.0,0.013240391455447753,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-07-15,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-07-16,GREEN,0.006450016307104844,risk_on,-0.003225008153552422,0.008715477068646393,True,True,GREEN,0.011348963429303575,below_cash_raise_zone,True,0.0,0.0067187669865675466,0.0,2019-07-16,True,GREEN,GREEN,0.011348963429303575,,risk_on,price_or_combined
2019-07-17,WATCH,0.020016493664504198,pullback_or_ma20_damage,-0.010008246832252099,-0.0029131897305223475,False,False,GREEN,0.010255154270157597,below_cash_raise_zone,True,0.0,0.02085051423385854,0.0,2019-07-17,True,WATCH,GREEN,0.020016493664504198,,pullback_or_ma20_damage,price_or_combined
2019-07-18,GREEN,0.01276786751842729,risk_on,-0.006383933759213645,-0.0016037744371770746,True,True,GREEN,0.007989958599508563,below_cash_raise_zone,True,0.0,0.013299861998361761,0.0,2019-07-18,True,GREEN,GREEN,0.01276786751842729,,risk_on,price_or_combined
2019-07-19,WATCH,0.02380747411598305,pullback_or_ma20_damage,-0.011903737057991526,-0.011574927133237267,False,False,GREEN,0.010106502327911373,below_cash_raise_zone,True,0.0,0.024799452204149013,0.0,2019-07-19,True,WATCH,GREEN,0.02380747411598305,,pullback_or_ma20_damage,price_or_combined
2019-07-22,WATCH,0.018953328863395846,pullback_or_ma20_damage,-0.009476664431697923,-0.009476664431697923,False,False,GREEN,0.009922915269811176,below_cash_raise_zone,True,0.0,0.019743050899370673,0.0,2019-07-22,True,WATCH,WATCH,0.018953328863395846,,pullback_or_ma20_damage,price_or_combined
