rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.1178868972805926,-0.15006795200908096,
2022-03-31,-0.10436484364530335,-0.16330867828891704,
2023-08-31,-0.06547822164485669,-0.24992864429148098,
2022-08-31,-0.0637648318407888,-0.23188973572457827,
2021-08-31,-0.06373496415091803,-0.06373496415091806,
2022-05-31,-0.05183870485003074,-0.21331919650453757,
2021-12-31,-0.04909877404371246,-0.07571486733467236,
2025-02-28,-0.04295591781496189,-0.07098975336826796,
2023-04-28,-0.0408071499558606,-0.18941127272928537,
2023-01-31,-0.040485445635646565,-0.17404265003744834,
