rebalance_date,ticker,Name,sector,weight,portfolio_sleeve_label,portfolio_candidate_gate_label,leader_onset_score,alpha_selector_style,alpha_selector_score,target_stock_names,weighting_mode,active_rebalance_interval_months,research_only_backtest,production_activation_allowed
2019-05-31,HEI,HEICO CORP,Industrials,0.2619235866855509,future_winner,future_relaxed,0.4942310220354384,future_heavy,1.0,4,alpha_selector,1,True,False
2019-05-31,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.2504062345882818,early_scout,early_relaxed,0.41750449507576387,future_heavy,0.9777667493796528,4,alpha_selector,1,True,False
2019-05-31,SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,0.24573202437983283,future_winner,future_relaxed,0.457990584877088,future_heavy,0.9685980148883374,4,alpha_selector,1,True,False
2019-05-31,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.2419381543463345,future_winner,future_relaxed,0.4689006471756049,future_heavy,0.9610918114143923,4,alpha_selector,1,True,False
2019-06-28,HD,HOME DEPOT INC,Consumer Discretionary,0.27037547512734117,core_compounder,core_strict,0.5040057289303804,future_heavy,1.0,4,alpha_selector,1,True,False
2019-06-28,HEI,HEICO CORP,Industrials,0.2544218719429639,future_winner,future_relaxed,0.5648600969833419,future_heavy,0.970048780487805,4,alpha_selector,1,True,False
2019-06-28,AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,0.23837715789315062,early_scout,early_relaxed,0.4923254580797349,future_heavy,0.9389634146341463,4,alpha_selector,1,True,False
2019-06-28,KBR,KBR INC,Industrials,0.23682549503654426,early_scout,early_relaxed,0.538368802504804,future_heavy,0.9359024390243903,4,alpha_selector,1,True,False
2019-07-31,HD,HOME DEPOT INC,Consumer Discretionary,0.2549217387932295,core_compounder,core_strict,0.510611139574453,future_heavy,1.0,4,alpha_selector,1,True,False
2019-07-31,CTAS,CINTAS CORP,Industrials,0.2521394297755499,early_scout,early_relaxed,0.5892881704772105,future_heavy,0.9945278450363195,4,alpha_selector,1,True,False
2019-07-31,TER,TERADYNE INC,Information Technology,0.2495555679660026,early_scout,early_relaxed,0.5980920491823485,future_heavy,0.9894188861985471,4,alpha_selector,1,True,False
2019-07-31,SPGI,S&P GLOBAL INC,Financials,0.24338326346521805,future_winner,future_relaxed,0.42089908773747264,future_heavy,0.9771065375302663,4,alpha_selector,1,True,False
2019-08-30,RMD,RESMED INC,Health Care,0.25605383788665625,future_winner,future_relaxed,0.5427541557771252,future_heavy,1.0,4,alpha_selector,1,True,False
2019-08-30,HD,HOME DEPOT INC,Consumer Discretionary,0.2544637841092006,core_compounder,core_strict,0.5514151047256234,future_heavy,0.9968902439024389,4,alpha_selector,1,True,False
