rebalance_date,net_return,drawdown,regime_state
2022-11-30,-0.0883026158012558,-0.2836787686695057,
2020-02-28,-0.07631056706699414,-0.0822852370281355,
2026-02-27,-0.06788647345257552,-0.08469170860144648,
2023-08-31,-0.06662313304318426,-0.18361892874939567,
2021-12-31,-0.06326268285264379,-0.08757970020906003,
2019-08-30,-0.06311152575456429,-0.06311152575456425,
2020-08-31,-0.05993164059570636,-0.059931640595706326,
2021-08-31,-0.05960070737868259,-0.059600707378682616,
2024-11-29,-0.059456651697998686,-0.05945665169799852,
2022-05-31,-0.05708560958854071,-0.21166459268681337,
