portfolio,rebalance_date,runner_ticker_count,local_ticker_count,ticker_set_equal,ticker_overlap,runner_only_tickers,local_only_tickers,l1_weight_diff,max_weight_delta_abs
main,2019-11-29,15,15,True,15,,,0.08179384363355904,0.040896921816779404
main,2024-11-29,13,12,False,12,EXEL,,0.081429860821404,0.027567046613715507
main,2021-12-31,15,15,True,15,,,0.0812250947140111,0.0376639568011841
main,2025-12-31,14,14,True,14,,,0.07752793058585358,0.035679399683569396
main,2024-02-29,13,14,False,13,,WING,0.06847752161054281,0.033762585621399305
main,2023-01-31,14,14,False,12,"BRBR,ORLY","HLI,ITT",0.06662809792839294,0.0264163220485372
main,2025-07-31,15,15,False,14,LITE,AVGO,0.05955160929123247,0.01602077000825658
main,2021-02-26,14,14,True,14,,,0.05917468214975679,0.029587341074878593
main,2025-04-30,15,15,False,13,"ETR,MA","GE,TPR",0.05514874602177118,0.010795114954588
main,2021-11-30,13,14,False,13,,SAIA,0.05370350062049192,0.02627232343012431
main,2024-03-28,15,15,False,14,GE,ELF,0.04237842670826619,0.0162592861558356
main,2024-12-31,15,15,False,14,KMI,VST,0.03647612418413382,0.0175178369889234
main,2026-03-31,15,15,False,14,COST,COHR,0.03556616686202457,0.0067883797521257
main,2020-03-31,10,10,False,9,FTNT,PODD,0.023038147890583994,0.0102977619480178
main,2026-02-27,14,14,True,14,,,0.02135412987219079,0.004028250515159898
main,2024-09-30,12,12,True,12,,,0.020772353727265283,0.007568813413363407
main,2022-03-31,11,11,True,11,,,0.002892544158217895,0.001431520721497992
concentrated,2024-10-31,7,7,True,7,,,0.915536662001788,0.431168331000894
concentrated,2019-07-31,7,6,False,5,"LAD,SMG",ROKU,0.4301235815720389,0.2007593505347044
concentrated,2020-02-28,6,6,True,6,,,0.062834780826694,0.0314173904133469
concentrated,2022-04-29,6,6,True,6,,,0.017824381616996975,0.008912190808498477
concentrated,2019-06-28,7,7,True,7,,,0.01664362174152631,0.007470342361885207
concentrated,2019-10-31,6,6,True,6,,,0.011164057401996878,0.005582028700998387
concentrated,2023-02-28,6,6,True,6,,,0.003863006319310882,0.0019315031596554566
concentrated,2023-04-28,6,6,True,6,,,0.003781000994214481,0.0018905004971072614
concentrated,2023-03-31,6,6,True,6,,,0.0026006753698064244,0.0013003376849032022
concentrated,2019-05-31,7,7,True,7,,,0.0020340396762809007,0.0010170198381403983
concentrated,2021-07-30,7,7,True,7,,,0.0010897369237919882,0.0005433944788372988
concentrated,2023-11-30,7,7,True,7,,,0.0010698620111768004,0.0005349310055884071
concentrated,2019-08-30,7,7,True,7,,,0.00048508226661432563,0.0002425411333071975
concentrated,2024-02-29,6,6,True,6,,,0.0004575926482888182,0.00022879632414429807
concentrated,2019-09-30,7,7,True,7,,,8.563870357138764e-05,4.281935178570423e-05
concentrated,2025-12-31,7,7,True,7,,,8.187683960356879e-05,3.702506909808445e-05
concentrated,2025-04-30,6,6,True,6,,,2.8468419978397788e-05,1.4234209989201496e-05
concentrated,2019-11-29,7,7,True,7,,,1.9409128147893084e-05,9.704564073995114e-06
concentrated,2021-06-30,6,6,True,6,,,1.0454821738392628e-05,3.1033959397019917e-06
concentrated,2024-09-30,7,7,True,7,,,9.55407503419603e-06,4.777037517111893e-06
concentrated,2021-08-31,6,6,True,6,,,8.341362106797923e-06,4.1706810533920224e-06
concentrated,2024-05-31,7,7,True,7,,,6.9710196651806555e-06,3.46403915468807e-06
concentrated,2021-01-29,7,7,True,7,,,6.449099719800511e-06,3.2245498599037248e-06
concentrated,2024-03-28,6,6,True,6,,,6.266662937501333e-06,3.133331468785361e-06
concentrated,2020-12-31,6,6,True,6,,,5.1960443613920104e-06,2.5262065574960246e-06
concentrated,2021-02-26,7,7,True,7,,,4.360559259553726e-06,2.180279629726556e-06
concentrated,2021-03-31,7,7,True,7,,,4.1074058330509144e-06,2.0537029165601517e-06
concentrated,2025-07-31,6,6,True,6,,,4.0388971738192225e-06,2.0194485869096113e-06
concentrated,2020-08-31,7,7,True,7,,,3.534891911821658e-06,1.6000300493979047e-06
concentrated,2020-11-30,7,7,True,7,,,3.2208368731800885e-06,1.052087165803739e-06
concentrated,2024-01-31,7,7,True,7,,,2.8665264680260982e-06,1.4332632340130491e-06
concentrated,2019-12-31,6,6,True,6,,,2.854062729679141e-06,1.4270313646869148e-06
concentrated,2021-10-29,7,7,True,7,,,2.408509469836728e-06,9.182908768390341e-07
concentrated,2024-06-28,7,7,True,7,,,2.3369402776113324e-06,1.168470138812605e-06
concentrated,2024-11-29,6,6,True,6,,,2.1871951088221764e-06,8.162707452186169e-07
concentrated,2022-11-30,6,6,True,6,,,2.1158917487135165e-06,1.057945874308186e-06
concentrated,2023-01-31,6,6,True,6,,,1.9989343385748426e-06,9.994671692978296e-07
concentrated,2023-06-30,7,7,True,7,,,1.8262151457032472e-06,9.131075728030513e-07
concentrated,2025-11-28,7,7,True,7,,,1.5436239344940317e-06,7.718119671984436e-07
concentrated,2020-09-30,6,6,True,6,,,1.3857946576552316e-06,6.928973289022089e-07
concentrated,2021-09-30,6,6,True,6,,,1.2395633835204922e-06,6.197816918018795e-07
concentrated,2020-06-30,7,7,True,7,,,1.2388647067894387e-06,3.267472610951616e-07
concentrated,2025-05-30,7,7,True,7,,,1.1729128324838856e-06,5.86456416290515e-07
concentrated,2025-01-31,7,7,True,7,,,1.1704881627827568e-06,5.852440814052562e-07
concentrated,2025-02-28,6,6,True,6,,,1.1139907716128244e-06,5.569953858142185e-07
concentrated,2022-08-31,6,6,True,6,,,1.065773282293847e-06,3.4453457289918e-07
concentrated,2023-12-29,7,7,True,7,,,1.0273628748835861e-06,5.013371033868452e-07
concentrated,2022-10-31,6,6,True,6,,,1.025916136203342e-06,4.5130893289863083e-07
concentrated,2020-05-29,6,6,True,6,,,9.197105604319411e-07,4.5985528020209276e-07
concentrated,2024-07-31,7,7,True,7,,,8.362331387623545e-07,4.1811656936729946e-07
concentrated,2024-12-31,6,6,True,6,,,8.254431087817427e-07,4.127215544047491e-07
concentrated,2022-07-29,6,6,True,6,,,7.421876959644302e-07,3.7109384799782763e-07
concentrated,2025-09-30,6,6,True,6,,,7.022386450117324e-07,3.511193225058662e-07
concentrated,2020-04-30,6,6,True,6,,,6.708982040973949e-07,1.95424794000032e-07
concentrated,2026-01-30,7,7,True,7,,,6.672560957897422e-07,3.3362804789660583e-07
concentrated,2021-04-30,7,7,True,7,,,6.348905069730737e-07,3.1744525347265906e-07
concentrated,2022-02-28,6,6,True,6,,,5.924499061615851e-07,2.454720060551807e-07
concentrated,2025-08-29,6,6,True,6,,,5.91433787323209e-07,2.957168936112975e-07
concentrated,2022-03-31,3,3,True,3,,,5.663731246149939e-07,2.831865623109664e-07
concentrated,2025-06-30,7,7,True,7,,,5.090352241943208e-07,2.545176120971604e-07
concentrated,2025-10-31,6,6,True,6,,,4.4935788710842584e-07,2.2467894350564066e-07
concentrated,2023-08-31,7,7,True,7,,,3.5599694070409527e-07,1.7799847040755878e-07
concentrated,2021-05-28,7,7,True,7,,,3.3389461903676754e-07,1.6694730953226156e-07
concentrated,2023-07-31,7,7,True,7,,,3.3226731617486127e-07,1.6611347408712618e-07
concentrated,2022-01-31,6,6,True,6,,,2.9212296065450616e-07,1.4606148035500865e-07
concentrated,2022-05-31,6,6,True,6,,,2.585808304843458e-07,1.292904152003227e-07
concentrated,2022-12-30,6,6,True,6,,,2.4605317026221707e-07,1.2302658520049747e-07
concentrated,2025-03-31,6,6,True,6,,,1.9721671949907496e-07,9.860835969988102e-08
concentrated,2023-10-31,6,6,True,6,,,1.9347953100073978e-07,9.673976550036989e-08
concentrated,2024-08-30,7,7,True,7,,,1.9092054596991925e-07,9.546027300577631e-08
concentrated,2022-06-30,6,6,True,6,,,1.5822089459958943e-07,5.331919569924459e-08
concentrated,2021-11-30,7,7,True,7,,,1.5024058367882343e-07,7.51202918758409e-08
concentrated,2020-07-31,6,6,True,6,,,1.4138175849151557e-07,7.069087920585915e-08
concentrated,2020-01-31,7,7,True,7,,,1.231291350684005e-07,4.730621959436743e-08
concentrated,2026-02-27,6,6,True,6,,,1.0704112118550824e-07,5.3520560601427736e-08
concentrated,2026-03-31,6,6,True,6,,,2.9205431344592886e-08,1.1119263843006877e-08
concentrated,2023-09-29,6,6,True,6,,,2.48665273441806e-08,1.2433263703315323e-08
concentrated,2020-03-31,5,5,True,5,,,4.299316751568694e-09,2.149658451244818e-09
concentrated,2020-10-30,7,7,True,7,,,0.0,0.0
concentrated,2021-12-31,7,7,True,7,,,0.0,0.0
concentrated,2022-09-30,3,3,True,3,,,0.0,0.0
concentrated,2023-05-31,3,3,True,3,,,0.0,0.0
concentrated,2024-04-30,7,7,True,7,,,0.0,0.0
concentrated,2026-04-30,6,6,True,6,,,0.0,0.0
concentrated,2026-05-29,6,6,True,6,,,0.0,0.0
concentrated,2026-07-02,6,6,True,6,,,0.0,0.0
