severity,check_id,message,path,details
warning,concentrated_large_order,single order exceeds review threshold,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/concentrated/orders_preview.csv,"{""equity"": 879167.1967341756, ""limit_pct"": 0.6, ""max_gross"": 528868.4311523438}"
