rebalance_date,target_n,single_name_cap,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,equity,drawdown
2019-04-30,3,0.5,-0.07193920579740803,0.0025,0.5,-0.07443920579740804,0.0,3,"NOW,AMZN,MU",0.925560794202592,-0.07443920579740804
2019-05-31,3,0.5,0.07433038862935605,0.005,1.0,0.06933038862935605,0.0,3,"V,TGT,KO",0.9897302837647531,-0.010269716235246862
2019-06-28,3,0.5,0.014622137632030126,0.005,1.0,0.009622137632030126,0.0,3,"AMZN,HD,AAPL",0.9992536047737257,-0.0007463952262742879
2019-07-31,3,0.5,-0.019147384177425748,0.005,1.0,-0.02414738417742575,0.0,3,"GOOG,GOOGL,INTC",0.975124244088577,-0.024875755911422992
2019-08-30,3,0.5,-0.026997627269371143,0.003693158446082928,0.7386316892165856,-0.030690785715454073,0.0,3,"ABT,CRM,GOOG",0.9451969148673104,-0.05480308513268961
2019-09-30,3,0.5,0.0530863482931463,0.005,1.0,0.0480863482931463,0.0,3,"INTC,NRG,GOOGL",0.9906479829212274,-0.009352017078772645
2019-10-31,3,0.5,0.005000748228613387,0.0038285365398954586,0.7657073079790917,0.0011722116887179284,0.0,3,"CRM,GOOG,GOOGL",0.9918092320662124,-0.00819076793378759
2019-11-29,3,0.5,-0.03529029051723412,0.0025,0.5,-0.03779029051723412,0.0,3,"XYZ,CRM,GOOG",0.9543284730487553,-0.045671526951244656
2019-12-31,3,0.5,0.020855754236628395,0.005,1.0,0.015855754236628394,0.0,3,"AVGO,V,PLNT",0.9694600707784333,-0.030539929221566675
2020-01-31,3,0.5,0.00865332942336186,0.005,1.0,0.0036533294233618606,0.0,3,"XYZ,AMZN,PYPL",0.9730018277797826,-0.026998172220217387
2020-02-28,3,0.5,-0.23412020661688882,0.005,1.0,-0.23912020661688882,0.0,3,"ETSY,CSGP,HUBS",0.7403374296824705,-0.2596625703175295
