rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.2394902436485885,-0.3105829936315191,
2022-05-31,-0.20275494530012228,-0.47920104316157963,
2021-12-31,-0.1495156775065725,-0.14951567750657246,
2019-04-30,-0.13866514700356194,-0.13866514700356192,
2022-03-31,-0.13800658147765096,-0.3366596586338825,
2023-04-28,-0.10531772020413255,-0.43668935809071385,
2020-09-30,-0.09613029434007657,-0.1373742480250062,
2022-01-31,-0.08961815886764309,-0.22573451663422828,
2025-02-28,-0.08948310444116664,-0.08948310444116658,
2022-11-30,-0.0840721903901551,-0.4441652372328885,
