portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.3060872204873475,0.3,True,0.0,-0.2601966930283808,-0.25,False,1.0197,1.130253864790919,0.0,False
concentrated,broker_ledger_next_close,True,0.4452717958497554,0.5,False,5.4728,-0.23268227718381962,-0.28,True,0.0,1.3543257573594534,0.0,False
