ticker,side,reason,risk_rule_action,signal_date,fill_date,fill_price,sell_fraction,portfolio_kind,price_return,drawdown_from_peak,benchmark_return,relative_return,protected,quantity,gross_value,fee_usd,cash_after,shares_after
AVGO,SELL,weekly_relative_trim,weekly_relative_trim,2019-07-05,2019-07-08,23.155799865722656,0.5,concentrated,-0.05889798281532943,-0.05889798281532943,0.009470343118921365,-0.06772692868124863,False,370.0,8567.645950317383,21.419114875793458,8572.412531275771,370.0
AVGO,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-07-08,2019-07-09,23.203800201416016,1.0,concentrated,-0.08453480692846294,-0.08453480692846294,0.003923646142534709,-0.08811272989822427,False,370.0,8585.406074523926,21.463515186309817,17136.35509061339,0.0
TSCO,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-23,2019-08-26,17.851661682128906,1.0,concentrated,-0.09970982780131632,-0.10895387250608424,-0.0338829326758433,-0.06813552658560629,False,1355.0,24189.001579284668,60.472503948211674,24227.50820176605,0.0
BKNG,SELL,weekly_relative_trim,weekly_relative_trim,2019-11-08,2019-11-11,74.45076751708984,0.5,concentrated,-0.03939197277850337,-0.09543023210463941,0.06750607174310197,-0.10013811382548332,False,270.0,20101.707229614258,50.25426807403564,20099.995128431357,271.0
BKNG,SELL,weekly_relative_exit,weekly_relative_exit,2019-11-15,2019-11-18,72.17292785644531,1.0,concentrated,-0.054916542874528296,-0.110049157171355,0.07735432599738057,-0.12277378544840079,False,271.0,19558.86344909668,48.8971586227417,39609.961418905295,0.0
RNG,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-06,2020-03-09,209.10610961914062,1.0,concentrated,-0.0969193997210287,-0.0969193997210287,-0.03762674768463625,-0.061610868645549766,False,136.0,28438.430908203125,71.09607727050782,28521.387744739095,0.0
MA,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-09,2020-03-10,270.7638244628906,1.0,concentrated,-0.09277431473179243,-0.23958080658594838,-0.11571576695904884,0.02594352739770489,False,184.0,49820.543701171875,124.55135925292969,78217.38008665804,0.0
NVDA,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-09,2020-03-10,6.501508712768555,1.0,concentrated,-0.1121078892153039,-0.13732375123332075,-0.11278257550409254,0.0007604520269335335,False,3837.0,24946.288930892944,62.36572232723236,103101.30329522376,0.0
VEEV,SELL,weekly_relative_trim,weekly_relative_trim,2020-06-05,2020-06-08,218.36000061035156,0.5,concentrated,-0.07380344887926027,-0.07654477260541204,0.04513170049477999,-0.11379919805105398,False,133.0,29041.880081176758,72.6047002029419,29149.256522463602,133.0
ETSY,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-07-15,2020-07-16,103.33999633789062,1.0,concentrated,-0.08308603488748378,-0.10951009240754994,0.036486895435449807,-0.11536366822341593,False,392.0,40509.278564453125,101.27319641113282,40413.751155241785,0.0
SE,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-09-03,2020-09-04,144.14999389648438,1.0,concentrated,-0.08800992104189798,-0.08800992104189798,-0.02044807985862307,-0.06897219003309574,False,285.0,41082.74826049805,102.70687065124513,41136.94566440948,0.0
META,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-09-08,2020-09-09,271.5887145996094,1.0,concentrated,-0.08218248544416651,-0.10360321292866326,-0.05499167014447037,-0.028773095898374734,False,336.0,91253.80810546875,228.13452026367187,132162.61924961457,0.0
JD,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-09-10,2020-09-11,64.99420928955078,1.0,concentrated,-0.09649654590594081,-0.10431422984773342,-0.053063223284749106,-0.04586718320504346,False,732.0,47575.76119995117,118.93940299987793,179619.44104656586,0.0
CBRE,SELL,weekly_relative_trim,weekly_relative_trim,2020-11-06,2020-11-09,58.150001525878906,0.5,concentrated,-0.007594412855276733,-0.012282648028568377,0.0604483933310096,-0.06416418433390692,False,485.0,28202.75074005127,70.50687685012818,28182.48040599237,485.0
CPRT,SELL,weekly_relative_trim,weekly_relative_trim,2021-01-22,2021-01-25,28.225000381469727,0.5,concentrated,0.05732105581293334,-0.09948922327787324,0.14084990067118497,-0.07321633179711895,False,821.0,23172.725313186646,57.931813282966615,23355.087254504062,822.0
DXCM,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2021-03-04,2021-03-05,91.02249908447266,1.0,concentrated,-0.1018479417310999,-0.1018479417310999,-0.03306121013342389,-0.07113866184556272,False,681.0,61986.32187652588,154.9658046913147,61838.66963659893,0.0
LRCX,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2021-03-04,2021-03-05,51.79898452758789,1.0,concentrated,-0.11689853935764505,-0.11689853935764505,-0.03306121013342389,-0.08670386388758855,False,1746.0,90441.02698516846,226.10256746292114,152053.59405430447,0.0
NVDA,SELL,weekly_relative_trim,weekly_relative_trim,2021-03-05,2021-03-08,11.560113906860352,0.5,concentrated,-0.05858589055216823,-0.1871300530177018,0.019668920975352444,-0.07674531401100948,False,2389.0,27617.11212348938,69.04278030872345,179601.66339748513,2389.0
NVDA,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2021-03-08,2021-03-09,12.48877239227295,1.0,concentrated,-0.1241784787052389,-0.243766386719659,0.014592260916487687,-0.13677488481567368,False,2389.0,29835.677245140076,74.5891931128502,209362.75144951235,0.0
