ticker,drawdown_pnl_usd,drawdown_contribution_return_on_start
DDOG,-42725.371536254876,-0.422691546334983
BLD,-23060.939666748047,-0.22814697443658366
ORLY,-15038.350997924805,-0.14877773110169804
MA,-12456.716705322266,-0.12323705229717054
MLI,-11843.990921020508,-0.11717522065163284
XPO,-11041.080520629883,-0.10923185055310561
AMD,-8855.750061035156,-0.08761189318339134
NVDA,-8639.227220535278,-0.08546978485344797
NET,-8586.958374023438,-0.0849526775993077
TMUS,-4903.377746582031,-0.0485102000858804
WCC,-4751.748062133789,-0.047010094095337365
STLD,-3757.8229370117188,-0.03717697309549911
ON,-3756.4794921875,-0.037163682098844276
LOPE,-3669.220016479492,-0.03630040481433665
DXCM,-3089.51806640625,-0.030565285261732224
RKLB,-2877.989849090576,-0.02847258984316169
FANG,-2711.2677764892574,-0.0268231715199945
ONTO,-2447.899444580078,-0.02421761038693585
CTAS,-1937.3715362548828,-0.019166844922344713
JBL,-1673.7972946166992,-0.01655924667881449
MSI,-878.7612304687536,-0.008693779129594648
PCTY,-818.3293762207031,-0.00809591343524198
TXRH,-788.3473968505896,-0.007799295084916272
BRKR,-730.1626853942871,-0.007223660871000783
DAL,-595.56884765625,-0.00589209427824746
TSLA,-554.3992309570294,-0.005484794158461598
RGLD,-477.0074310302739,-0.004719139972004045
CHE,-390.14959716796875,-0.003859836219070946
PLNT,-382.6300506591797,-0.003785443683037859
CW,-100.27764892578125,-0.0009920689502093082
LOW,-81.20690917968773,-0.0008033979057413145
AFG,-46.882598876954034,-0.00046381991549650323
DPZ,-43.300048828125,-0.0004283769558331324
RRX,-40.21124267578125,-0.00039781871369461044
CARR,63.75004577636719,0.000630693296728219
FDS,101.8645935058596,0.0010077689437817932
FTNT,113.38966369628906,0.0011217890111386811
ANET,1255.8174686431885,0.012424079853462245
MOS,1438.1220169067383,0.014227659053330217
INTU,3294.4129028320312,0.03259235517665095
CPRT,4376.740234375,0.043300058748574406
BKR,5386.750219345093,0.053292310822930594
CHRW,6075.074310302734,0.06010205322949154
AVGO,16578.374137878418,0.16401352049363527
SQM,17697.075382232666,0.17508107922654678
BLDR,18086.739700317383,0.1789361144723616
LPX,19689.342025756836,0.194791013581319
LRCX,27058.65915298462,0.26769729712990276
ACLS,32205.02069091797,0.31861138958248786
