ticker,target_weight,Name,sector,portfolio_sleeve_label
CASH,0.1920417368544543,Cash,Cash,
SNDK,0.12,SANDISK CORP,Information Technology,future_winner
WDC,0.1102654485514349,WESTERN DIGITAL CORP,Information Technology,future_winner
STM,0.1054748770594471,STMicroelectronics,Semiconductors,early_scout
CIEN,0.0926381557507864,CIENA CORP,Information Technology,future_winner
MRVL,0.0852589194369642,MARVELL TECHNOLOGY INC,Information Technology,future_winner
LITE,0.0633177035523909,LUMENTUM HOLDINGS INC,Information Technology,future_winner
ON,0.0564536699670997,ON SEMICONDUCTOR CORP,Information Technology,future_winner
PWR,0.0527619774770134,QUANTA SERVICES INC,Industrials,future_winner
FIX,0.0397315495162076,COMFORT SYSTEMS USA INC,Industrials,future_winner
MU,0.0316324308233738,MICRON TECHNOLOGY INC,Information Technology,future_winner
COHR,0.0253911037455642,COHERENT CORP,Information Technology,future_winner
TER,0.013762260639199,TERADYNE INC,Information Technology,unassigned
KEYS,0.011270166626064,KEYSIGHT TECHNOLOGIES INC,Information Technology,future_winner
