ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
CIEN,103.0,438.4700012207031,2026-06-22,45162.41012573242,385.14010088603186,0.05590398908593396
COHR,46.0,415.0899963378906,2026-06-22,19094.13983154297,279.4365132678837,0.02363555403212804
FIX,12.0,2011.8599853515625,2026-06-22,24142.31982421875,1866.2886962890625,0.029884410070339755
KEYS,20.0,371.95001220703125,2026-06-22,7439.000244140625,313.2699890136719,0.009208316989746862
LITE,39.0,841.1900024414062,2026-06-22,32806.410095214844,309.70091837940913,0.040609196604115494
MRVL,308.0,307.739990234375,2026-06-22,94783.9169921875,164.9499969482422,0.11732764142350756
MU,34.0,1187.760009765625,2026-06-22,40383.84033203125,469.99336954474285,0.04998886823986482
ON,327.0,130.89999389648438,2026-06-22,42804.29800415039,103.02999877929688,0.05298501567549548
PWR,42.0,712.3900146484375,2026-06-22,29920.380615234375,742.2100219726562,0.03703674420174506
SNDK,60.0,2288.22998046875,2026-06-22,137293.798828125,770.5253458658855,0.1699482160027756
STM,1129.0,80.0999984741211,2026-06-22,90432.89827728271,55.75,0.1119417618375078
TER,24.0,442.989990234375,2026-06-22,10631.759765625,213.89908885772138,0.013160453134522188
WDC,152.0,759.655029296875,2026-06-22,115467.564453125,336.6471991889388,0.14293075690592788
