portfolio_kind,week_end_date,target_week_end_date,rebalance_date,period_end_date,scheduled_period_end_date,final_period_extension,weekly_return,period_return_since_rebalance,equity,cash_weight,stock_weight,selected_names,missing_price_count,spy_period_return_since_rebalance,qqq_period_return_since_rebalance
main,2019-06-07,2019-06-07,2019-05-31,2019-06-28,2019-06-28,False,0.029911251033441166,0.029911251033441166,1.0299112510334412,0.2800000000000008,0.7199999999999992,14,0,0.044822588899505744,0.04357864983980009
main,2019-06-14,2019-06-14,2019-05-31,2019-06-28,2019-06-28,False,0.00676457028701738,0.03687815808044692,1.036878158080447,0.2800000000000008,0.7199999999999992,14,0,0.050670066509022504,0.05280154753717703
main,2019-06-21,2019-06-21,2019-05-31,2019-06-28,2019-06-28,False,0.015146738460332099,0.05258348035612226,1.0525834803561223,0.2800000000000008,0.7199999999999992,14,0,0.07308148024140415,0.08698420089188308
main,2019-06-28,2019-06-28,2019-05-31,2019-06-28,2019-06-28,False,-0.020783371701946884,0.03070724663655211,1.030707246636552,0.2800000000000008,0.7199999999999992,14,0,0.06943119040561974,0.07881522792415874
main,2019-07-05,2019-07-05,2019-06-28,2019-07-31,2019-07-31,False,0.022196454806461485,0.022196454806461485,1.0535852934552128,3.3306690738754696e-16,0.9999999999999997,14,0,0.005999773195003,0.003835514000567697
main,2019-07-12,2019-07-12,2019-06-28,2019-07-31,2019-07-31,False,0.011002953469204435,0.033443634835082614,1.0651778434149386,3.3306690738754696e-16,0.9999999999999997,14,0,0.013381344333934786,0.016866098224011195
main,2019-07-19,2019-07-19,2019-06-28,2019-07-31,2019-07-31,False,-0.017674687585527815,0.0151778414521202,1.0463511578095532,3.3306690738754696e-16,0.9999999999999997,14,0,0.0016517835940401682,0.00362507379964927
main,2019-07-26,2019-07-26,2019-06-28,2019-07-31,2019-07-31,False,0.02263794911392014,0.03815938576849254,1.0700384020753373,3.3306690738754696e-16,0.9999999999999997,14,0,0.017965693299557994,0.026113687759804938
main,2019-07-31,2019-07-31,2019-06-28,2019-07-31,2019-07-31,False,-0.02312602011878606,0.014150890926703852,1.0452926724610694,3.3306690738754696e-16,0.9999999999999997,14,0,0.0025277904893130643,0.004098501595840132
main,2019-08-02,2019-08-02,2019-07-31,2019-08-30,2019-08-30,False,-0.011735294806097918,-0.011735294806097918,1.0330258547910849,0.006168098005522538,0.9938319019944775,14,0,-0.01673413749693975,-0.021313139856862007
main,2019-08-09,2019-08-09,2019-07-31,2019-08-30,2019-08-30,False,0.008827201472787038,-0.0030116831449068515,1.0421445821379238,0.006168098005522538,0.9938319019944775,14,0,-0.02009422420327922,-0.025805763384519786
main,2019-08-16,2019-08-16,2019-07-31,2019-08-30,2019-08-30,False,-0.008188682619862164,-0.011175704047343804,1.0336107909107874,0.006168098005522538,0.9938319019944775,14,0,-0.029402120910281382,-0.03108177832873238
main,2019-08-23,2019-08-23,2019-07-31,2019-08-30,2019-08-30,False,0.012594159227301782,0.0012777065837086266,1.0466282497905752,0.006168098005522538,0.9938319019944775,14,0,-0.04284303415057944,-0.048895212094928975
main,2019-08-30,2019-08-30,2019-07-31,2019-08-30,2019-08-30,False,0.018338622349049594,0.019639760311269683,1.0658219700033313,0.006168098005522538,0.9938319019944775,14,0,-0.017305197039323872,-0.020686393500911726
main,2019-09-06,2019-09-06,2019-08-30,2019-09-30,2019-09-30,False,0.012493578334028976,0.012493578334028976,1.0791379002756971,4.440892098500626e-16,0.9999999999999996,14,0,0.02574242801364024,0.028836971024589264
main,2019-09-13,2019-09-13,2019-08-30,2019-09-30,2019-09-30,False,-0.01762136265822567,-0.005347938198919544,1.060122019976703,4.440892098500626e-16,0.9999999999999996,14,0,0.03620452167090282,0.033938542462287336
main,2019-09-20,2019-09-20,2019-08-30,2019-09-30,2019-09-30,False,0.009253103268918927,0.00385568004556891,1.0699314385052023,4.440892098500626e-16,0.9999999999999996,14,0,0.03127432442809952,0.024594754518531436
main,2019-09-27,2019-09-27,2019-08-30,2019-09-30,2019-09-30,False,-0.008596772775097739,-0.004774239134774039,1.0607334810434397,4.440892098500626e-16,0.9999999999999996,14,0,0.02131716613432455,0.006375576162562124
main,2019-09-30,2019-09-30,2019-08-30,2019-09-30,2019-09-30,False,0.007134210076693126,0.0023259105169752825,1.0683009765325855,4.440892098500626e-16,0.9999999999999996,14,0,0.026053835760791122,0.015953221350010427
main,2019-10-04,2019-10-04,2019-09-30,2019-10-31,2019-10-31,False,0.0001555840994520441,0.0001555840994520441,1.068467187177963,5.551115123125783e-16,0.9999999999999994,14,0,-0.01138566111376682,-0.0036409166750598354
main,2019-10-11,2019-10-11,2019-09-30,2019-10-31,2019-10-31,False,0.004897423819097968,0.005053769879824532,1.0736999238303728,5.551115123125783e-16,0.9999999999999994,14,0,-0.00490352579118547,0.008496386017276203
main,2019-10-18,2019-10-18,2019-09-30,2019-10-31,2019-10-31,False,-0.0012470545083334006,0.003800413044978468,1.072360961499763,5.551115123125783e-16,0.9999999999999994,14,0,0.0007727382774584957,0.011556941313255908
main,2019-10-25,2019-10-25,2019-09-30,2019-10-31,2019-10-31,False,0.005298499951399416,0.009119049484711983,1.078042866002152,5.551115123125783e-16,0.9999999999999994,14,0,0.012964274192971414,0.03240130653336015
