date,base_equity_usd,overlay_equity_usd,base_cash_weight,overlay_cash_weight,crisis_state,policy_cash_floor,equity_drawdown_cash_floor,target_cash_weight_next,cash_action,turnover_from_cash_action,cash_action_cost_usd,base_equity_usd_peak,overlay_equity_usd_peak,base_drawdown,overlay_drawdown
2019-06-03,99958.07760920524,99958.07760920524,0.8322401078634055,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,INIT,0.0,0.0,99958.07760920524,99958.07760920524,0.0,0.0
2019-06-04,100506.47435297964,100506.47435297963,0.8276991291042871,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,100506.47435297964,100506.47435297963,0.0,0.0
2019-06-05,101215.52692713735,101196.83989055063,0.8219007875263,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,101215.52692713735,101196.83989055063,0.0,0.0
2019-06-06,101285.3117591381,101262.56131789548,0.8213345039518841,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,101285.3117591381,101262.56131789548,0.0,0.0
2019-06-07,101647.35340800283,101602.42786700111,0.8184091223446849,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,101647.35340800283,101602.42786700111,0.0,0.0
2019-06-10,101658.89024271964,101613.08128069207,0.818316244577156,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,101658.89024271964,101613.08128069207,0.0,0.0
2019-06-11,101636.19460215568,101592.1344297941,0.8184989768353567,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,101658.89024271964,101613.08128069207,-0.00022325288530866683,-0.00020614325078982532
2019-06-12,101903.53349604606,101839.12643513709,0.8163516851408439,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,101903.53349604606,101839.12643513709,0.0,0.0
2019-06-13,101823.96391215324,101766.48679241432,0.8169896171305364,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,101903.53349604606,101839.12643513709,-0.0007808324320364157,-0.0007132783367799211
2019-06-14,101599.26273646354,101560.62652356019,0.8187965055129028,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,101903.53349604606,101839.12643513709,-0.0029858705497618487,-0.0027347044434270495
2019-06-17,101699.95986857414,101653.81741932289,0.8179857828735441,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,101903.53349604606,101839.12643513709,-0.0019977092107392735,-0.0018196249545819887
2019-06-18,101782.77528300283,101730.1125667485,0.817320229871898,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,101903.53349604606,101839.12643513709,-0.0011850247866813657,-0.0010704517232679178
2019-06-19,102503.19577326774,102391.35235007976,0.8115758797931926,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,102503.19577326774,102391.35235007976,0.0,0.0
2019-06-20,102468.6135016918,102360.59626650158,0.8118497796394027,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,102503.19577326774,102391.35235007976,-0.00033737749652640314,-0.000300377745505509
2019-06-21,102379.2037803173,102280.96014589511,0.8125587836159455,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,102503.19577326774,102391.35235007976,-0.0012096402655065175,-0.001078139917590093
2019-06-24,101932.48344721794,101881.52910383644,0.8161198322454306,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,102503.19577326774,102391.35235007976,-0.005567751539300225,-0.00497916312795843
2019-06-25,101065.0490867138,101090.53596320149,0.8231245325961044,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,102503.19577326774,102391.35235007976,-0.014030261941637923,-0.012704357907401542
2019-06-26,101164.39778819084,101184.78832477506,0.8223161814839024,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,102503.19577326774,102391.35235007976,-0.013061036536248682,-0.01178384695202983
2019-06-27,101583.31480326652,101580.38787270836,0.818925051347395,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,102503.19577326774,102391.35235007976,-0.008974168688710482,-0.007920243836595509
2019-06-28,101622.27139201164,101616.47881113313,0.8186111189189872,0.8322401078634055,GREEN,0.03,0.0,0.8322401078634055,HOLD_CASH,0.0,0.0,102503.19577326774,102391.35235007976,-0.008594116257649831,-0.007567763499180202
2019-07-01,101529.76548104284,101505.54564746782,0.0291340869688368,0.7322401078634055,GREEN,0.03,0.0,0.7322401078634055,RELEASE_CASH,0.09999999999999998,25.38273209489067,102503.19577326774,102391.35235007976,-0.009496584812614839,-0.008651186670367794
2019-07-02,103220.66071801184,101946.28178459975,0.0286568308793449,0.6322401078634056,GREEN,0.03,0.0,0.6322401078634056,RELEASE_CASH,0.09999999999999998,25.49294368207045,103220.66071801184,102391.35235007976,0.0,-0.004346759323563765
2019-07-03,103999.9203844547,102212.11503892,0.0284421084796565,0.5322401078634056,GREEN,0.03,0.0,0.5322401078634056,RELEASE_CASH,0.09999999999999998,25.559418614383596,103999.9203844547,102391.35235007976,0.0,-0.0017505121970353699
2019-07-05,103347.6677256107,101878.00818399432,0.0286216136517349,0.4322401078634056,GREEN,0.03,0.0,0.4322401078634056,RELEASE_CASH,0.09999999999999998,25.475871013752013,103999.9203844547,102391.35235007976,-0.006271664982365643,-0.005013550014754231
2019-07-08,103616.4012728214,102007.33810458341,0.0285473822784288,0.33224010786340563,GREEN,0.03,0.0,0.33224010786340563,RELEASE_CASH,0.09999999999999998,25.50821157904061,103999.9203844547,102391.35235007976,-0.003687686588754624,-0.0037504558410693667
2019-07-09,104508.30129723546,102585.24168915482,0.0283037517664499,0.23224010786340563,GREEN,0.03,0.0,0.23224010786340563,RELEASE_CASH,0.1,25.652723603189504,104508.30129723546,102585.24168915482,0.0,0.0
2019-07-10,104438.50991921422,102505.4798160525,0.0283226658417319,0.13224010786340562,GREEN,0.03,0.0,0.13224010786340562,RELEASE_CASH,0.1,25.632778148550262,104508.30129723546,102585.24168915482,-0.0006678070273359316,-0.0007775180112555846
2019-07-11,103925.78674798008,102030.55152616045,0.0284623971586897,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,RELEASE_CASH,0.1,25.514016385636523,104508.30129723546,102585.24168915482,-0.005573859129129222,-0.005407114647886235
2019-07-12,103038.72223763465,101163.05024968156,0.02870743108235,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,104508.30129723546,102585.24168915482,-0.014061840460128927,-0.013863509175936484
2019-07-15,104220.00710778234,102318.61329810323,0.0283820458234207,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,104508.30129723546,102585.24168915482,-0.002758576934794643,-0.0025990911232582903
2019-07-16,104929.16399483678,103012.0677808917,0.0281902276243796,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,104929.16399483678,103012.0677808917,0.0,0.0
2019-07-17,104547.19887261388,102638.6440117374,0.0282932211417206,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,104929.16399483678,103012.0677808917,-0.0036402188646208478,-0.0036250487656317443
2019-07-18,105414.47788720128,103486.63205608944,0.0280604436576111,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,105414.47788720128,103486.63205608944,0.0,0.0
2019-07-19,104926.33139519687,103009.47370902657,0.0281909886500207,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,105414.47788720128,103486.63205608944,-0.004630734807857695,-0.004610821103968821
2019-07-22,106114.39936547275,104170.97758859952,0.0278753593775961,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,106114.39936547275,104170.97758859952,0.0,0.0
2019-07-23,105709.24924187658,103775.03331786391,0.0279821968149832,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,106114.39936547275,104170.97758859952,-0.0038180503873068705,-0.003800907699064715
2019-07-24,106859.75433068271,104899.53947267009,0.0276809266124335,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,106859.75433068271,104899.53947267009,0.0,0.0
2019-07-25,108036.4520693302,106049.23579757463,0.0273794350035864,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,108036.4520693302,106049.23579757463,0.0,0.0
2019-07-26,109133.31629662513,107120.5436146157,0.0271042530166544,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,109133.31629662513,107120.5436146157,0.0,0.0
2019-07-29,107883.5349169254,105900.28809818382,0.0274182433837384,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,109133.31629662513,107120.5436146157,-0.011451877594398474,-0.011391423860038996
2019-07-30,107105.51140313146,105140.35353684962,0.027617411827827,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,109133.31629662513,107120.5436146157,-0.018580988485515038,-0.018485623867725565
2019-07-31,106537.39907937049,104585.31610920957,0.0277646821023536,0.032240107863405615,GREEN,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,109133.31629662513,107120.5436146157,-0.023786661171359635,-0.023667052274557565
2019-08-01,108528.15053382872,106530.59507521373,0.0282056471705602,0.032240107863405615,WATCH,0.03,0.0,0.032240107863405615,HOLD_CASH,0.0,0.0,109133.31629662513,107120.5436146157,-0.005545197226038301,-0.0055073333227696475
