rank,ticker,Name,sector,weight,score,score_model_core,score_total,score_focus_bonus,portfolio_seed_score,ensemble_weight_linear,ensemble_weight_catboost,ensemble_weight_ranker,adaptive_ensemble_active,adaptive_ensemble_history_months,adaptive_quality_linear,adaptive_quality_catboost,adaptive_quality_ranker,anticipatory_growth_score,profitability_inflection_score,dominant_archetype_label,archetype_alignment_score,portfolio_sleeve_label,portfolio_sleeve_confidence,portfolio_core_compounder_engine_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,portfolio_monster_slot,sage_sector,sage_composite_score,sage_g_score,sage_v_score,sage_q_score,sage_c_score,sleeve_target_core_compounder_weight,sleeve_target_future_winner_weight,sleeve_target_early_scout_weight,sleeve_invested_share,sleeve_growth_signal,sleeve_risk_signal,future_winner_regime_strength,early_scout_regime_strength,future_winner_scout_score,long_hold_compounder_score,score_future_winner_model,pred_future_winner_ret,pred_future_winner_p,strategy_blueprint_score,stagflation_score,growth_liquidity_reentry_score,m2_yoy_lag1m,fed_assets_bil,reverse_repo_bil,tga_bil,net_liquidity_bil,net_liquidity_change_1m_bil,liquidity_impulse_score,liquidity_drain_score,fear_greed_score,fear_greed_delta_1w,fear_greed_risk_off_score,fear_greed_risk_on_score,fund_join_status,fundamental_reliability_score,core_fundamental_fields_present,sector_adjusted_fields_present,partial_scout_confirmation_score,fundamental_lane_label,latest_statement_repair_used,revenues_ttm,gross_profit_ttm,op_income_ttm,net_income_ttm,op_margin_ttm,gross_margins,operating_margins,roe_proxy,roa_proxy,asset_turnover_ttm,book_to_market_proxy,capital_efficiency_score,sector_adjusted_quality_score,market_cap_live,current_price_live,return_on_equity_effective,revenue_growth_final,earnings_growth_final,forward_pe_final,peg_final,sales_growth_yoy,net_income_growth_yoy,op_income_growth_yoy,ocf_growth_yoy,sales_cagr_3y,sales_cagr_5y,net_income_cagr_3y,net_income_cagr_5y,op_income_cagr_3y,op_income_cagr_5y,ocf_cagr_3y,ocf_cagr_5y,ep_ttm,sp_ttm,fcfy_ttm,price_above_ma20,ma20_above_ma50,golden_cross_fresh_20d,death_cross_recent_20d,breakout_fresh_20d,breakout_volume_z,volume_dryup_20d,post_breakout_hold_score,held_from_prev_rebalance,prev_weight,portfolio_hold_policy_seed_bonus,portfolio_hold_policy_bonus,portfolio_hold_policy_support,portfolio_hold_policy_exit_risk,target_n,weight_cap,cash_target,prev_holdings_applied,prev_holdings_count,rebalance_action,active_rebalance_interval_months,sleeve_rebalance_interval_months,scheduled_rebalance_due,recommended_rebalance_interval_months,next_scheduled_rebalance_date,recommended_next_run_date,recommended_next_run_mode,atr14_pct,event_regime_label,live_event_alert_label,applied_regime_sleeve_policy_label,applied_regime_sleeve_live_label,applied_regime_sleeve_source_label,backtest_usable,research_only_backtest,research_only_output,entry_date,last_trade_date,thesis_status,entry_price,reference_price,shares_held,held_days,unrealized_return,manual_lock
1,GOOGL,ALPHABET INC CLASS A,Communication,0.2628006469446341,5.939345602255921,3.862320497762637,5.898468603814657,0.8628295538908125,7.5478584339331425,0.26758995087770987,0.4540584235531989,0.27835162556909115,True,12,-0.21262875125354314,-0.11111617252531623,-0.2719511241624717,1.14526104099169,0.4447069685519907,emerging_growth,0.9473293275232777,core_compounder,0.01386353065970817,0.6208052930240485,0.662395885003173,0.4972757030362747,,Software,0.03754680361622423,0.44652736519084985,-1.4013425780497664,0.2697054439064133,1.0944767289017672,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.7914876613619405,0.5237343208592049,0.2677533405027356,0.12162162162162163,1.395109907221882,0.7480691894633453,0.16474883541820584,0.7377625823607152,0.4220766462103299,0.8843186549017218,0.004444444444444449,-0.14620115101330752,0.046905869017049406,6.0,1.633,6.0,6.0,-6.0,0.0,0.5237343208592049,6.0,1.9428571428571075,0.0010711060155031366,0.2725714285714281,matched_with_ttm,1.0,5,0,1.0,full_ttm,False,422498000000.0,255053000000.0,138129000000.0,160208000000.0,0.3269340919957018,0.6036785972951352,0.3269340919957018,0.33464091605987306,0.22759436810201172,0.6002082625983955,0.09927026171275787,1.1187882900903217,0.948333020190562,4822652743530.273,398.0400085449219,0.33464091605987306,0.17454192648027744,0.44336732855238026,31.4739,1.0554627766599598,0.17454192648027744,0.44336732855238026,0.17532589088186246,0.3148694202909481,0.1407157505639378,0.16525533739262688,0.3982809091830559,0.25551033232955955,0.24156269994055246,0.22694705493500056,0.24701379565170267,0.19035609074455007,0.033219891317060636,0.0876069711979145,0.031586143166611715,1.0,1.0,0.0,0.0,1.0,0.3566443240418845,0.15178207530304955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.27,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.025674023208443076,balanced,growth_reentry_alert,aggr_35_30_35,growth_reentry_alert,balanced,True,True,False,,,,,,,,,False
2,NVDA,NVIDIA CORP,Information Technology,0.11759165616183817,5.050760570338059,2.560741616617053,4.994397620745186,1.1075877189413923,6.99294847571253,0.26758995087770987,0.4540584235531989,0.27835162556909115,True,12,-0.21262875125354314,-0.11111617252531623,-0.2719511241624717,1.4733092302901267,0.34285134655498495,compounder,1.5278159215852454,core_compounder,0.1301309204236545,1.0070950173730446,0.6167022561020811,0.4433804893111955,,Semiconductor,0.8462097074123438,2.5633401363284696,0.0,0.017244145228463344,-0.3684691773982423,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.7914876613619405,0.5237343208592049,0.2677533405027356,0.12162162162162163,1.2512034124771776,1.7086956503618829,-0.0888248653508817,-0.4624007367255126,0.05519873166856818,1.9782114680422969,0.004444444444444449,-0.14620115101330752,0.046905869017049406,6.0,1.633,6.0,6.0,-6.0,0.0,0.5237343208592049,6.0,1.9428571428571075,0.0010711060155031366,0.2725714285714281,matched_with_ttm_fallback,0.925,5,0,0.7142857142857143,full_ttm,False,215938000000.0,153463000000.0,130387000000.0,120067000000.0,0.6038168363141272,0.7106808435754708,0.6038168363141272,0.7633333969089534,0.5805863551302447,1.0441724733200195,0.030920247844188082,3.1058793317924853,2.348250880170233,5087054954818.726,207.8300018310547,0.7633333969089534,0.6547353579009478,2.0294308588944108,42.5913,0.4470588852734334,0.6547353579009478,,,,1.0052198737118174,0.6719241211603657,2.0294308588944108,0.9477711634965376,2.1492597803874185,0.9624152069870582,1.6396081372638758,0.7789798723371184,0.02360245782017083,0.04244852904438396,0.020030843170561165,1.0,1.0,0.0,0.0,0.65,0.0,0.13563946700186758,0.73,0.0,0.0,0.0,0.0,0.0,0.0,13,0.27,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.033251764542310956,balanced,growth_reentry_alert,aggr_35_30_35,growth_reentry_alert,balanced,True,True,False,,,,,,,,,False
3,GEV,GE VERNOVA INC,Industrials,0.08291260273231768,6.585972607993435,4.275610381056525,6.571623053523941,1.0036545217797317,8.773179161675337,0.26758995087770987,0.4540584235531989,0.27835162556909115,True,12,-0.21262875125354314,-0.11111617252531623,-0.2719511241624717,1.2811219576137733,0.5422175699770758,emerging_growth,1.0437970649342851,core_compounder,0.04437959172390101,0.511168171649516,0.9251228796388402,0.7919841044671372,,Industrial,0.525937005868445,2.4816378703336577,-2.771013848177158,-0.2823778278698784,2.8047444684228267,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.7914876613619405,0.5237343208592049,0.2677533405027356,0.12162162162162163,1.8775867252755725,0.7664135406541119,0.14693315841674898,0.613236138135203,0.4003920584785314,1.1747073686934097,0.004444444444444449,-0.14620115101330752,0.046905869017049406,6.0,1.633,6.0,6.0,-6.0,0.0,0.5237343208592049,6.0,1.9428571428571075,0.0010711060155031366,0.2725714285714281,matched_with_ttm,0.92839,5,0,0.8571428571428571,full_ttm,False,39375000000.0,7846000000.0,1524000000.0,9365000000.0,0.0387047619047619,0.19926349206349206,0.0387047619047619,0.62163956189844,0.12385600169285299,0.5207506744961117,0.050101947384616645,1.1845865617297762,-0.14032678042969887,300686915108.3252,1118.9599609375,0.62163956189844,0.12709317303563772,1.5666830823148947,32.9433,0.018063099369993257,0.12709317303563772,,,,,,,,,,,,0.031145352622431788,0.1309501611861454,,1.0,1.0,0.0,0.0,0.55,0.0,-0.027722827031060104,0.9099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,13,0.27,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.045682089354988124,balanced,growth_reentry_alert,aggr_35_30_35,growth_reentry_alert,balanced,True,True,False,,,,,,,,,False
4,VRT,VERTIV HOLDINGS CLASS A,Industrials,0.08291260273231768,5.641452422401696,2.72646211108749,5.6145041031726635,1.1075877189413923,8.639003673586005,0.26758995087770987,0.4540584235531989,0.27835162556909115,True,12,-0.21262875125354314,-0.11111617252531623,-0.2719511241624717,2.2499748658052536,1.3720415383153435,emerging_growth,1.6464598321954793,core_compounder,0.0017565688199550438,0.8157009377402474,0.9616307030725534,0.9563609966126883,True,Industrial,1.1727515534855713,3.0874491343128474,-1.4512764532944875,-0.17812163061066105,3.329959183015745,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.7914876613619405,0.5237343208592049,0.2677533405027356,0.12162162162162163,2.6471515691091234,1.702825678744921,0.040044650758314364,-0.07316460521685891,0.3177323531435122,1.3738025878016957,0.004444444444444449,-0.14620115101330752,0.046905869017049406,6.0,1.633,6.0,6.0,-6.0,0.0,0.5237343208592049,6.0,1.9428571428571075,0.0010711060155031366,0.2725714285714281,matched_with_ttm_fallback,0.925,5,0,0.8571428571428571,full_ttm,False,10229900000.0,3715200000.0,1829700000.0,1332800000.0,0.1788580533534052,0.363170705480992,0.1788580533534052,0.3381625352041205,0.0994619443138484,0.7634196759725673,0.03079041293059038,0.7109588921963965,-0.011616397396747413,137864341396.43115,358.9200134277344,0.3381625352041205,0.2768541401432887,1.0114235914207654,79.7253,0.5866467991169978,0.2768541401432887,,,,0.21580013629307948,0.5095356874012973,,1.0114235914207654,1.0154071645889724,,,0.5887392073654256,0.00966747446439041,0.0742026538289822,0.013736692032309844,1.0,1.0,0.0,0.0,1.0,-0.10755855022197883,0.2768346275869702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.27,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.04385816393588462,balanced,growth_reentry_alert,aggr_35_30_35,growth_reentry_alert,balanced,True,True,False,,,,,,,,,False
5,PR,PERMIAN RESOURCES CORP CLASS A,Energy,0.06000000000000002,2.2214827768078296,-0.023678168292795343,2.1652086672581743,1.1075877189413923,4.527697358365519,0.26758995087770987,0.4540584235531989,0.27835162556909115,True,12,-0.21262875125354314,-0.11111617252531623,-0.2719511241624717,0.8941784172784049,0.5890715616121723,emerging_growth,1.3383651175971891,early_scout,0.05820503258484703,0.9895234798682718,0.8149083821137307,0.7574605007869242,,Energy,1.4762556573706629,1.7325066300471301,2.268830795217,0.11880178536953756,1.8198012780502195,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.7914876613619405,0.5237343208592049,0.2677533405027356,0.12162162162162163,1.4535626655536462,1.534016269201853,0.03785385050357502,-0.052516270290850986,0.34163163868222446,0.987553801172364,0.004444444444444449,-0.14620115101330752,0.046905869017049406,6.0,1.633,6.0,6.0,-6.0,0.0,0.5237343208592049,6.0,1.9428571428571075,0.0010711060155031366,0.2725714285714281,matched_with_ttm_fallback,0.91939,5,7,0.8571428571428571,full_ttm,False,5065211000.0,,1462729000.0,935174000.0,0.28877948026252015,,0.28877948026252015,0.08108058665065355,0.05220881762889341,0.28278018566690777,0.7726111875625882,-0.3330610021580841,1.1250672816557719,14927047634.895584,21.209999084472656,0.08108058665065355,0.012893507233138202,0.21562244154982868,18.9971,0.3524508348794063,0.012893507233138202,,,,0.3344166239398818,0.5423800859958281,0.21562244154982868,,0.1322842234822954,,0.3802417974647794,0.8394521231881102,0.06264962924173997,0.339331066925709,0.22504343003146704,1.0,1.0,0.0,0.0,0.9,0.0,0.07442696892629108,0.78,0.0,0.0,0.0,0.0,0.0,0.0,13,0.27,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.03136998973138025,balanced,growth_reentry_alert,aggr_35_30_35,growth_reentry_alert,balanced,True,True,False,,,,,,,,,False
6,MLI,MUELLER INDUSTRIES INC,Industrials,0.06000000000000002,2.6067041776246187,-0.25350987268705966,2.5710030519798535,1.0960547492677217,5.336723080421123,0.26758995087770987,0.4540584235531989,0.27835162556909115,True,12,-0.21262875125354314,-0.11111617252531623,-0.2719511241624717,1.7055804455264212,0.8585897352015867,emerging_growth,1.5138738120244088,future_winner,0.015154771433497083,1.0070950173730446,0.9616307030725534,0.9349823933981181,,Industrial,2.0250109443089963,4.948747095259293,0.7063687337675143,-0.00708433020236449,0.7875224005130421,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.7914876613619405,0.5237343208592049,0.2677533405027356,0.12162162162162163,1.933953438154321,1.0394361554592015,0.09439723850718552,0.244139437844882,0.3880641985757227,1.3876222670250913,0.004444444444444449,-0.14620115101330752,0.046905869017049406,6.0,1.633,6.0,6.0,-6.0,0.0,0.5237343208592049,6.0,1.9428571428571075,0.0010711060155031366,0.2725714285714281,matched_with_ttm_fallback,0.856195,5,0,1.0,full_ttm,False,4178547000.0,1212464000.0,958542000.0,773590000.0,0.22939600775101968,0.2901640211298329,0.22939600775101968,0.2390644227613534,0.19622495442454183,1.0599092473219742,0.21846722184590603,1.117188274825113,0.9289836664327494,15383689926.585571,139.1300048828125,0.2390644227613534,3.524509060827082,0.7703824924988676,17.7612,0.4344716242661448,3.524509060827082,,,,0.6853437399321587,0.43936159045543266,0.7703824924988676,0.83383151330169,0.030125264184842626,0.3126347806812251,0.014348384893754673,0.2523947018134516,0.05028637496541763,0.27162189435310813,,1.0,1.0,0.0,0.0,1.0,-0.2713238878277849,0.023758603159306668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.27,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.03316015305822527,balanced,growth_reentry_alert,aggr_35_30_35,growth_reentry_alert,balanced,True,True,False,,,,,,,,,False
7,TKR,TIMKEN,Industrials,0.06000000000000002,2.0202673283169315,-0.4353691397859681,2.0141927890808233,0.9278254348677989,4.816048446228297,0.26758995087770987,0.4540584235531989,0.27835162556909115,True,12,-0.21262875125354314,-0.11111617252531623,-0.2719511241624717,1.6895761116791488,0.7363053131855563,emerging_growth,1.114825283951009,early_scout,0.018423353491660504,0.781425320894305,0.9616307030725534,0.9063606425975719,,Industrial,2.114206242012855,4.652040215621949,1.1561131235714321,-0.04037709890288484,1.3803877358535717,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.7914876613619405,0.5237343208592049,0.2677533405027356,0.12162162162162163,1.9228544357371646,0.5729144931834138,0.09475762480672445,0.5008604608609069,0.25521873979526694,0.9092973535797026,0.004444444444444449,-0.14620115101330752,0.046905869017049406,6.0,1.633,6.0,6.0,-6.0,0.0,0.5237343208592049,6.0,1.9428571428571075,0.0010711060155031366,0.2725714285714281,matched_with_ttm_fallback,0.8791666666666667,4,0,1.0,full_ttm,False,4581800000.0,1393300000.0,540600000.0,317300000.0,0.11798856344668035,0.30409446069230434,0.11798856344668035,,0.04610913318317227,0.6658141393591513,,-0.012290207028402216,0.010413748451485405,8318492634.919586,119.69999694824219,,3.2676974664679586,0.4737609509670724,25.9369,13.099444444444446,3.2676974664679586,,,,0.6176651529776076,0.38734008922655416,0.4737609509670724,0.4183054257786114,-0.03781897503335474,0.035128040905960445,0.06120387053751797,-0.00820240886347412,0.038143929907208156,0.550796905291038,0.06385772318534186,1.0,1.0,0.0,0.0,1.0,3.4003936862729702,-0.017311276568097167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.27,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.03317819259484155,balanced,growth_reentry_alert,aggr_35_30_35,growth_reentry_alert,balanced,True,True,False,,,,,,,,,False
8,AMAT,APPLIED MATERIAL INC,Information Technology,0.05942116361104714,6.336065387746859,4.732180040168306,6.30192723391031,0.8155613393684027,8.354534824292855,0.26758995087770987,0.4540584235531989,0.27835162556909115,True,12,-0.21262875125354314,-0.11111617252531623,-0.2719511241624717,0.8979612036714097,0.3790570284431419,emerging_growth,0.7730940077816059,core_compounder,0.026153270646990984,0.5551804936813353,0.6336403056223082,0.5392517154749412,,Semiconductor,0.36896047364346546,0.13289559227209372,0.0,0.017244145228463344,2.1209065336074455,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.7914876613619405,0.5237343208592049,0.2677533405027356,0.12162162162162163,1.3150335371987643,0.9500512891748996,0.11036882977866429,0.448304910721982,0.3653789737325898,0.6401175119523692,0.004444444444444449,-0.14620115101330752,0.046905869017049406,6.0,1.633,6.0,6.0,-6.0,0.0,0.5237343208592049,6.0,1.9428571428571075,0.0010711060155031366,0.2725714285714281,matched_with_ttm_fallback,0.9165850000000001,5,0,0.8571428571428571,full_ttm,False,28368000000.0,13808000000.0,8289000000.0,6998000000.0,0.2921954314720812,0.4867456288776086,0.2921954314720812,0.34278716629928974,0.1927876801013802,0.7815091324829885,0.05853359674431313,1.1535325985564293,0.7281117107627827,348039436035.15625,428.6199951171875,0.34278716629928974,0.04386223138063006,0.023684038476570413,42.2206,2.457543655413271,0.04386223138063006,,,,0.032447526413378114,0.43319086870822066,0.023684038476570413,0.439584898351723,0.021072060380536994,0.13679122218655615,0.1385612662403679,0.15900782066457575,0.02010691684747218,0.08150800473407986,0.016371707944683695,1.0,1.0,0.0,0.0,1.0,1.0494483561767438,0.14531233315536574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.27,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.03543098245092262,balanced,growth_reentry_alert,aggr_35_30_35,growth_reentry_alert,balanced,True,True,False,,,,,,,,,False
9,FTI,TECHNIPFMC PLC,Energy,0.05139700227771798,2.068307967893896,0.3751145204557879,2.049420544102827,0.8969350767810188,4.717954106125942,0.26758995087770987,0.4540584235531989,0.27835162556909115,True,12,-0.21262875125354314,-0.11111617252531623,-0.2719511241624717,1.2217445225711525,0.21380488025660283,emerging_growth,0.8967668434735474,future_winner,0.009475632787278254,0.6025730923583336,0.8563170131790903,0.8278901148172555,True,Energy,1.167817641754022,3.5435992471068913,-1.332071803805018,-0.07417565086504259,1.8607984595608353,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.7914876613619405,0.5237343208592049,0.2677533405027356,0.12162162162162163,1.720087005111585,0.74635469611095,0.027835323669542632,0.12107236702742286,0.20205597607147188,0.8811882735934292,0.004444444444444449,-0.14620115101330752,0.046905869017049406,6.0,1.633,6.0,6.0,-6.0,0.0,0.5237343208592049,6.0,1.9428571428571075,0.0010711060155031366,0.2725714285714281,matched_with_ttm_fallback,0.925,5,7,0.8571428571428571,full_ttm,False,9932600000.0,,1436100000.0,967100000.0,0.1445844995268107,,0.1445844995268107,0.28399847296860775,0.09588443501452494,0.984781035286186,0.1143418521146621,0.7132350233201354,0.3138847667066292,29480019237.573303,73.94000244140625,0.28399847296860775,0.09350126055508468,0.5631231381933035,31.0275,2.092211732973702,0.09350126055508468,,,,0.14018259311077697,0.2372721575288066,,,0.5631231381933035,,0.7110926571390204,0.2185438260942596,0.03280527031567868,0.33692651012047364,0.049097661312080786,1.0,1.0,0.0,0.0,0.75,0.0,0.1021393187388443,0.75,0.0,0.0,0.0,0.0,0.0,0.0,13,0.27,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.031454071335352426,balanced,growth_reentry_alert,aggr_35_30_35,growth_reentry_alert,balanced,True,True,False,,,,,,,,,False
10,LRCX,LAM RESEARCH CORP,Information Technology,0.0469443357209834,6.653061142666032,4.482924278372151,6.613917019815312,1.008338316001252,8.67017999464558,0.26758995087770987,0.4540584235531989,0.27835162556909115,True,12,-0.21262875125354314,-0.11111617252531623,-0.2719511241624717,1.1674236026499403,0.8813561313934426,emerging_growth,1.0455508269987395,core_compounder,0.002690316944019259,0.6914022083602563,0.7832391631937012,0.7751682123616435,True,Semiconductor,0.2408110274874371,-0.42052117080086493,0.0,0.1409571488252237,2.3516943337428926,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.7914876613619405,0.5237343208592049,0.2677533405027356,0.12162162162162163,1.7762013072223073,1.2260088002657072,0.07625978927264984,0.33551052145716986,0.27547080038133887,0.7595297442455986,0.004444444444444449,-0.14620115101330752,0.046905869017049406,6.0,1.633,6.0,6.0,-6.0,0.0,0.5237343208592049,6.0,1.9428571428571075,0.0010711060155031366,0.2725714285714281,matched_with_ttm_fallback,0.9165850000000001,5,0,0.8571428571428571,full_ttm,False,18435591000.0,8979059000.0,5900968000.0,5358217000.0,0.32008564303688447,0.48705023885591736,0.32008564303688447,0.5433405001754783,0.257706819623594,0.8866713543873554,0.028481867220975694,1.9331175664268199,1.1643300251409403,371632200862.3352,297.1700134277344,0.5433405001754783,0.0,0.05161410945491629,49.8488,2.223407671721677,0.0,,,,0.022789943557689707,0.12907308762404734,0.05161410945491629,0.189238603578461,0.031078868201760423,0.1714683970487525,0.2572973770596889,0.237467758501531,0.014418064386150595,0.04960708721478403,0.016393802759456923,1.0,1.0,0.0,0.0,1.0,2.3543714726009144,0.04206301912154364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.27,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.04339507824908897,balanced,growth_reentry_alert,aggr_35_30_35,growth_reentry_alert,balanced,True,True,False,,,,,,,,,False
