rebalance_date,market_style_regime_label,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,n_candidates,top_breakout,top_turnaround,top_compounder
2019-04-30,balanced,0.2918880488318426,0.2129221777324453,0.4044361497358876,0.0776766759384911,0.0888814424622051,0.1150457535459271,0.1515484214783627,0.1361961068147523,497,"V,ADBE,PYPL,CSX,SUI","MCO,PFG,MKTX,JHG,NDAQ","TREX,SBUX,CPRT,UNH,FDS"
2019-05-31,cash_defense,0.0417414254994761,0.2007320251552715,0.4197343508394177,0.5907781509154043,0.3539781394797398,0.0,0.0,0.2382242303798113,490,"AMT,SBAC,MKTX,HEI,PSA","JHG,POST,CBOE,SO,EL","MA,SBUX,HEI,TSCO,FDS"
2019-06-28,balanced,0.3200884751951927,0.2495652489948819,0.3477488818776997,0.0286309471818526,0.1380030048313142,0.0,0.0,0.1059228348805877,502,"STE,HEI,SMG,ILMN,RGEN","CASY,QGEN,VEEV,WSM,HCA","TREX,MA,HEI,SBUX,TSCO"
2019-07-31,quality_compounder,0.193175853465225,0.2374650291520129,0.50037601215389,0.1761580216864645,0.1535862108558074,0.0897116151246694,0.0765660873921959,0.1441213654435841,508,"TREX,SMG,MDT,CTAS,EW","VEEV,OLN,MEDP,QGEN,HCA","TREX,MA,HEI,TSCO,DLTR"
2019-08-30,quality_compounder,0.1483159978810005,0.1573328762001273,0.5329108304054869,0.41002015889497,0.1433473009338629,0.0,0.0,0.2324037296317062,499,"HD,AMGN,VRSK,OHI,EXR","LITE,XPO,NTES,T,WBD","LRCX,TREX,MA,LAD,DLTR"
2019-09-30,quality_compounder,0.2027065688777852,0.3080408157775732,0.5114560189660294,0.0746206015094756,0.2477223526147483,0.4668566237334313,0.4277054568132571,0.2070316123481732,506,"TREX,KIM,OHI,TYL,TER","GPK,RL,NKE,GAP,ROST","LRCX,TREX,MA,LAD,MKSI"
2019-10-31,breakout_growth,0.5561396225400188,0.416418526762679,0.4853273473360943,0.011230382130235,0.413543118338901,0.3249096942471594,0.4148573589770667,0.155776668970087,511,"LW,CRUS,AAPL,LULU,RMD","LITE,T,CROX,JBL,LFUS","DLTR,MKSI,V,MU,MA"
2019-11-29,balanced,0.395137168440335,0.3319286247820037,0.3642054218386416,0.0220867038436307,0.4318469055230154,0.1641522447202206,0.0775007344094956,0.1153136544444657,502,"AAPL,LULU,LW,UI,CRUS","HALO,IONS,TECH,BMRN,INCY","BABA,MA,MU,UI,JEF"
2019-12-31,quality_compounder,0.3725526609044496,0.2814792415152753,0.5425269426661838,0.0948759499090721,0.180570637335385,0.5333428856677234,0.7352571999068758,0.2158905450377644,503,"AAPL,MSFT,MCO,SWKS,CRUS","JD,BABA,GOOGL,GOOG,EXEL","BABA,MA,UI,JEF,HEI"
2020-01-31,quality_compounder,0.2181145070851814,0.1185661768475684,0.5955088126085042,0.5048248423345576,0.1251897827993877,0.0,0.0,0.2832854418294903,514,"SMG,ADBE,MSFT,MCO,LAMR","JD,ENPH,RUN,GOOGL,GOOG","BABA,MA,UI,HEI,RH"
2020-02-28,cash_defense,0.0473936235500775,0.1695889027688258,0.4527615622971204,0.6453811942759752,0.2040090351341076,0.0,0.0,0.2713206896891951,538,"DPZ,DXCM,MSCI,SBAC,ADBE","AEE,NRG,ROL,SO,SCI","MA,ALLE,NRG,BABA,TT"
2020-03-31,cash_defense,0.1287208629986931,0.2725603397239116,0.4430757714120688,0.66,0.3247746319844686,0.0,0.0,0.268625660112845,466,"QGEN,DOCU,GILD,MASI,DXCM","SO,NRG,DUK,ES,D","MA,ALLE,BABA,NRG,RGEN"
2020-04-30,turnaround_accumulation,0.2074707336977119,0.5365298857386013,0.210770374679384,0.1883756376909423,0.7181883969757167,0.1026240931057566,0.1538196147829418,0.1002084024827565,477,"GILD,ZTO,DXCM,MKTX,EBAY","XPO,COST,CHRW,FIVE,TSCO","TSCO,NRG,BABA,RGEN,MTD"
2020-05-29,quality_compounder,0.3668978973541361,0.4417741554898262,0.4545998324639996,0.0924348230362977,0.3773165028118432,0.1885601382964226,0.3514059908785594,0.1543912184599106,460,"PYPL,MNST,LULU,TYL,SPGI","ALB,SHW,HUN,RPM,IFF","NRG,A,ELS,TROW,CNC"
2020-06-30,balanced,0.4213698752385518,0.3592602072140521,0.4370149728509842,0.0515669113863539,0.188901740716339,0.1255611801919469,0.2511223603838939,0.1618361438095462,463,"PYPL,ABBV,AKAM,EA,EBAY","WU,V,AXP,CACC,ALB","NRG,ELS,TROW,SJM,CNC"
2020-07-31,balanced,0.3383960814138846,0.3788374519549895,0.3945390546398271,0.0281790711670842,0.3959918230716712,0.178092982660903,0.3261299860615316,0.1903747914847555,460,"NVDA,TMO,PYPL,MNST,SHW","WU,LPX,BLDR,EXP,TT","NRG,ELS,LVS,SJM,ZTO"
2020-08-31,quality_compounder,0.3732695321482586,0.3898009955953015,0.6260648609446962,0.0599210291955358,0.3902783516599991,0.705390153964635,0.8983436748473919,0.3001928499940231,444,"NVDA,ISRG,FAST,AVTR,EW","PWR,CSL,CHH,EXP,BLDR","LOW,ELS,TREX,LVS,KBR"
2020-09-30,quality_compounder,0.1679547698144157,0.2215765790220571,0.5642819378028369,0.2827779486761614,0.1715484953480403,0.0930714269593832,0.1283428545635848,0.171499688734003,463,"ENTG,DAR,STE,GGG,PODD","DAR,QGEN,LW,FOX,SAM","LOW,ELS,TREX,LVS,CUZ"
2020-10-30,quality_compounder,0.1405000484373497,0.2766415964392263,0.7006961629716246,0.5006181391031216,0.3494207970557853,0.4205676370563005,0.3080162360500906,0.402049484284285,473,"PEN,EXR,PAYX,DLB,ALGN","NRG,AEP,CNP,EIX,CHH","MU,LOW,FDS,TREX,AFG"
2020-11-30,balanced,0.4005144750400687,0.3862098400999869,0.3478019230725384,0.0041857627746734,0.5267306926035102,0.0874208807415693,0.1748417614831387,0.1478059668849885,478,"QRVO,CRUS,LRCX,DLB,ADI","TECH,MRNA,HALO,CW,CORT","MU,QCOM,GEN,FDS,APPF"
2020-12-31,balanced,0.2844251109075193,0.2032940523050851,0.3505227550899457,0.0660742213724353,0.1924878071870906,0.0,0.0,0.1671553129461145,473,"DLB,MDT,EXP,AVGO,ADI","ORCL,CIEN,ZBRA,LNG,IRDM","MU,QCOM,GEN,FDS,APPF"
