ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
CIEN,103.0,428.2200012207031,2026-06-18,44106.66012573242,385.7085811688881,0.055534913038802786
COHR,46.0,389.57000732421875,2026-06-18,17920.220336914062,276.156788524683,0.022563437703280002
FIX,12.0,1967.4100341796875,2026-06-18,23608.92041015625,1866.2886962890625,0.029726107988691686
KEYS,20.0,363.6700134277344,2026-06-18,7273.4002685546875,313.2699890136719,0.009157974107745522
LITE,39.0,850.0,2026-06-18,33150.0,307.08680720799055,0.04173932830072206
MRVL,308.0,310.5799865722656,2026-06-18,95658.63586425781,164.9499969482422,0.12044425964215631
MU,35.0,1133.989990234375,2026-06-18,39689.649658203125,465.0863717953189,0.04997343340043382
ON,329.0,121.62000274658203,2026-06-18,40012.98090362549,103.02999877929688,0.05038054136431211
PWR,42.0,702.25,2026-06-18,29494.5,742.2100219726562,0.03713667024330759
SNDK,60.0,2184.75,2026-06-18,131085.0,770.5253458658855,0.16504976923982356
STM,1144.0,78.38999938964844,2026-06-18,89678.15930175781,55.75,0.11291421214179549
TER,24.0,437.9200134277344,2026-06-18,10510.080322265625,214.96397320142992,0.013233293907632084
WDC,152.0,746.22998046875,2026-06-18,113426.95703125,336.42687498503574,0.14281644035231486
