rebalance_date,net_return,drawdown,regime_state
2024-11-29,-0.07034637754568432,-0.07034637754568429,
2021-08-31,-0.06851852846078654,-0.06851852846078654,
2022-11-30,-0.06156182486622193,-0.17334921535347936,
2026-02-27,-0.057635742614940935,-0.06661340465429766,
2023-08-31,-0.05745977613186993,-0.17992042991149748,
2020-08-31,-0.055835930979682105,-0.05583593097968198,
2020-02-28,-0.05338649606749828,-0.05631571545670744,
2021-12-31,-0.046591942296284466,-0.046591942296284494,
2022-08-31,-0.04157682505306569,-0.15462930272138486,
2019-08-30,-0.04049400785706143,-0.040494007857061476,
