rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,monster_count,winner_count,scout_count,equity,drawdown
2019-05-31,lifecycle_review_main,0.005341896168019794,0.000225,0.045,0.0051168961680197935,0.91,3,"SBAC,BR,MSCI",0,0,3,1.0051168961680197,0.0
2019-06-28,lifecycle_review_main,0.0007890193511639895,0.000475,0.095,0.00031401935116398945,0.72,6,"SBAC,BR,MSCI,NOC,HEI,TT",0,0,4,1.0054325223235983,0.0
2019-07-31,lifecycle_review_main,0.029001230593109058,0.0006,0.12,0.028401230593109058,0.48,9,"SBAC,BR,MSCI,NOC,HEI,TT,RMD,TRU,MDT",0,0,4,1.0339880432359219,0.0
2019-08-30,lifecycle_review_main,-0.039369007857061426,0.0011250000000000001,0.225,-0.04049400785706143,0.25,10,"SBAC,MSCI,NOC,HEI,RMD,TRU,MDT,EW,TGT,WST",0,1,3,0.9921177232890188,-0.040494007857061476
2019-09-30,lifecycle_review_main,0.011822250316635904,0.0019483009708737863,0.3896601941747573,0.009873949345762119,0.0,11,"MSCI,NOC,RMD,TRU,MDT,EW,TGT,WST,SYY,SHW,LHX",0,3,3,1.0019138434338073,-0.03101989429368701
2019-10-31,lifecycle_review_main,0.02509168983491354,0.0011856933401395238,0.23713866802790473,0.02390599649477402,1.1102230246251565e-16,12,"MSCI,NOC,RMD,TRU,MDT,EW,TGT,WST,SYY,SHW,AAPL,DG",1,3,3,1.0258655922630016,-0.007855459283166
2019-11-29,lifecycle_review_main,0.02352939575919666,0.00018724990756654599,0.037449981513309194,0.023342145851630112,0.0,12,"MSCI,NOC,RMD,TRU,MDT,EW,TGT,WST,SYY,SHW,AAPL,DG",1,3,2,1.0498114965417735,0.0
2019-12-31,lifecycle_review_main,0.007077023533493344,0.00044136714506601185,0.08827342901320237,0.006635656388427332,0.0,12,"MSCI,NOC,RMD,TRU,MDT,EW,TGT,WST,SYY,SHW,AAPL,UNH",1,4,2,1.0567776849054453,0.0
2020-01-31,lifecycle_review_main,-0.0020610319223743,0.0010333876871500734,0.20667753743001469,-0.003094419609524373,0.0,12,"MSCI,NOC,RMD,TRU,MDT,WST,SYY,AAPL,UNH,ADSK,FICO,GOOG",1,4,4,1.0535075713143662,-0.0030944196095242793
2020-02-28,lifecycle_review_main,-0.05227380928959363,0.0011126867779046499,0.22253735558092996,-0.05338649606749828,0.0,12,"MSCI,NOC,RMD,TRU,WST,AAPL,ADSK,FICO,GOOG,NOW,CLX,TMUS",1,3,6,0.9972644935013122,-0.05631571545670744
2020-03-31,lifecycle_review_main,0.0611933953278965,0.002213528904230786,0.4427057808461572,0.05897986642366571,0.546848,7,"MSCI,NOC,CLX,TMUS,AMZN,GILD,VRTX",0,2,4,1.0560830201170843,-0.0006573424082314538
2020-04-30,lifecycle_review_main,0.0578114263475094,0.00135,0.27,0.056461426347509405,0.006847999999999965,10,"MSCI,NOC,CLX,TMUS,AMZN,GILD,VRTX,INCY,CDNS,EBAY",1,2,3,1.1157109737742803,0.0
2020-05-29,lifecycle_review_main,0.03390939890823097,0.0012982646153846154,0.25965292307692306,0.03261113429284635,1.1102230246251565e-16,12,"MSCI,CLX,TMUS,AMZN,GILD,VRTX,INCY,CDNS,EBAY,MELI,MASI,GOOGL",1,5,3,1.1520955741720358,0.0
2020-06-30,lifecycle_review_main,0.06004011596993258,0.0008528428093645484,0.17056856187290967,0.05918727316056803,0.0,12,"MSCI,CLX,TMUS,AMZN,GILD,VRTX,INCY,CDNS,EBAY,MELI,MASI,GOOGL",2,7,1,1.2202849696276374,0.0
2020-07-31,lifecycle_review_main,0.023033265083795412,0.0009747260516083423,0.19494521032166845,0.02205853903218707,0.0,12,"MSCI,CLX,TMUS,AMZN,GILD,INCY,CDNS,EBAY,MELI,MASI,GOOGL,SE",4,6,2,1.24720267326056,0.0
