rebalance_date,portfolio_kind,variant_id,ticker,leader_tier,would_have_rank,rejection_reason,rs_spy_3m,rs_qqq_3m,rs_qqq_6m,sector_leadership_score,future_winner_score,smart_money_confirmation_score,chase_risk_score,liquidity_capacity_score,valuation_risk,missing_data_flags
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,FDS,DUAL_LEADER,14,warning_no_new_add,0.1763413204595978,0.1763413204595978,0.2005907222819476,-0.14870194998964542,0.4363567816537232,0.0,0.03483155526822954,0.11030059407305719,0.0995187293377987,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,VEEV,DUAL_LEADER,16,warning_no_new_add,0.2831835996948495,0.2831835996948495,0.7183427075725926,-0.5816846028910053,0.4524275454314018,0.0,0.1760020579371287,0.08194308686241342,0.5028630226775106,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,MKTX,DUAL_LEADER,18,warning_no_new_add,0.2272981354595358,0.2272981354595358,0.3727495200947603,-0.18838182299833536,0.4466842861993568,0.02883843906966704,0.10313158262881152,0.09828827490511896,0.2946616646537472,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,TTWO,LAGGING,21,failed_leader_tier_gate,0.2245244780295983,0.2245244780295983,-0.0128696245357322,-0.021657068106275525,0.3274697844619574,0.0,0.004928293455406405,0.5097078400567883,0.0140808384440183,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,BR,DUAL_LEADER,23,same_theme_cap,0.2361616469603635,0.2361616469603635,0.27742937894384,0.4868591964128738,0.2442946170765119,0.0,0.10309112383404173,0.05002762254653845,0.1134448438194493,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,PAGS,DUAL_LEADER,24,same_theme_cap,0.1382865867640961,0.1382865867640961,0.334166625854621,0.3681416912719573,0.0840496971618692,0.0880718148847224,0.10336205650408821,-0.24971964041957542,0.295320161440252,
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,AWK,DUAL_LEADER,25,same_theme_cap,0.11743945715505877,0.11743945715505877,0.19584708586062183,0.8235702190437288,0.2894084228235613,0.0,0.13290954238050787,0.04341286122121102,0.1323254241830551,
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,DG,DUAL_LEADER,26,same_theme_cap,0.0678923852565172,0.0678923852565172,0.1889452103282727,0.6360467564545627,0.3241515925648288,0.0,0.02179737671434759,0.7968842946486783,0.0598561633197761,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,PEN,DUAL_LEADER,27,same_theme_cap,0.0155137532699924,0.0155137532699924,0.0980300829194678,0.21389172256164526,0.2866526777116142,0.06819385206014476,0.001985355542986795,-0.42205817172345383,0.0056724444085337,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,TWLO,DUAL_LEADER,28,same_theme_cap,0.0684854431916748,0.0684854431916748,0.5255433496799791,0.6321227712517224,0.520570162155011,0.22072718240151945,0.05603656788432192,1.0455339881871502,0.1601044796694912,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,ADBE,DUAL_LEADER,29,not_top_n,0.0260974352335199,0.0260974352335199,0.166415474258275,0.2095587464619525,0.2361304102629498,0.23384761904761905,0.0,1.783754441833559,0.0,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,CNC,EMERGING_LEADER,30,failed_leader_tier_gate,-0.0585262494890364,-0.0585262494890364,-0.1512969130131271,-0.1532110607103503,0.3378603136964574,0.16544417683226242,0.018363070878780145,1.192372401646119,0.0524659167965147,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,PYPL,DUAL_LEADER,31,same_theme_cap,0.1108299391746407,0.1108299391746407,0.3389042938025806,1.0048543203001936,0.3596572206428722,0.09130890491470862,0.012779959682134153,1.7184847513726418,0.0365141705203833,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,CDNS,DUAL_LEADER,32,same_theme_cap,0.0933952590674187,0.0933952590674187,0.4756266711437114,1.4695730244074798,0.3139750746259308,0.1336455460298247,0.007008632822823765,0.4248576154565576,0.0200246652080679,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,PCTY,DUAL_LEADER,33,same_theme_cap,0.1514246342663416,0.1514246342663416,0.6472715478196818,1.8440527923283536,0.3832664147834547,0.0,0.09070603132031745,-0.7822138393594303,0.2591600894866213,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,SO,DUAL_LEADER,34,same_theme_cap,0.0828472544428826,0.0828472544428826,0.1887364722925431,0.49744439670481794,0.54449296970772,0.04397002330720646,0.4057184655764381,0.3649339287203165,0.0466367208335414,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,ELS,DUAL_LEADER,35,same_theme_cap,0.12590638577904212,0.12590638577904212,0.23602241010004454,0.47616392184318834,0.3462192456524151,0.0,0.23974749851315635,-0.5928781590715583,0.1392289683794745,
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,SBAC,DUAL_LEADER,36,same_theme_cap,0.19854908554690365,0.19854908554690365,0.2669632893872069,0.6452771701214012,0.2754725362195821,0.06776528892063975,0.08052304071618681,0.42351106465139365,0.2300658306176766,
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,SBUX,DUAL_LEADER,37,warning_no_new_add,0.078515676639244,0.078515676639244,0.1624035462603901,-0.005026883360024333,0.3062193508453039,0.050978222367922925,0.12396071853634981,1.421671042933845,0.0,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,WING,DUAL_LEADER,38,same_theme_cap,0.19782988769137622,0.19782988769137622,0.21757165909776788,0.014460854619165298,0.4761387906802921,0.04552669561943172,0.0931101694597561,-1.0649665982184915,0.1677527671964785,
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,RNR,DUAL_LEADER,39,same_theme_cap,0.18904590184752967,0.18904590184752967,0.31852150440867844,0.7172074896323181,0.1817834918059572,0.0,0.12242345948558984,-0.477508472589109,0.349781312815971,
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,CBOE,DUAL_LEADER,40,warning_no_new_add,0.1315447202890116,0.1315447202890116,0.0148597414237878,-0.13253607580092006,0.3564353930204764,0.02150545706516764,0.020487072610098446,-0.09558492743632364,0.0567617505936516,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,WRB,DUAL_LEADER,41,same_theme_cap,0.1082298018024132,0.1082298018024132,0.2057288573928806,0.5194221269316829,0.4548533419945729,0.0,0.15105172134019762,-0.9706682563240709,0.0615162482233104,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,CZR,DUAL_LEADER,42,same_theme_cap,0.019912862532740716,0.019912862532740716,0.11800815554181066,0.033948592598354824,0.3768652295267297,0.0,0.0,-0.856291299951343,0.0,
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,RCL,DUAL_LEADER,43,same_theme_cap,0.0289672989203804,0.0289672989203804,0.1133846843730155,0.09668364593402544,0.5613495174839473,0.0,0.0,0.46841846852170266,0.0,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,CPRT,DUAL_LEADER,44,same_theme_cap,0.2239726282414311,0.2239726282414311,0.429885996337616,0.27529990455608344,0.336250123099292,0.01885888154925354,0.09415006569257428,-0.27439810065572934,0.2690001876930694,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,AEP,DUAL_LEADER,45,same_theme_cap,0.0665196000577315,0.0665196000577315,0.1433178311515714,0.42423247740424597,0.4811802535152019,0.0,0.3334476300278654,0.28439791220498234,0.0075477586182044,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,GOOG,EMERGING_LEADER,46,failed_leader_tier_gate,-0.03274340820049,-0.03274340820049,0.0567018225670046,0.7138031333453546,0.3154018457297751,0.08695714285714286,0.0,1.8582960043419958,0.0,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,KBR,DUAL_LEADER,47,same_theme_cap,0.1223806430053888,0.1223806430053888,0.2158814283551495,0.8881229119282097,0.3447316995435748,0.03584525341664362,0.0,-1.0469507273988183,0.0,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,LDOS,DUAL_LEADER,48,same_theme_cap,0.1651659171754353,0.1651659171754353,0.2132164213685359,0.31069773717151383,0.3493779219669773,0.08099099979815683,0.037502476596932635,-0.10168397873784078,0.0891833857010309,missing_price_history
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,HIG,DUAL_LEADER,49,same_theme_cap,0.07948154992098488,0.07948154992098488,0.20577531246018066,0.8629440726748914,0.2958428949272583,0.0,0.12995486645394824,0.10286566307971551,0.0239842313396284,
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,MANH,DUAL_LEADER,50,same_theme_cap,0.19579910905393838,0.19579910905393838,0.3218252136939086,1.042225524544836,0.1245220675778455,0.06913869387011437,0.02626811590657282,-0.9088623090123831,0.0750517597330652,
2019-05-31,concentrated,concentrated_N5_cap30_sub70_risk,MA,DUAL_LEADER,6,not_top_n,0.1082123933489809,0.1082123933489809,0.3072685240337163,0.8605434664159105,0.5987654325853546,0.08618315148448129,0.021199509069576492,0.7204083100911061,0.0605700259130757,missing_price_history
2019-05-31,concentrated,concentrated_N5_cap30_sub70_risk,FICO,DUAL_LEADER,7,not_top_n,0.1761665940967447,0.1761665940967447,0.6657284109050006,1.9585995448688558,0.4480329486731924,0.04886491710811658,0.10907821516895166,-0.29208175598811326,0.3116520433398619,missing_price_history
