variant_id,portfolio_kind,target_n,single_cap,subindustry_cap,theme_cap,risk_mode,status,metric_mode,start_date,end_date,cagr,max_dd,sharpe,trade_count,total_fees_usd,avg_cash_weight,target_book,research_only,production_activation_allowed,cagr_delta_vs_baseline,mdd_improvement_vs_baseline,avg_monthly_turnover,avg_name_overlap,median_holding_months,leader_exit_count,warning_hold_count,shakeout_guard_count,avg_benchmark_risk_score,min_gross_exposure_cap
main_N12_cap12_sub40_theme60,main,12,0.12,0.4,0.6,none,completed,broker_ledger_next_close,2019-07-01,2026-06-18,0.43917816008346033,-0.3418130473663432,1.3227804562507692,1189,36843.04227912545,0.08082243971115163,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub40_theme60.csv,True,False,,,0.2938297014145258,0.7751004016064257,3.0,18,158,205,0.0,1.0
main_N12_cap12_sub40_theme70,main,12,0.12,0.4,0.7,none,completed,broker_ledger_next_close,2019-07-01,2026-06-18,0.44385463549656423,-0.38433352560049705,1.3024909902289639,1193,37712.347780596014,0.04935735555824992,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub40_theme70.csv,True,False,,,0.29936455812680995,0.7751004016064257,3.0,18,158,205,0.0,1.0
main_N12_cap12_sub50_theme60,main,12,0.12,0.5,0.6,none,completed,broker_ledger_next_close,2019-07-01,2026-06-18,0.44051231398864554,-0.3511991414922827,1.3168339864509675,1184,36651.097807002065,0.07744883652833663,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub50_theme60.csv,True,False,,,0.2941737359512241,0.7751004016064257,3.0,18,158,205,0.0,1.0
main_N12_cap12_sub50_theme70,main,12,0.12,0.5,0.7,none,completed,broker_ledger_next_close,2019-07-01,2026-06-18,0.44621067353168065,-0.3841210985716226,1.2997235233735114,1191,37657.91912378311,0.04591864827566054,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub50_theme70.csv,True,False,,,0.2999818226336773,0.7751004016064257,3.0,18,158,205,0.0,1.0
main_N12_cap15_sub40_theme60,main,12,0.15,0.4,0.6,none,completed,broker_ledger_next_close,2019-07-01,2026-06-18,0.4518133317576025,-0.3461543679253125,1.3325392440443415,1196,38380.201653672455,0.07303837398791936,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub40_theme60.csv,True,False,,,0.3086529847087693,0.7751004016064257,3.0,18,158,205,0.0,1.0
main_N12_cap15_sub40_theme70,main,12,0.15,0.4,0.7,none,completed,broker_ledger_next_close,2019-07-01,2026-06-18,0.4564022583466374,-0.38629834773124805,1.3127823414363284,1196,38734.31533683777,0.04480754331073712,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub40_theme70.csv,True,False,,,0.3137560841370322,0.7751004016064257,3.0,18,158,205,0.0,1.0
main_N12_cap15_sub50_theme60,main,12,0.15,0.5,0.6,none,completed,broker_ledger_next_close,2019-07-01,2026-06-18,0.4503226790603396,-0.355786728025139,1.3232069153245754,1193,38131.62983176112,0.07062486070062066,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub50_theme60.csv,True,False,,,0.30906017984507456,0.7751004016064257,3.0,18,158,205,0.0,1.0
main_N12_cap15_sub50_theme70,main,12,0.15,0.5,0.7,none,completed,broker_ledger_next_close,2019-07-01,2026-06-18,0.45708051392141225,-0.38588353979990786,1.3075460427866186,1194,38605.43691440702,0.04200259774225137,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub50_theme70.csv,True,False,,,0.31412612903269405,0.7751004016064257,3.0,18,158,205,0.0,1.0
main_N15_cap12_sub40_theme60,main,15,0.12,0.4,0.6,none,completed,broker_ledger_next_close,2019-07-01,2026-06-18,0.44928301339484134,-0.42123644751222244,1.3197355625636844,1484,38067.41814162493,0.06504767471221501,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N15_cap12_sub40_theme60.csv,True,False,,,0.31542387987110027,0.7726907630522087,3.0,20,189,256,0.0,1.0
main_N15_cap12_sub40_theme60_risk,main,15,0.12,0.4,0.6,benchmark_guard,completed,broker_ledger_next_close,2019-07-01,2026-06-18,0.38022870438375,-0.3293828787861237,1.2656916067414703,1482,31180.3024117136,0.1561605198448293,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N15_cap12_sub40_theme60_risk.csv,True,False,,,0.30249274884842603,0.7726907630522087,3.0,20,189,256,0.9759036144578314,0.35
