rebalance_date,ticker,Name,sector,weight,target_weight,leader_selection_score,leader_tier,leader_state,warning_streak,exit_streak,market_leader_tape_score,sector_leadership_score,future_winner_confirmation_score,smart_money_confirmation_score,smart_money_confirmation_boost,smart_money_evidence_confidence,leader_chase_risk_score,chase_risk_weight_scale,effective_single_weight_cap,liquidity_capacity_score,liquidity_capacity_weight_cap,risk_mode,market_regime,gross_exposure_cap,risk_overlay_reason,benchmark_risk_score,selection_reason,residual_cash_reason,was_prev_holding,holding_months,portfolio_kind,variant_id,target_n,target_stock_names,weighting_mode,active_rebalance_interval_months,single_cap,subindustry_cap,theme_cap,rs_spy_1w,rs_qqq_1w,rs_smh_1w,rs_soxx_1w,rs_spy_1m,rs_spy_3m,rs_spy_6m,rs_qqq_1m,rs_qqq_3m,rs_qqq_6m,rs_smh_1m,rs_smh_3m,rs_smh_6m,rs_soxx_1m,rs_soxx_3m,rs_soxx_6m,rs_benchmark_1w,rs_benchmark_1m,rs_benchmark_3m,rs_benchmark_6m,rs_semis_1w,rs_semis_1m,rs_semis_3m,rs_semis_6m,rs_price_coverage_flag
2026-04-30,SNDK,SANDISK CORP,Information Technology,0.10641510675471492,0.10641510675471492,2.6807643911158068,DUAL_LEADER,HOLD,0.0,0.0,5.4224987056263805,2.3303260537672656,0.7899708925671842,0.2134436276932457,3.861010358646904,1.0,1.0745355787452975,0.9,0.108,1.6516357508397896,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,3.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.1010865957496121,0.10188344811094385,0.10714485328664347,0.10769772979313408,0.7781271170486506,0.8614300087630298,4.536444785143136,0.7192349174265142,0.8277220079566394,4.530268138514998,0.5175687175880546,0.6469011452341369,4.202125043799953,0.9153013271015285,0.9028373271420824,4.599581088515311,0.10148502193027797,0.7486810172375824,0.8445760083598346,4.533356461829067,0.10742129153988877,0.7164350223447915,0.7748692361881097,4.400853066157632,True
2026-04-30,WDC,WESTERN DIGITAL CORP,Information Technology,0.09675915391415676,0.09675915391415676,2.5237878240295637,DUAL_LEADER,HOLD,0.0,0.0,4.715850769568401,1.9501054114443668,0.7899708925671842,0.11865540332830088,1.577510888520065,1.0,0.846647668679847,0.9,0.108,1.1550654312871935,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,10.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.06893344642341437,0.06973029878474613,0.07499170396044574,0.07554458046693635,0.5893724528246296,0.6959061887787135,2.0866318226907734,0.5304802532024933,0.6621981879723231,2.0804551760626366,0.3288140533640336,0.4813773252498206,1.7523120813475905,0.7265466628775075,0.7373135071577661,2.1497681260629493,0.06933187260408025,0.5599263530135614,0.6790521883755183,2.083543499376705,0.07526814221369105,0.5276803581207705,0.6093454162037933,1.95104010370527,True
2026-04-30,CIEN,CIENA CORP,Information Technology,0.0778342459728379,0.0778342459728379,2.0959984023655474,DUAL_LEADER,HOLD,0.0,0.0,4.074306149205816,2.1539307064101707,0.6235382436100988,0.13160046119344498,1.8893643172962866,1.0,0.943792306081606,0.9,0.108,0.46435126962433515,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,8.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.006407355694942218,0.007204208056273975,0.012465613231973593,0.0130184897384642,0.30825049430285834,1.0537438757949633,1.7288831628883865,0.24935829468072201,1.020035874988573,1.7227065162602497,0.047692094842262334,0.8392150122660704,1.3945634215452036,0.4454247043557362,1.095151194174016,1.7920194662605624,0.006805781875608097,0.2788043944917902,1.0368898753917681,1.7257948395743181,0.012742051485218897,0.24655839959899928,0.9671831032200432,1.5932914439028831,True
2026-04-30,MU,MICRON TECHNOLOGY INC,Information Technology,0.07117368430552405,0.07117368430552405,2.0583012743742026,DUAL_LEADER,HOLD,0.0,0.0,2.8122543704834753,2.422391372750492,0.6032568714495766,0.1573915370759717,2.5106852514769185,1.0,0.8632361548581287,0.9,0.108,2.2797375197209386,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,7.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.0345387529624297,0.035335605323761454,0.04059701049946107,0.04114988700595168,0.4699109135091779,0.2056454068277107,1.2474135312817536,0.4110187138870416,0.17193740602132035,1.2412368846536168,0.2093525140485819,-0.00888345670118218,0.9130937899385707,0.6070851235620558,0.24705272520676336,1.3105498346539295,0.034937179143095576,0.44046481369810975,0.18879140642451553,1.2443252079676852,0.040873448752706376,0.40821881880531885,0.11908463425279059,1.1118218122962502,True
2026-04-30,MRVL,MARVELL TECHNOLOGY INC,Information Technology,0.06953959804018522,0.06953959804018522,2.5651118198662894,DUAL_LEADER,HOLD,0.0,0.0,4.802380599069728,2.1026610651284496,0.7899708925671842,0.10979895688877916,1.364154315091796,1.0,0.8417073001411551,0.7,0.08399999999999999,1.3267901494199914,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,0.0,1.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,-0.0014988685065995266,-0.0007020161452677698,0.0045593890304318485,0.005112265536922456,0.7445324516623273,1.0522655195001793,0.8037661681980737,0.685640252040191,1.018557518693789,0.7975895215699369,0.4839740522017313,0.8377366559712864,0.4694464268548908,0.8817066617152052,1.093672837879232,0.8669024715702496,-0.0011004423259336482,0.7150863518512591,1.0354115190969841,0.8006778448840053,0.004835827283677152,0.6828403569584682,0.9657047469252592,0.6681744492125702,True
2026-04-30,ONTO,ONTO INNOVATION INC,Information Technology,0.05777021434263107,0.05777021434263107,1.741027179485328,DUAL_LEADER,HOLD,0.0,0.0,2.7307534791941004,2.2723161997236803,0.7005356915532033,0.04914151678309844,0.0,1.0,0.8369752330059994,0.9,0.108,-0.5904135615507049,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,4.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,-0.04818843672009987,-0.04739158435876811,-0.042130179183068495,-0.04157730267657789,0.42176271020969236,0.41892424856979904,1.0898005152221475,0.36287051058755604,0.3852162477634087,1.0836238685940107,0.16120431074909636,0.20439538504090615,0.7554807738789646,0.5589369202625702,0.4603315669488517,1.1529368185943234,-0.04779001053943399,0.3923166103986242,0.40207024816660386,1.086712191908079,-0.04185374092982319,0.3600706155058333,0.3323634759948789,0.954208796236644,True
2026-04-30,LITE,LUMENTUM HOLDINGS INC,Information Technology,0.057185033340088315,0.057185033340088315,1.6336723232838586,DUAL_LEADER,HOLD,0.0,0.0,3.907362080643365,2.3948221727874657,0.5459368890427816,0.0,0.0,1.0,1.2576266125469964,0.9,0.108,0.6640828702688854,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,9.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.016845143271689844,0.0176419956330216,0.02290340080872122,0.023456277315211826,0.24085544465044784,1.2613693653623697,3.4455329881345045,0.18196324502831152,1.2276613645559793,3.4393563415063677,-0.019702954810148166,1.0468405018334768,3.111213246791322,0.3780296547033257,1.3027766837414223,3.5086692915066804,0.017243569452355723,0.21140934483937968,1.2445153649591745,3.442444664820436,0.023179839061966523,0.17916334994658878,1.1748085927874494,3.309941269149001,True
2026-04-30,STM,STMicroelectronics,Semiconductors,0.056798239647217544,0.056798239647217544,2.273344936106924,DUAL_LEADER,HOLD,0.0,0.0,5.38206491708509,2.422391372750492,0.4477052308845773,0.0,0.0,1.0,0.5832051743590487,1.0,0.12,0.46752882919580524,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,confirmed_by_evidence",position_caps_or_liquidity_caps_left_cash,0.0,1.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.0859190434082997,0.08671589576963146,0.09197730094533108,0.09253017745182168,0.6233621860812699,0.9412815898274445,1.2062262998302136,0.5644699864591336,0.9075735890210541,1.2000496532020768,0.3628037866206739,0.7267527262985516,0.8719065584870307,0.7605363961341478,0.9826889082064971,1.2693626032023895,0.08631746958896558,0.5939160862702018,0.9244275894242493,1.2031379765161452,0.09225373919857638,0.5616700913774109,0.8547208172525244,1.0706345808447102,True
2026-04-30,UI,UBIQUITI INC,Information Technology,0.056182158614653976,0.056182158614653976,2.166938498256148,DUAL_LEADER,HOLD,0.0,0.0,3.3427718245055287,1.8509531133258865,0.7341503617354276,0.03265517176044086,0.0,1.0,0.7531194130696603,0.7,0.08399999999999999,-0.5954412325101812,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,0.0,1.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,-0.027243370928194177,-0.02644651856686242,-0.021185113391162802,-0.020632236884672195,0.23606679927392227,0.7959140462558356,0.25137029611499195,0.17717459965178595,0.7622060454494453,0.24519364948685518,-0.024491600186673734,0.5813851827269427,-0.08294944522819092,0.37324100932680015,0.8373213646348883,0.31450659948716786,-0.0268449447475283,0.2066206994628541,0.7790600458526404,0.24828197280092357,-0.0209086751379175,0.1743747045700632,0.7093532736809155,0.11577857712948847,True
2026-04-30,PR,PERMIAN RESOURCES CORP CLASS A,Energy,0.05358532250379124,0.05358532250379124,1.576980185182111,DUAL_LEADER,SHAKEOUT_GUARD,0.0,0.0,1.1072591700247294,1.7559735631177835,0.7899708925671842,0.02123061793362098,0.0,1.0,0.07751728037149509,1.0,0.12,-0.045652628764849934,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence",position_caps_or_liquidity_caps_left_cash,1.0,2.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.0480230533110384,0.048819905672370156,0.054081310848069775,0.05463418735456038,-0.13112483542614695,0.31019824363439574,0.7126504799027855,-0.19001703504828327,0.2764902428280054,0.7064738332746487,-0.39168323488674295,0.09566938010550285,0.37833073855960264,0.006049374626730941,0.3516055620134484,0.7757867832749614,0.04842147949170428,-0.1605709352372151,0.29334424323120056,0.7095621565887171,0.05435774910131508,-0.192816930130006,0.22363747105947562,0.577058760917282,True
