rebalance_date,ticker,leader_tier,leader_state,leader_state_reason,warning_streak,exit_streak,shakeout_guard_active,rs_qqq_1m,rs_qqq_3m,rs_qqq_6m,sector_leadership_score,price_structure_state
2026-05-29,A,LAGGING,WARNING,relative_weakness_no_add,1,0,False,0.10170312562937633,-0.09815436757838403,-0.3087782594613878,-0.5663745055347523,above_ma50_ma200
2026-05-29,AAON,DUAL_LEADER,HOLD,leader_intact,0,0,False,0.505374768480674,0.16984207845700117,0.3063686511333432,0.0656092641865709,above_ma50_ma200
2026-05-29,AAPL,SECTOR_LEADER,HOLD,leader_intact,0,0,False,0.040117842623339284,-0.03494988676767785,-0.07413069420436869,0.5729436393201349,above_ma50_ma200
2026-05-29,ABBV,EMERGING_LEADER,WARNING,second_warning_trim_review,3,0,False,-0.048166099942476004,-0.2713706321518453,-0.2234462515988621,-0.12794229207795482,above_ma50_ma200
2026-05-29,ABT,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,3,False,-0.17873635368584573,-0.4769514437022836,-0.5236741816412543,-0.027405532073943806,broken_price_structure
2026-05-29,ACGL,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,1,False,-0.15245069384568088,-0.3252163891822919,-0.24407106785288968,-0.3329969720628298,broken_price_structure
2026-05-29,ACI,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,2,False,-0.16878805880494718,-0.3363285434257235,-0.32744517089210734,-0.1635690321123143,broken_price_structure
2026-05-29,ACM,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,3,False,-0.26960827298124246,-0.5066795502717253,-0.5180914460380055,-0.10535787525819157,broken_price_structure
2026-05-29,ADC,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,1,False,-0.13790013059642114,-0.2861205494588738,-0.18847766611179506,-0.12311072820917784,broken_price_structure
2026-05-29,ADI,SECTOR_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.05296218012634046,-0.05044996261950585,0.3748004130463851,1.703413918325503,above_ma50_ma200
2026-05-29,ADM,SECTOR_LEADER,WARNING,second_warning_trim_review,2,0,False,-0.03472571775035127,-0.05409749488186977,0.1367861730429678,0.05238393755502657,above_ma50_ma200
2026-05-29,ADP,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,2,False,-0.08447074053684189,-0.17383294237628566,-0.3135248162451514,-1.4886925151063206,broken_price_structure
2026-05-29,ADSK,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,2,False,-0.1353294754541713,-0.27649652349645715,-0.432762459586879,-0.8982014988433435,broken_price_structure
2026-05-29,AEE,LAGGING,WARNING,relative_weakness_no_add,1,0,False,-0.14582883206547947,-0.2576788598852945,-0.16581769611934605,-0.0234937771419332,broken_price_structure
2026-05-29,AEM,EMERGING_LEADER,WARNING,second_warning_trim_review,2,0,False,-0.11823042421901964,-0.488032826215532,-0.14101574364347247,0.7693216879829059,broken_price_structure
2026-05-29,AEP,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,1,False,-0.16694937701311285,-0.2638338386638228,-0.1562921364431844,-0.017554146073094724,broken_price_structure
2026-05-29,AES,LAGGING,WARNING,second_warning_trim_review,2,0,False,-0.08825405983282741,-0.35785223862440085,-0.12654891015141212,0.06560068889064319,above_ma50_ma200
2026-05-29,AFG,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,1,False,-0.11306058758816184,-0.23456843020572182,-0.22880431934823764,-0.3494197127935708,broken_price_structure
2026-05-29,AFL,LAGGING,WARNING,relative_weakness_no_add,1,0,False,-0.14360082181004286,-0.216639499286712,-0.16545818420493563,-0.30562573751159483,broken_price_structure
2026-05-29,AGCO,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,1,False,-0.13227049113357758,-0.39260574731744846,-0.1307227165935012,-0.16362991995947412,broken_price_structure
2026-05-29,AGNC,EMERGING_LEADER,WARNING,second_warning_trim_review,12,0,False,-0.14551120321072042,-0.25584528789580785,-0.1346258243508449,0.25677041119477606,above_ma50_ma200
