portfolio_kind,variant_id,window,start,end,window_return,window_mdd,avg_cash_weight,position_count_avg
main,main_N12_cap12_sub40_theme60,covid_2020,2020-02-01,2020-05-31,0.24300997510579747,-0.35134267549993003,0.14112362374969023,12.0
main,main_N12_cap12_sub40_theme60,inflation_2022,2021-11-01,2022-12-31,-0.1805193167650666,-0.3208898579633982,0.02334258130269985,12.0
main,main_N12_cap12_sub40_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.48741165106626005,-0.13654128924354791,0.11018274966861766,12.0
main,main_N12_cap12_sub40_theme60,latest_12m,2025-07-02,2026-07-02,1.690527092158673,-0.1496769969341295,0.03855369267130713,12.0
main,main_N12_cap12_sub40_theme70,covid_2020,2020-02-01,2020-05-31,0.21652854123423992,-0.39079613288965,0.07490406293336975,12.0
main,main_N12_cap12_sub40_theme70,inflation_2022,2021-11-01,2022-12-31,-0.19080931607927487,-0.32752519281422654,0.014971185868341128,12.0
main,main_N12_cap12_sub40_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.5178019643410141,-0.13649889185230946,0.06492592316770061,12.0
main,main_N12_cap12_sub40_theme70,latest_12m,2025-07-02,2026-07-02,1.636686645672861,-0.15914042926722616,0.02005214777766781,12.0
main,main_N12_cap12_sub50_theme60,covid_2020,2020-02-01,2020-05-31,0.2435736531630066,-0.35144340775658467,0.1406058602892843,12.0
main,main_N12_cap12_sub50_theme60,inflation_2022,2021-11-01,2022-12-31,-0.19629756591757197,-0.33384399654212604,0.019183230914590257,12.0
main,main_N12_cap12_sub50_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.48758915386041846,-0.13649098476519894,0.11017573468070915,12.0
main,main_N12_cap12_sub50_theme60,latest_12m,2025-07-02,2026-07-02,1.7346444940433723,-0.1545967202846763,0.031798069042917675,12.0
main,main_N12_cap12_sub50_theme70,covid_2020,2020-02-01,2020-05-31,0.21678417659114158,-0.39075583780647016,0.07464098715172397,12.0
main,main_N12_cap12_sub50_theme70,inflation_2022,2021-11-01,2022-12-31,-0.20866547064362317,-0.34260887291723063,0.009654087877964042,12.0
main,main_N12_cap12_sub50_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.5166474134477439,-0.13647942620795772,0.0655329639499166,12.0
main,main_N12_cap12_sub50_theme70,latest_12m,2025-07-02,2026-07-02,1.6933611601605767,-0.15941916576005866,0.014148692094780238,12.0
main,main_N12_cap15_sub40_theme60,covid_2020,2020-02-01,2020-05-31,0.2456843162979061,-0.35309706936922636,0.13882068516097065,12.0
main,main_N12_cap15_sub40_theme60,inflation_2022,2021-11-01,2022-12-31,-0.1837274345335722,-0.3285790620145643,0.016015458261789576,12.0
main,main_N12_cap15_sub40_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.4873014623839351,-0.14371928110245946,0.0976311683000859,12.0
main,main_N12_cap15_sub40_theme60,latest_12m,2025-07-02,2026-07-02,1.7643522465859207,-0.15270460388551388,0.03631948128585779,12.0
main,main_N12_cap15_sub40_theme70,covid_2020,2020-02-01,2020-05-31,0.22099960093327087,-0.3913053793222001,0.07438873802343779,12.0
main,main_N12_cap15_sub40_theme70,inflation_2022,2021-11-01,2022-12-31,-0.19315909896611383,-0.33144087002249445,0.009904790517312113,12.0
main,main_N12_cap15_sub40_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.5073103032516071,-0.1437587760624114,0.06006299969945719,12.0
main,main_N12_cap15_sub40_theme70,latest_12m,2025-07-02,2026-07-02,1.7723319429597915,-0.1587602723298147,0.015484026354015976,12.0
