broker_daily_equity_rows,broker_ledger_cagr,broker_ledger_end_date,broker_ledger_max_dd,broker_ledger_metric_mode,broker_ledger_sharpe,broker_ledger_status,broker_ledger_trade_count,daily_risk_action_evidence,daily_risk_engine_backtest_completed,execution_policy_cagr,execution_policy_daily_equity_rows,execution_policy_end_date,execution_policy_max_dd,execution_policy_metric_mode,execution_policy_sharpe,execution_policy_status,execution_policy_trade_count,full_nonmonthly_entry_replacement_validated,nonmonthly_risk_action_count,operating_event_backtest_status,operating_latest_append_detected,portfolio,position_risk_cagr,position_risk_daily_equity_rows,position_risk_end_date,position_risk_max_dd,position_risk_metric_mode,position_risk_sharpe,position_risk_status,position_risk_trade_count,risk_action_count,target_book_exists,target_book_max_date,target_book_max_decisions_per_month,target_book_min_date,target_book_multi_decision_month_count,target_book_path,target_book_rows,target_book_submonthly_decisions_validated,target_book_unique_date_count
1749,0.1286319220673693,2026-05-15,-0.27072447057026816,broker_ledger_next_close,0.6351022076912176,completed,2624,True,True,0.13001084544829555,1749,2026-05-15,-0.2960995101523419,broker_ledger_execution_policy_next_close,0.6224889051998894,completed,866,False,595,partial_daily_risk_overlay_validated,True,main,0.06873489999245375,1749,2026-05-15,-0.28363272071805723,broker_ledger_position_risk_next_close,0.3562587513753495,completed,2920,595,True,2026-05-15,1,2019-05-31,0,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/reports/operating_main_target_book.csv,1994,False,83
1749,0.16889553858006412,2026-05-15,-0.33804466965479363,broker_ledger_next_close,0.72196241424563,completed,936,True,True,0.16561614866376417,1749,2026-05-15,-0.314942521972276,broker_ledger_execution_policy_next_close,0.715398789999894,completed,448,False,170,partial_daily_risk_overlay_validated,True,concentrated,0.1219356235722513,1749,2026-05-15,-0.3032613912993667,broker_ledger_position_risk_next_close,0.5936599106120676,completed,1019,170,True,2026-05-15,1,2019-05-31,0,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/reports/operating_concentrated_target_book.csv,22915,False,83
