rebalance_date,portfolio_sleeve_label,sleeve_weight,sleeve_weighted_forward_return,sleeve_return_proxy,ticker_count
2019-04-30,core_compounder,0.9999999999999999,-0.007943595948135717,-0.007943595948135719,18
2019-05-31,cash,0.28,0.0,0.0,1
2019-05-31,core_compounder,0.72,0.04798106243451461,0.06664036449238141,18
2019-06-28,core_compounder,1.0,0.009857713441271985,0.009857713441271985,18
2019-07-31,core_compounder,1.0,0.014317331009484551,0.014317331009484551,18
2019-08-30,core_compounder,1.0,0.001251064822226449,0.001251064822226449,18
2019-09-30,core_compounder,1.0,0.01466574556388837,0.01466574556388837,18
2019-10-31,core_compounder,1.0,0.00522426613037007,0.00522426613037007,31
2019-11-29,core_compounder,1.0,0.029980021752826633,0.029980021752826633,43
2019-12-31,core_compounder,1.0,0.05701888300299468,0.05701888300299468,18
2020-01-31,core_compounder,1.0,-0.033702362394036324,-0.033702362394036324,18
2020-02-28,cash,0.28,0.0,0.0,1
2020-02-28,core_compounder,0.72,-0.05393995941651806,-0.07491661030071953,18
2020-03-31,cash,0.10207454656147846,0.0,0.0,1
2020-03-31,core_compounder,0.8979254534385216,0.16865850205757546,0.1878312964753516,19
2020-04-30,core_compounder,1.0,0.12438178545919867,0.12438178545919867,18
2020-05-29,core_compounder,1.0,0.05527565756342959,0.05527565756342959,18
2020-06-30,core_compounder,1.0,0.09800521176273246,0.09800521176273246,18
2020-07-31,core_compounder,1.0,0.11276149642510712,0.11276149642510712,18
2020-08-31,core_compounder,1.0,-0.026247596749687876,-0.026247596749687876,17
2020-09-30,core_compounder,1.0,0.0017029939762698916,0.0017029939762698916,18
2020-10-30,cash,0.28,0.0,0.0,1
2020-10-30,core_compounder,0.72,0.073139678016069,0.10158288613342918,17
2020-11-30,core_compounder,1.0,0.04636378991316108,0.04636378991316108,28
2020-12-31,core_compounder,1.0,-0.008161847941719659,-0.008161847941719659,34
2021-01-29,cash,0.2799999999999999,0.0,0.0,1
2021-01-29,core_compounder,0.7200000000000001,0.04809333163863996,0.0667962939425555,17
2021-02-26,cash,0.28,0.0,0.0,1
2021-02-26,core_compounder,0.72,-0.006044703949755183,-0.008395422152437755,17
2021-03-31,core_compounder,1.0,0.05131929454464614,0.05131929454464614,25
2021-04-30,core_compounder,1.0,0.008585087941181771,0.008585087941181771,20
2021-05-28,core_compounder,1.0,0.05504769931200517,0.05504769931200517,17
2021-06-30,core_compounder,1.0,0.06261269958007074,0.06261269958007074,25
2021-07-30,core_compounder,1.0,0.058891717255471,0.058891717255471,29
2021-08-31,core_compounder,1.0,-0.056022766847792276,-0.056022766847792276,36
2021-09-30,cash,0.28,0.0,0.0,1
2021-09-30,core_compounder,0.72,0.07912662325035646,0.10989808784771732,17
2021-10-29,core_compounder,1.0,0.006194381643165039,0.006194381643165039,26
2021-11-30,core_compounder,1.0,0.02096224378462047,0.02096224378462047,31
2021-12-31,core_compounder,0.9999999999999999,-0.04520801569512654,-0.045208015695126544,29
2022-01-31,core_compounder,1.0,-0.01468427229908398,-0.01468427229908398,25
2022-02-28,core_compounder,1.0,0.04225972614368687,0.04225972614368687,32
2022-03-31,core_compounder,1.0,-0.06351235277072864,-0.06351235277072864,38
2022-04-29,cash,0.05120248824040832,0.0,0.0,1
2022-04-29,core_compounder,0.9487975117595916,0.0012540180597169258,0.0013216919776605314,31
2022-05-31,core_compounder,1.0,-0.0587042482054125,-0.0587042482054125,35
2022-06-30,core_compounder,1.0,0.05465347555886931,0.05465347555886931,28
2022-07-29,core_compounder,1.0,-0.021446175433820235,-0.021446175433820235,35
2022-08-31,core_compounder,1.0,-0.037626404742584246,-0.037626404742584246,39
2022-09-30,core_compounder,1.0,0.10914109391350188,0.10914109391350188,18
2022-10-31,core_compounder,1.0,0.012312556648316427,0.012312556648316427,18
2022-11-30,core_compounder,1.0,-0.029133176071296174,-0.029133176071296174,26
2022-12-30,core_compounder,1.0,0.04090623447732476,0.04090623447732476,18
2023-01-31,core_compounder,0.9999999999999999,-0.022765733581221963,-0.022765733581221966,18
2023-02-28,core_compounder,0.9999999999999999,0.041868255989498,0.041868255989498004,27
2023-03-31,core_compounder,1.0,0.007534049495322229,0.007534049495322229,18
2023-04-28,core_compounder,1.0,0.04668639166875005,0.04668639166875005,18
2023-05-31,core_compounder,1.0,0.08434480631367838,0.08434480631367838,22
2023-06-30,core_compounder,1.0,0.014040190876442437,0.014040190876442437,18
2023-07-31,core_compounder,1.0,0.01916333744522477,0.01916333744522477,18
2023-08-31,core_compounder,0.9999999999999999,-0.05934076172900668,-0.05934076172900669,18
2023-09-29,cash,0.4,0.0,0.0,1
2023-09-29,core_compounder,0.6,-0.005027912996004505,-0.008379854993340843,18
2023-10-31,core_compounder,1.0,0.05469421078082619,0.05469421078082619,28
2023-11-30,core_compounder,1.0,0.034577624368098046,0.034577624368098046,39
2023-12-29,core_compounder,1.0,0.06992576081433012,0.06992576081433012,45
2024-01-31,core_compounder,1.0,0.06417773410361105,0.06417773410361105,18
2024-02-29,core_compounder,1.0,0.07067160700139002,0.07067160700139002,26
2024-03-28,cash,0.01164261537987614,0.0,0.0,1
2024-03-28,core_compounder,0.988357384620124,-0.04007556943139337,-0.04054765012637251,18
2024-04-30,core_compounder,1.0,0.08732894885370078,0.08732894885370078,26
2024-05-31,core_compounder,1.0,0.039513384903154446,0.039513384903154446,18
2024-06-28,core_compounder,1.0000000000000002,-0.028915150931355688,-0.02891515093135568,18
2024-07-31,cash,0.3999999999999999,0.0,0.0,1
2024-07-31,core_compounder,0.6000000000000001,0.014695263731764495,0.024492106219607488,18
2024-08-30,core_compounder,1.0,0.05684101115600729,0.05684101115600729,25
2024-09-30,core_compounder,0.9999999999999999,0.04907067203900666,0.04907067203900667,18
2024-10-31,core_compounder,1.0,0.10142831812531614,0.10142831812531614,28
2024-11-29,cash,0.034885700377387335,0.0,0.0,1
2024-11-29,core_compounder,0.9651142996226127,-0.03097309966614256,-0.03209267511449569,40
2024-12-31,core_compounder,1.0,0.02661304023230576,0.02661304023230576,31
2025-01-31,core_compounder,1.0,0.026816581319668225,0.026816581319668225,37
2025-02-28,cash,0.2587938678649842,0.0,0.0,1
2025-02-28,core_compounder,0.7412061321350157,-0.03902965674900721,-0.05265695338567126,41
2025-03-31,cash,0.297171157813842,0.0,0.0,1
2025-03-31,core_compounder,0.7028288421861579,-0.005065047331798181,-0.007206658332408909,27
2025-04-30,core_compounder,1.0,0.0628426359267983,0.0628426359267983,34
2025-05-30,core_compounder,1.0,0.04019319395381147,0.04019319395381147,32
2025-06-30,core_compounder,1.0,0.024934028843640387,0.024934028843640387,18
2025-07-31,core_compounder,1.0000000000000002,0.007768519483941672,0.00776851948394167,18
2025-08-29,core_compounder,1.0000000000000002,0.05598198334496485,0.055981983344964834,18
2025-09-30,core_compounder,0.9999999999999998,0.08292580009244792,0.08292580009244793,18
2025-10-31,core_compounder,1.0,-0.030885000034614682,-0.030885000034614682,26
2025-11-28,cash,0.007349925812225322,0.0,0.0,1
2025-11-28,core_compounder,0.9926500741877746,0.06004703549221113,0.060491644592223476,26
2025-12-31,core_compounder,1.0,0.09389773513774222,0.09389773513774222,17
2026-01-30,core_compounder,1.0,0.025703662938009735,0.025703662938009735,25
2026-02-27,cash,0.28022517097429384,0.0,0.0,1
